# Time-averaged data for fix DensAve
# TimeStep v_Dens
40000 0.874845
80000 0.874768
120000 0.87439
160000 0.874558
200000 0.875648
240000 0.875069
280000 0.873961
320000 0.87526
360000 0.874832
400000 0.873287
440000 0.875338
480000 0.874175
520000 0.873855
560000 0.876251
600000 0.877927
640000 0.875319
680000 0.875233
720000 0.877827
760000 0.875267
800000 0.878329
840000 0.874335
880000 0.873338
920000 0.874504
960000 0.873598
1000000 0.877332
