# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P
7900 -16140.7 -20004.6 299.213 40.934
8000 -16049 -19990.9 305.241 296.275
8100 -16040.8 -19964.3 303.825 31.9333
8200 -16173.1 -20026.6 298.403 76.4879
8300 -16229.8 -20094.4 299.262 279.46
8400 -16289.4 -20111.8 295.99 103.136
8500 -16304.1 -20124.6 295.839 -150.544
8600 -16235.6 -20090.2 298.485 -194.862
8700 -16138.2 -20031.5 301.482 68.1633
8800 -16165.6 -20069.1 302.271 31.0374
8900 -16229.7 -20063.1 296.838 -239.727
9000 -16230.3 -20042 295.159 -164.059
9100 -16167.9 -20010.5 297.55 134.933
9200 -16100.6 -19951.7 298.208 386.843
9300 -16084.3 -19939.7 298.548 -33.0752
9400 -16101.6 -19984.3 300.658 35.7484
9500 -16170.2 -20014.8 297.705 224.865
9600 -16231.5 -20099.5 299.518 53.9031
9700 -16265 -20092 296.352 104.006
9800 -16254.7 -20076.1 295.921 128.601
9900 -16211.1 -20058.7 297.94 -356.072
10000 -16156.5 -20036.6 300.463 46.787
10100 -16116.6 -19984.2 299.496 4.85395
10200 -16059 -19993 304.634 277.214
10300 -16122.8 -20026.1 302.26 141.663
10400 -16225 -20071.1 297.827 -358.137
10500 -16265.2 -20104.8 297.328 72.4538
10600 -16294 -20148.5 298.481 124.388
10700 -16351.9 -20134.5 292.906 -197.2
10800 -16344.5 -20132.1 293.302 -195.863
10900 -16228.8 -20084 298.53 -167.465
11000 -16188.2 -20048.9 298.961 66.3693
11100 -16185 -20054.1 299.607 -5.44721
11200 -16252.6 -20077.1 296.157 -129.239
11300 -16334.5 -20147.2 295.24 -71.7776
11400 -16373 -20154.9 292.861 -161.212
11500 -16291.6 -20143.5 298.271 -232.405
11600 -16227.5 -20114.7 301.01 114.721
11700 -16236.7 -20054.7 295.654 -93.1158
11800 -16184.2 -20061.8 300.265 -109.697
11900 -16130.9 -20034.6 302.292 -107.85
12000 -16180 -20015 296.973 -196.821
12100 -16279.9 -20076.8 294.012 -287.708
12200 -16282.9 -20100 295.577 -68.3175
12300 -16237.8 -20093.8 298.598 -100.039
12400 -16151 -20018 299.448 -219.237
12500 -16053.4 -19953 301.968 86.6526
12600 -16093 -20012.7 303.527 -33.0452
12700 -16199.8 -20092.8 301.458 21.9663
12800 -16255.5 -20060 294.605 -70.5669
12900 -16217.7 -20080.8 299.144 100.492
13000 -16179.2 -20043.3 299.22 94.8341
13100 -16187.4 -20059.3 299.825 142.711
13200 -16264.7 -20058.6 293.783 -97.3035
13300 -16270.1 -20058.7 293.371 -158.993
13400 -16176.3 -20005.7 296.535 -145.843
13500 -16123.7 -19994 299.698 -57.2323
13600 -16132.7 -19990.8 298.758 -22.9281
13700 -16175.3 -20014.4 297.29 49.4326
13800 -16270.3 -20072.9 294.458 79.1948
13900 -16334.7 -20120.9 293.196 -113.511
14000 -16281.3 -20098.2 295.56 45.2892
14100 -16220.7 -20053 296.759 34.1711
14200 -16178.5 -20007.6 296.51 -134.76
14300 -16131.3 -19987.5 298.614 -58.9287
14400 -16106.5 -19980.5 299.986 97.2329
14500 -16137.1 -19982.1 297.743 -67.1196
14600 -16228 -20057.6 296.55 -43.4765
14700 -16272.7 -20055.7 292.94 -126.6
14800 -16201.2 -20048.4 297.913 58.7831
14900 -16150.1 -20037.5 301.022 -62.0217
15000 -16183.9 -20038.7 298.5 -209.235
15100 -16217.9 -20067 298.054 -131.753
15200 -16255.9 -20089 296.825 93.4249
15300 -16344.5 -20106.6 291.321 -167.307
15400 -16344.8 -20154.3 294.995 -302.614
15500 -16239.7 -20074.8 296.973 -58.5514
15600 -16173.8 -20030.7 298.665 114.177
15700 -16179.7 -20075.4 301.664 166.007
15800 -16247.3 -20077.1 296.566 -0.624443
15900 -16274.6 -20103.2 296.472 -111.94
16000 -16252.8 -20101.5 298.032 -131.36
16100 -16139 -20066.3 304.116 228.884
16200 -16088.1 -19995.5 302.575 240.723
16300 -16174.7 -20079.8 302.397 5.22882
16400 -16255.4 -20104.9 298.086 35.2031
16500 -16289.4 -20089.6 294.275 -130.986
16600 -16239 -20075.4 297.08 -28.3611
16700 -16160.6 -20026 299.326 178.904
16800 -16153.7 -20028.4 300.042 224.247
16900 -16191.6 -20068.3 300.201 -140.242
17000 -16251.8 -20101.6 298.117 204.981
17100 -16285.4 -20132.3 297.886 18.2068
17200 -16283.3 -20101.4 295.659 -177.361
17300 -16245.3 -20075.5 296.598 144.137
17400 -16216.4 -20076.7 298.925 125.58
17500 -16222.7 -20085.8 299.138 -91.0049
17600 -16235 -20074 297.278 -211.992
17700 -16232.3 -20102.4 299.688 190.341
17800 -16243.2 -20085.2 297.508 -21.3477
17900 -16245.3 -20083 297.175 -196.312
18000 -16225.5 -20061.8 297.074 -95.3454
18100 -16179.1 -20067.2 301.083 -144.899
18200 -16139.4 -20036.4 301.767 -16.7885
18300 -16174.2 -20028.5 298.464 -7.21188
18400 -16237 -20030.1 293.725 -228.64
18500 -16206.6 -20038.6 296.737 -75.3101
18600 -16122 -19999.1 300.229 145.662
18700 -16113.8 -20041.2 304.118 -79.6694
18800 -16187.7 -20048.2 298.943 226.044
18900 -16218.2 -20076.2 298.75 -4.94208
19000 -16240.8 -20054.8 295.341 -130.16
19100 -16206.2 -20059.4 298.378 -157.548
19200 -16151.1 -20051.9 302.065 7.04908
19300 -16173.7 -20065.6 301.37 -53.224
19400 -16275.5 -20080.6 294.648 -116.614
19500 -16287.1 -20125.3 297.213 59.9648
19600 -16264.8 -20106.4 297.484 -6.02756
19700 -16181.4 -20060.1 300.353 -130.083
19800 -16100.8 -19998.7 301.837 88.7354
19900 -16131.1 -20010 300.366 110.728
20000 -16211.2 -20071.3 298.906 52.7971
20100 -16260.6 -20139.6 300.378 142.013
20200 -16301.3 -20134.3 296.813 171.535
20300 -16311.6 -20151.7 297.358 188.14
20400 -16279.8 -20109.9 296.585 256.322
20500 -16176.3 -20066.7 301.254 297.633
20600 -16148.1 -20025.3 300.235 230.965
20700 -16190.8 -20064.7 299.981 29.4735
20800 -16299.5 -20131.1 296.71 33.922
20900 -16333.1 -20149.6 295.537 42.061
21000 -16287.4 -20108.7 295.902 20.6456
21100 -16223.8 -20116.7 301.452 -17.7067
21200 -16251.2 -20117.4 299.387 -55.0957
21300 -16310.3 -20097.6 293.271 -72.4842
21400 -16251.5 -20106.5 298.518 2.77132
21500 -16136.5 -20034.3 301.828 74.684
21600 -16146.6 -20007.6 298.982 66.4054
21700 -16200.9 -20019.4 295.692 70.3404
21800 -16234.2 -20055.6 295.911 -204.001
21900 -16235.7 -20063.9 296.442 -247.569
22000 -16178 -20027.4 298.084 -42.9398
22100 -16104.3 -19979.5 300.077 -112.17
22200 -16082.4 -19975.7 301.478 131.796
22300 -16180.4 -20045.2 299.273 23.5097
22400 -16246.5 -20058.3 295.165 -88.6249
22500 -16231.9 -20091.2 298.849 221.282
22600 -16225.7 -20057.2 296.698 -43.253
22700 -16169.2 -20056.5 301.018 160.522
22800 -16121.7 -19991.4 299.655 37.3861
22900 -16071 -19956.1 300.845 236.316
23000 -16047.4 -19952 302.359 -57.0396
23100 -16138.4 -20012.2 299.976 -33.9131
23200 -16232.4 -20073.8 297.463 -17.5612
23300 -16255.5 -20086.8 296.681 11.7791
23400 -16225.4 -20063.3 297.189 215.875
23500 -16140.5 -20053.9 303.038 242.616
23600 -16153.1 -20015.3 299.07 -315.722
23700 -16285.9 -20110.8 296.181 -132.506
23800 -16324.8 -20152.5 296.404 157.427
23900 -16292.9 -20109.9 295.573 -115.856
24000 -16207.3 -20076 299.576 4.01547
24100 -16173.9 -20051.8 300.29 107.862
24200 -16198 -20057.8 298.885 183.441
24300 -16214.5 -20059.3 297.727 -81.7147
24400 -16221.3 -20079.3 298.747 114.468
24500 -16242.3 -20086.4 297.669 134.546
24600 -16285.9 -20136.5 298.172 -112.808
24700 -16402 -20191 293.404 -216.375
24800 -16394.4 -20151.5 290.933 -219.424
24900 -16305.8 -20151.3 297.78 -155.331
25000 -16261.9 -20112.5 298.177 -102.083
25100 -16236.1 -20109.2 299.919 -84.7652
25200 -16249.6 -20085.9 297.066 -45.4351
25300 -16262.3 -20077.8 295.461 -310.703
25400 -16235.6 -20099.1 299.175 -233.488
25500 -16197 -20062.9 299.365 -104.981
25600 -16189.3 -20072.6 300.71 13.4848
25700 -16251.2 -20062.3 295.118 46.7501
25800 -16296.1 -20125 296.491 -83.0711
25900 -16308.2 -20148.6 297.382 -150.876
26000 -16319.7 -20107.1 293.285 -118.294
26100 -16229.5 -20042.1 295.233 -194.829
26200 -16145.8 -20032.6 300.974 -23.3432
26300 -16165.3 -20045.7 300.486 43.6131
26400 -16249.7 -20085.6 297.035 239.563
26500 -16273.9 -20061 293.264 219.34
26600 -16223.3 -20070.4 297.9 334.936
26700 -16220 -20108.5 301.115 441.407
26800 -16276 -20119.9 297.655 194.819
26900 -16288.1 -20104 295.488 115.689
27000 -16260.2 -20124.6 299.243 158.574
27100 -16249.9 -20069.1 295.751 221.046
27200 -16235 -20122.2 301.008 288.656
27300 -16268.8 -20129.2 298.933 -143.472
27400 -16315.8 -20158.7 297.58 146.567
27500 -16348.6 -20168.4 295.788 157.202
27600 -16322.2 -20148.9 296.325 55.8356
27700 -16233.6 -20154.7 303.636 20.1087
27800 -16248.2 -20082 296.877 38.3653
27900 -16272 -20120.1 297.982 -142.723
28000 -16317.6 -20140.9 296.058 -62.6727
28100 -16359.9 -20169.9 295.031 -193.557
28200 -16363.1 -20186.7 296.082 39.726
28300 -16297.7 -20155.3 298.72 -170.671
28400 -16222.1 -20099.6 300.254 -23.6208
28500 -16190.1 -20066.6 300.186 -47.9468
28600 -16208.1 -20041.2 296.823 -15.0136
28700 -16256.7 -20091.3 296.938 318.699
28800 -16305.4 -20130.2 296.182 116.542
28900 -16307.2 -20115 294.862 -22.3387
29000 -16222.1 -20102.8 300.504 326.726
29100 -16179.7 -20066 300.938 103.487
29200 -16226.5 -20075.2 298.023 -161.831
29300 -16349.7 -20128.1 292.591 48.1602
29400 -16379.2 -20187 294.86 -76.419
29500 -16335.4 -20149.8 295.375 -238.02
29600 -16274.4 -20115.9 297.464 136.118
29700 -16240.6 -20087.3 297.876 317.024
29800 -16214.7 -20053.7 297.281 -36.0333
29900 -16160.6 -20040.8 300.466 -170.273
30000 -16047.8 -19943.6 301.674 -182.06
30100 -16009.9 -19966.3 306.369 12.6677
30200 -16112.9 -19971.1 298.764 -267.307
30300 -16169.6 -20024.6 298.52 -262.446
30400 -16212.6 -20046.8 296.904 -289.129
30500 -16238.1 -20048.7 295.076 195.45
30600 -16214.5 -20068.4 298.434 88.5032
30700 -16170.9 -20111.5 305.145 254.262
30800 -16236.1 -20039.1 294.493 -230.495
30900 -16247.6 -20079.1 296.694 -378.765
31000 -16204.9 -20048.5 297.632 -163.786
31100 -16097.6 -20030 304.511 11.2625
31200 -16099.2 -20003.4 302.325 85.3424
31300 -16187.8 -20058.7 299.748 -153.421
31400 -16223.9 -20046.3 295.991 -196.841
31500 -16213.3 -20063.3 298.128 18.8303
31600 -16197.2 -20062.6 299.325 -25.321
31700 -16146.6 -19970.1 296.077 -203.165
31800 -16039.8 -19901.5 299.036 -46.8625
31900 -16004.8 -19915.8 302.858 5.41044
32000 -16077 -19924.2 297.913 -338.998
32100 -16122.7 -19946 296.067 37.4762
32200 -16119.3 -19991.8 299.877 -152.165
32300 -16148 -19999 298.208 -117.591
32400 -16184.5 -20009.5 296.199 -23.5824
32500 -16277.1 -20100.7 296.083 69.7232
32600 -16357.7 -20142.6 293.086 46.4412
32700 -16309.1 -20120.7 295.152 186.646
32800 -16226.5 -20075.4 298.044 155.185
32900 -16192.8 -20053.5 298.958 -241.182
33000 -16189.5 -20072.9 300.71 175.499
33100 -16281 -20102.9 295.956 -4.47674
33200 -16339.2 -20103.7 291.504 -246.686
33300 -16271.6 -20101.6 296.58 4.5289
33400 -16217.7 -20076.6 298.814 147.862
33500 -16200 -20066.2 299.378 301.821
33600 -16253.8 -20126.8 299.915 141.991
33700 -16364.6 -20138 292.198 136.381
33800 -16315.6 -20110.3 293.847 -16.5766
33900 -16237.6 -20120 300.638 220.932
34000 -16240.5 -20109.7 299.621 5.18918
34100 -16292.5 -20106.7 295.355 -22.8668
34200 -16334.5 -20114.4 292.702 -2.89844
34300 -16270.4 -20134 299.181 58.0382
34400 -16192.8 -20071.6 300.358 -16.7209
34500 -16175.7 -20016.8 297.44 -116.155
34600 -16153.4 -20031.9 300.335 -57.2163
34700 -16117.7 -19995 300.236 64.0085
34800 -16142.9 -20019.4 300.179 153.93
34900 -16226.7 -20055.3 296.475 277.719
35000 -16284.7 -20140.4 298.567 193.474
35100 -16339.4 -20145.5 294.736 -248.357
35200 -16297.1 -20125.1 296.425 136.136
35300 -16168 -20073 302.395 301.78
35400 -16188.2 -20053.1 299.278 384.902
35500 -16240.7 -20068.5 296.404 93.934
35600 -16267.4 -20095.3 296.419 49.4054
35700 -16259 -20097.7 297.253 9.14729
35800 -16190.8 -20048.7 298.745 144.391
35900 -16127.1 -20031.5 302.346 -45.2206
36000 -16169.8 -20048.4 300.346 -68.4158
36100 -16262 -20067.8 294.703 59.1775
36200 -16256.8 -20072.9 295.509 -12.6867
36300 -16206.2 -20027.2 295.881 -187.26
36400 -16137.9 -19978.8 297.427 17.9794
36500 -16115.3 -20013.9 301.894 128.159
36600 -16164.4 -20027.4 299.139 -33.1967
36700 -16194 -20031 297.119 106.388
36800 -16191.8 -20029.1 297.141 193.381
36900 -16175.1 -20018.7 297.629 75.1797
37000 -16081 -19949.5 299.561 399.61
37100 -16008.6 -19891.2 300.649 288.973
37200 -16015.6 -19867.2 298.256 -60.3399
37300 -16046.3 -19880.4 296.891 -120.631
37400 -16113.1 -19954.6 297.466 150.237
37500 -16195.6 -20019.9 296.14 -139.417
37600 -16226.8 -20058.7 296.727 -166.963
37700 -16201.4 -20022.3 295.876 8.61687
37800 -16075.7 -19933.6 298.741 283.032
37900 -16030.3 -19920.2 301.219 2.58746
38000 -16079.7 -19932.9 298.377 57.0352
38100 -16152.1 -19982.1 296.578 -0.1969
38200 -16190.6 -20023.4 296.797 59.8308
38300 -16210.4 -20018.8 294.912 -236.927
38400 -16188.3 -19994.5 294.741 -130.404
38500 -16096.2 -19958.4 299.073 -74.6425
38600 -16040.3 -19921.3 300.535 -38.6761
38700 -16052 -19942.1 301.231 136.015
38800 -16166.2 -20006.8 297.401 229.782
38900 -16190.6 -19991.9 294.359 -84.3713
39000 -16128 -19982.7 298.495 107.816
39100 -16082.5 -19948.6 299.374 34.7407
39200 -16077.1 -19911.7 296.941 -14.4791
39300 -16048.6 -19920.8 299.844 -67.0755
39400 -16009.8 -19910 302.011 -182.975
39500 -16062.5 -19919.1 298.642 91.5369
39600 -16147.6 -20003.7 298.606 103.981
39700 -16199.3 -20009.9 295.079 -62.8515
39800 -16182.6 -20014.2 296.705 51.9322
39900 -16144.9 -19957 295.19 -58.3594
40000 -16105.7 -19949.9 297.682 -60.5926
40100 -16100.8 -19972.4 299.801 35.5887
40200 -16132.8 -19979.2 297.853 290.028
40300 -16193.9 -20007.5 295.309 -121.363
40400 -16279.4 -20086.6 294.815 -245.332
40500 -16343.7 -20127.7 293.014 -144.116
40600 -16286.4 -20036.6 290.406 -79.454
40700 -16158.9 -19994.7 297.028 93.5015
40800 -16094.6 -19950.7 298.605 186.837
40900 -16048.8 -19933.8 300.843 153.65
41000 -16068.7 -19916.4 297.951 103.085
41100 -16139.2 -20008 299.579 -35.6686
41200 -16228.6 -20033.9 294.671 -47.2989
41300 -16216.8 -20030 295.275 55.2278
41400 -16154.8 -19954.8 294.255 10.2548
41500 -16092.6 -19941.8 298.072 82.2808
41600 -16081.3 -19932.2 298.195 -23.3906
41700 -16105.9 -19979.7 299.969 195.551
41800 -16185.8 -19967.3 292.828 285.204
41900 -16204 -20020.8 295.556 -141.474
42000 -16129.6 -20004.9 300.086 5.52541
42100 -16078.2 -20005.1 304.085 80.129
42200 -16158.6 -20028.1 299.64 291.795
42300 -16214.4 -20026.9 295.227 188.137
42400 -16193.8 -20051.8 298.748 -128.032
42500 -16185.4 -20033.7 298 43.2516
42600 -16181.9 -20020.9 297.281 48.139
42700 -16155 -20005.8 298.191 -7.83002
42800 -16125 -20014.9 301.222 50.2953
42900 -16165.8 -20042.4 300.184 232.886
43000 -16253.6 -20058 294.598 92.8921
43100 -16262.3 -20104.8 297.547 -43.275
43200 -16226 -20070.4 297.692 180.739
43300 -16102.5 -19980.9 300.329 193.688
43400 -16045.7 -19935.9 301.237 262.064
43500 -16081.7 -19971 301.171 50.3762
43600 -16145.5 -19979.6 296.902 52.1646
43700 -16158.6 -20007.4 298.033 80.4752
43800 -16160.7 -20024 299.16 278.202
43900 -16208.1 -20040 296.723 20.5018
44000 -16321.5 -20100.4 292.625 -331.876
44100 -16349.7 -20132.9 292.96 159.858
44200 -16212 -20056.5 297.704 227.578
44300 -16153.1 -20020.2 299.447 216.494
44400 -16148 -19985.9 297.193 -196.409
44500 -16131.3 -19992.1 298.962 -79.5533
44600 -16130.8 -19995 299.225 73.9578
44700 -16176.4 -20010.3 296.881 17.5182
44800 -16232.3 -20030.1 294.092 -62.2939
44900 -16240.5 -20075.8 296.992 208.857
45000 -16189.5 -20028.2 297.252 -90.7316
45100 -16096 -19972 300.141 -193.885
45200 -16067.6 -19963.2 301.661 66.3327
45300 -16142.1 -19998 298.585 82.3626
45400 -16207.7 -20014.2 294.761 -254.428
45500 -16176.1 -20016 297.348 30.8814
45600 -16135.5 -19996.8 299.001 34.0291
45700 -16125.7 -19999.4 299.964 -32.1993
45800 -16191.5 -20022.5 296.654 -3.56523
45900 -16279.1 -20120.4 297.455 10.3492
46000 -16316 -20096.6 292.758 183.484
46100 -16243.5 -20079 297 35.5175
46200 -16176.7 -20025.9 298.061 -58.165
46300 -16161.5 -20022.8 298.999 31.8049
46400 -16175.8 -20026.9 298.22 43.3571
46500 -16226.2 -20073.9 297.952 164.376
46600 -16317.5 -20098.1 292.753 -24.7409
46700 -16297.5 -20112 295.38 -56.9383
46800 -16233.1 -20102.4 299.627 142.459
46900 -16237.6 -20118.8 300.542 117.569
47000 -16292.6 -20146.8 298.459 -91.1363
47100 -16331.6 -20134 294.442 -167.023
47200 -16267.4 -20080.7 295.286 11.3103
47300 -16160.1 -19992.1 296.739 162.612
47400 -16121.2 -19982.8 299.027 32.9015
47500 -16116.2 -19976.5 298.928 317.894
47600 -16139.1 -19958.2 295.734 125.892
47700 -16131.3 -19996.1 299.277 53.4564
47800 -16126.3 -19989.7 299.172 -164.943
47900 -16160.9 -19993.4 296.771 63.3606
48000 -16206.3 -20015.2 294.95 163.262
48100 -16177.3 -20023.3 297.824 128.128
48200 -16108.3 -20016 302.594 153.625
48300 -16162.3 -20043.6 300.552 22.9129
48400 -16261 -20054.4 293.751 214.859
48500 -16234 -20062.1 296.429 383.134
48600 -16172.2 -20024.7 298.327 235.279
48700 -16121 -19976.6 298.569 92.0549
48800 -16063.1 -19940.4 300.245 416.12
48900 -15946.7 -19886.6 305.089 311.889
49000 -15968.8 -19882.6 303.071 114.917
49100 -16056.1 -19954.7 301.894 277.566
49200 -16136.2 -20012.7 300.185 33.7944
49300 -16196.4 -20008.8 295.214 -121.751
49400 -16181.9 -20025 297.594 -12.9624
49500 -16118.2 -19992.8 300.035 227.731
49600 -16049 -19988.9 305.089 209.538
49700 -16138.3 -19999.9 299.025 49.3781
49800 -16214.4 -20007.5 293.719 -190.065
49900 -16159.1 -19989.7 296.628 -147.712
50000 -16090.1 -19960.6 299.712 51.1773
50100 -16086.1 -19984.3 301.863 299.727
50200 -16170.9 -19997.2 296.293 64.8118
50300 -16207 -20042.6 297.015 -261.909
50400 -16211.5 -20080.4 299.587 213.995
50500 -16222.5 -20054.5 296.741 -7.48288
50600 -16195.8 -20031.5 297.026 81.9372
50700 -16103 -19975 299.837 -1.1962
50800 -16044.1 -19938.8 301.595 10.7942
50900 -16090 -19978.4 301.098 158.089
51000 -16174 -19981.4 294.831 -224.274
51100 -16159 -19985.7 296.324 25.1786
51200 -16113.2 -19983.9 299.728 242.505
51300 -16099 -19933.5 296.924 36.1771
51400 -16056.2 -19944 301.056 85.2778
51500 -16019.7 -19951.3 304.451 200.152
51600 -16118.3 -19969.7 298.244 -187.464
51700 -16172.4 -20017 297.715 78.4799
51800 -16182.6 -20001.4 295.718 -6.7055
51900 -16161.4 -20061.7 302.025 182.08
52000 -16213.6 -20060.4 297.876 -37.7828
52100 -16291.2 -20126.8 297.007 19.7156
52200 -16338.1 -20168.1 296.575 -97.9752
52300 -16357.2 -20149.5 293.666 -258.602
52400 -16243.6 -20091.5 297.968 51.1632
52500 -16173.8 -20031.8 298.75 11.4788
52600 -16149.8 -20006.6 298.654 -226.925
52700 -16143.5 -20013.1 299.641 -354.268
52800 -16204.8 -20059.3 298.482 -109.032
52900 -16312.3 -20144.8 296.773 -59.9253
53000 -16327.9 -20103.5 292.37 -89.5278
53100 -16256.1 -20103.7 297.947 61.4857
53200 -16214.5 -20059.1 297.712 -1.14221
53300 -16194 -20046.4 298.322 -82.5497
53400 -16184.8 -20058.2 299.934 -43.4771
53500 -16233.4 -20096.5 299.147 -126.598
53600 -16331 -20087.6 290.896 -322.25
53700 -16267.2 -20088.1 295.876 -288.2
53800 -16197.2 -20059.6 299.088 -39.7399
53900 -16188.4 -20048.6 298.912 -111.514
54000 -16204.3 -20001.6 294.048 -247.528
54100 -16133.8 -20021.9 301.079 -41.8349
54200 -16089.6 -19979.1 301.19 -245.249
54300 -16149.7 -19992.8 297.596 -159.479
54400 -16233.9 -20018.2 293.039 -102.595
54500 -16208.3 -20034.3 296.274 -220.136
54600 -16067.9 -19953.3 300.871 48.2855
54700 -16057.2 -19971.8 303.131 224.779
54800 -16140.6 -19973.7 296.821 75.1939
54900 -16181.2 -20001.4 295.818 -176.733
55000 -16171.8 -20034 299.072 -53.6097
55100 -16164 -20019.4 298.546 132.501
55200 -16165.6 -19991 296.229 -135.823
55300 -16110.5 -19942.6 296.746 -65.2766
55400 -16045.6 -19970.9 303.962 118.857
55500 -16105.8 -19980.4 300.033 9.18769
55600 -16179.6 -20020.4 297.412 -221.107
55700 -16180.1 -20010.9 296.642 -126.898
55800 -16147 -20002.6 298.561 104.191
55900 -16144.4 -20019.8 300.101 139.533
56000 -16245 -20052.3 294.822 -70.837
56100 -16289.9 -20087.3 294.057 55.9773
56200 -16231.5 -20070.7 297.291 161.836
56300 -16164.4 -19994.8 296.612 -13.7131
56400 -16143.7 -20026.5 300.672 -17.5954
56500 -16174.8 -20023 297.99 -190.585
56600 -16200.7 -20027.1 296.303 -222.327
56700 -16188 -20062.7 300.041 211.379
56800 -16196.1 -20057.3 298.998 72.2716
56900 -16250.1 -20089 297.274 -212.236
57000 -16300.8 -20098.7 294.09 -77.3481
57100 -16258.6 -20108.3 298.107 59.9079
57200 -16163.1 -20030.4 299.47 -42.6711
57300 -16103.6 -19985.8 300.622 181.793
57400 -16117 -19983.5 299.408 246.03
57500 -16141.1 -20006.5 299.328 -22.4627
57600 -16184.8 -20036.2 298.234 -36.3293
57700 -16249 -20102.1 298.363 115.732
57800 -16355.3 -20180.1 296.182 151.54
57900 -16386.8 -20181.9 293.878 -208.256
58000 -16343.1 -20156 295.254 -15.7468
58100 -16268.6 -20140.4 299.817 202.572
58200 -16237.5 -20071.7 296.911 14.1733
58300 -16181.8 -20052.1 299.705 -95.4669
58400 -16091 -20023 304.478 -32.3337
58500 -16113.9 -19990.4 300.181 -115.964
58600 -16227.4 -20052.3 296.182 43.4454
58700 -16263.1 -20100.5 297.155 -118.807
58800 -16243.1 -20062.5 295.759 13.714
58900 -16173.7 -20069.1 301.643 353.98
59000 -16152.8 -20048.8 301.688 214.138
59100 -16190.6 -20040.8 298.147 -95.1878
59200 -16263.2 -20108.5 297.765 -21.0641
59300 -16320 -20152.9 296.8 17.3472
59400 -16357.6 -20160.3 294.464 -107.625
