#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_all2	MSD_bulkvisc
 110 4.85088e+10 4.85166e+10 4.87703e+10 4.8755e+10 4.93129e+10 4.86593e+10 4.89091e+10 4.87849e+10 4.87538e+10 8.52316e+10
 120 5.45159e+10 5.45406e+10 5.48215e+10 5.4811e+10 5.54531e+10 5.46915e+10 5.49852e+10 5.48415e+10 5.48056e+10 9.6609e+10
 130 6.09164e+10 6.09616e+10 6.12686e+10 6.12659e+10 6.19906e+10 6.11181e+10 6.14582e+10 6.12945e+10 6.12535e+10 1.08132e+11
 140 6.74319e+10 6.74975e+10 6.78336e+10 6.78382e+10 6.86452e+10 6.76585e+10 6.80473e+10 6.78634e+10 6.78175e+10 1.19661e+11
 150 7.42761e+10 7.43639e+10 7.47301e+10 7.47392e+10 7.56294e+10 7.45251e+10 7.49646e+10 7.47614e+10 7.47106e+10 1.31248e+11
 160 8.12967e+10 8.14077e+10 8.18093e+10 8.18163e+10 8.27903e+10 8.1566e+10 8.20575e+10 8.18363e+10 8.1781e+10 1.42835e+11
 170 8.84839e+10 8.86176e+10 8.90593e+10 8.90581e+10 9.01184e+10 8.87703e+10 8.93156e+10 8.90774e+10 8.90179e+10 1.54423e+11
 180 9.59045e+10 9.60634e+10 9.65508e+10 9.65353e+10 9.7683e+10 9.62084e+10 9.68089e+10 9.65545e+10 9.64909e+10 1.66046e+11
 190 1.03393e+11 1.03577e+11 1.04118e+11 1.04082e+11 1.0532e+11 1.03714e+11 1.04372e+11 1.04102e+11 1.04034e+11 1.77663e+11
 200 1.11131e+11 1.11343e+11 1.11944e+11 1.11882e+11 1.13213e+11 1.11472e+11 1.12189e+11 1.11903e+11 1.11831e+11 1.89347e+11
 210 1.1897e+11 1.19211e+11 1.19879e+11 1.19786e+11 1.21212e+11 1.19333e+11 1.2011e+11 1.19808e+11 1.19732e+11 2.01061e+11
 220 1.27031e+11 1.27303e+11 1.28043e+11 1.27916e+11 1.29439e+11 1.27418e+11 1.28258e+11 1.27938e+11 1.27858e+11 2.12859e+11
 230 1.35289e+11 1.35594e+11 1.3641e+11 1.36246e+11 1.37869e+11 1.35702e+11 1.36606e+11 1.36269e+11 1.36185e+11 2.24745e+11
 240 1.43725e+11 1.44062e+11 1.4496e+11 1.44757e+11 1.46483e+11 1.44162e+11 1.45134e+11 1.4478e+11 1.44692e+11 2.36728e+11
 250 1.52419e+11 1.52788e+11 1.53771e+11 1.53527e+11 1.55358e+11 1.52879e+11 1.53921e+11 1.5355e+11 1.53457e+11 2.48847e+11
 250 1.52378e+11 1.52938e+11 1.5365e+11 1.53576e+11 1.55391e+11 1.52825e+11 1.5393e+11 1.53554e+11 1.5346e+11 2.49414e+11
 500 4.15079e+11 4.16647e+11 4.19881e+11 4.18119e+11 4.23994e+11 4.14117e+11 4.18743e+11 4.18127e+11 4.17973e+11 6.04282e+11
 750 7.44559e+11 7.49419e+11 7.55628e+11 7.52198e+11 7.63238e+11 7.41063e+11 7.52166e+11 7.51247e+11 7.51017e+11 1.05377e+12
 1000 1.12919e+12 1.13506e+12 1.14885e+12 1.1403e+12 1.15786e+12 1.12166e+12 1.13994e+12 1.13905e+12 1.13882e+12 1.57974e+12
 1250 1.55852e+12 1.5643e+12 1.58791e+12 1.57212e+12 1.59591e+12 1.54672e+12 1.57158e+12 1.57105e+12 1.57091e+12 2.1673e+12
 1500 2.02536e+12 2.02954e+12 2.06558e+12 2.04031e+12 2.0699e+12 2.00539e+12 2.03853e+12 2.03918e+12 2.03935e+12 2.80715e+12
 1750 2.52224e+12 2.5249e+12 2.57538e+12 2.53497e+12 2.57363e+12 2.49045e+12 2.53302e+12 2.53615e+12 2.53693e+12 3.49115e+12
 2000 3.04363e+12 3.04414e+12 3.11089e+12 3.05188e+12 3.10279e+12 2.99916e+12 3.05128e+12 3.05725e+12 3.05875e+12 4.21332e+12
 2250 3.58721e+12 3.58289e+12 3.66892e+12 3.58881e+12 3.65395e+12 3.52795e+12 3.59024e+12 3.59935e+12 3.60162e+12 4.97736e+12
 2500 4.14819e+12 4.13981e+12 4.2453e+12 4.14528e+12 4.22417e+12 4.07449e+12 4.14798e+12 4.15989e+12 4.16287e+12 5.77733e+12
 2750 4.72438e+12 4.71097e+12 4.83609e+12 4.71591e+12 4.81328e+12 4.63464e+12 4.72128e+12 4.73562e+12 4.73921e+12 6.60495e+12
 3000 5.31534e+12 5.29443e+12 5.44099e+12 5.30082e+12 5.4198e+12 5.20508e+12 5.30857e+12 5.32524e+12 5.32941e+12 7.45925e+12
 3250 5.91779e+12 5.8888e+12 6.05853e+12 5.89856e+12 6.03944e+12 5.78592e+12 5.90798e+12 5.9268e+12 5.93151e+12 8.33639e+12
 3500 6.52941e+12 6.49113e+12 6.68707e+12 6.50755e+12 6.67162e+12 6.37634e+12 6.5185e+12 6.53878e+12 6.54385e+12 9.23559e+12
 3750 7.15121e+12 7.10316e+12 7.32674e+12 7.12588e+12 7.31633e+12 6.97514e+12 7.13912e+12 7.16095e+12 7.16641e+12 1.01483e+13
 4000 7.78236e+12 7.72349e+12 7.97607e+12 7.75238e+12 7.97107e+12 7.58226e+12 7.76857e+12 7.79206e+12 7.79794e+12 1.10758e+13
 4250 8.42252e+12 8.35325e+12 8.63573e+12 8.38505e+12 8.63549e+12 8.19813e+12 8.40622e+12 8.43193e+12 8.43836e+12 1.20222e+13
 4500 9.06844e+12 8.99046e+12 9.30411e+12 9.02413e+12 9.30633e+12 8.82259e+12 9.05102e+12 9.07901e+12 9.08601e+12 1.29854e+13
 4750 9.71998e+12 9.63317e+12 9.98187e+12 9.66954e+12 9.98433e+12 9.4534e+12 9.70242e+12 9.73279e+12 9.74038e+12 1.39649e+13
 5000 1.0378e+13 1.02815e+13 1.06667e+13 1.03202e+13 1.06673e+13 1.00861e+13 1.03579e+13 1.03915e+13 1.04e+13 1.49595e+13
 5250 1.10421e+13 1.09355e+13 1.13586e+13 1.09739e+13 1.13528e+13 1.07223e+13 1.10163e+13 1.10546e+13 1.10642e+13 1.59695e+13
 5500 1.17107e+13 1.15942e+13 1.20546e+13 1.16324e+13 1.20432e+13 1.13628e+13 1.16795e+13 1.17223e+13 1.1733e+13 1.69926e+13
 5750 1.23841e+13 1.22576e+13 1.27549e+13 1.22939e+13 1.27389e+13 1.20067e+13 1.23465e+13 1.23941e+13 1.2406e+13 1.80249e+13
 6000 1.30621e+13 1.29241e+13 1.34602e+13 1.29598e+13 1.34425e+13 1.26529e+13 1.30184e+13 1.30706e+13 1.30836e+13 1.90648e+13
 6250 1.37432e+13 1.35929e+13 1.41713e+13 1.36264e+13 1.41513e+13 1.33007e+13 1.36928e+13 1.375e+13 1.37643e+13 2.0111e+13
 6250 1.36608e+13 1.32957e+13 1.40968e+13 1.34961e+13 1.40856e+13 1.33516e+13 1.36444e+13 1.36604e+13 1.36644e+13 2.03182e+13
 12500 3.08813e+13 2.96933e+13 3.25224e+13 3.08125e+13 3.24285e+13 3.03711e+13 3.1204e+13 3.11354e+13 3.11182e+13 4.79686e+13
 18750 4.70775e+13 4.62334e+13 5.07441e+13 4.96539e+13 5.03437e+13 4.83168e+13 4.94381e+13 4.88702e+13 4.87282e+13 7.70291e+13
 25000 6.24247e+13 6.28703e+13 6.83869e+13 6.9182e+13 6.81157e+13 6.6043e+13 6.77803e+13 6.64924e+13 6.61704e+13 1.07693e+14
 31250 7.65309e+13 7.99539e+13 8.61456e+13 8.93699e+13 8.50604e+13 8.38915e+13 8.61072e+13 8.40151e+13 8.3492e+13 1.39362e+14
 37500 9.01059e+13 9.75288e+13 1.03903e+14 1.09527e+14 1.01622e+14 1.0026e+14 1.03803e+14 1.01154e+14 1.00491e+14 1.71044e+14
 43750 1.03804e+14 1.15066e+14 1.21906e+14 1.30004e+14 1.17423e+14 1.17692e+14 1.21706e+14 1.18461e+14 1.17649e+14 2.03226e+14
 50000 1.17656e+14 1.34379e+14 1.39832e+14 1.50548e+14 1.32799e+14 1.35195e+14 1.39514e+14 1.35958e+14 1.35068e+14 2.36569e+14
 56250 1.30496e+14 1.52845e+14 1.58235e+14 1.71273e+14 1.47729e+14 1.51948e+14 1.56983e+14 1.53067e+14 1.52088e+14 2.71593e+14
 62500 1.43293e+14 1.71551e+14 1.76879e+14 1.91777e+14 1.62942e+14 1.68404e+14 1.74375e+14 1.70188e+14 1.69141e+14 3.07483e+14
 68750 1.56283e+14 1.90332e+14 1.94907e+14 2.12825e+14 1.79149e+14 1.84917e+14 1.92297e+14 1.87581e+14 1.86402e+14 3.43356e+14
 75000 1.68867e+14 2.09644e+14 2.1229e+14 2.3386e+14 1.95371e+14 2.00808e+14 2.10013e+14 2.04781e+14 2.03473e+14 3.7944e+14
 81250 1.81137e+14 2.29137e+14 2.29034e+14 2.55523e+14 2.12857e+14 2.16397e+14 2.28259e+14 2.22196e+14 2.20681e+14 4.1468e+14
 87500 1.92738e+14 2.48338e+14 2.45834e+14 2.78251e+14 2.30309e+14 2.31593e+14 2.46718e+14 2.39619e+14 2.37844e+14 4.49841e+14
 93750 2.03913e+14 2.67827e+14 2.63127e+14 3.01503e+14 2.46732e+14 2.45564e+14 2.64599e+14 2.56742e+14 2.54778e+14 4.84728e+14
 100000 2.13946e+14 2.86232e+14 2.8047e+14 3.2453e+14 2.63578e+14 2.58851e+14 2.8232e+14 2.73478e+14 2.71268e+14 5.18222e+14
 106250 2.23369e+14 3.04812e+14 2.98534e+14 3.476e+14 2.81514e+14 2.72686e+14 3.006e+14 2.90589e+14 2.88086e+14 5.50823e+14
 112500 2.33569e+14 3.23134e+14 3.17728e+14 3.70878e+14 3.00571e+14 2.86805e+14 3.19418e+14 3.08242e+14 3.05448e+14 5.83383e+14
 118750 2.43508e+14 3.42531e+14 3.37143e+14 3.93936e+14 3.19641e+14 3.00881e+14 3.38153e+14 3.25983e+14 3.2294e+14 6.14739e+14
 125000 2.53677e+14 3.62309e+14 3.55862e+14 4.16422e+14 3.39676e+14 3.14766e+14 3.56955e+14 3.43753e+14 3.40452e+14 6.46206e+14
 131250 2.63313e+14 3.82598e+14 3.75166e+14 4.38047e+14 3.58499e+14 3.28597e+14 3.75047e+14 3.61172e+14 3.57703e+14 6.79171e+14
 137500 2.72412e+14 4.02291e+14 3.93552e+14 4.59519e+14 3.77299e+14 3.43105e+14 3.93308e+14 3.78419e+14 3.74696e+14 7.12441e+14
 143750 2.82116e+14 4.22759e+14 4.12198e+14 4.81027e+14 3.96891e+14 3.5801e+14 4.11976e+14 3.96129e+14 3.92167e+14 7.45502e+14
 150000 2.93075e+14 4.43137e+14 4.31164e+14 5.02598e+14 4.16511e+14 3.73128e+14 4.30746e+14 4.14097e+14 4.09935e+14 7.78963e+14
 156250 3.03871e+14 4.62852e+14 4.50706e+14 5.25755e+14 4.3631e+14 3.88787e+14 4.50284e+14 4.32494e+14 4.28047e+14 8.11475e+14
 156250 2.44546e+14 4.07362e+14 4.82874e+14 4.96154e+14 4.12457e+14 4.50509e+14 4.5304e+14 4.23128e+14 4.1565e+14 9.65392e+14
 312500 5.96066e+14 9.91027e+14 1.05632e+15 9.96787e+14 9.83365e+14 7.79249e+14 9.19801e+14 9.04335e+14 9.00469e+14 1.88246e+15
 468750 1.05933e+15 1.59775e+15 1.57353e+15 1.43656e+15 1.59537e+15 9.53605e+14 1.32851e+15 1.36119e+15 1.36936e+15 2.39979e+15
 625000 1.68677e+15 2.20903e+15 2.06798e+15 1.65538e+15 2.22543e+15 1.17136e+15 1.68406e+15 1.8056e+15 1.83599e+15 2.79311e+15
 781250 2.38076e+15 2.84019e+15 2.51787e+15 1.88995e+15 2.82848e+15 1.55856e+15 2.09233e+15 2.28724e+15 2.33597e+15 3.02529e+15
 937500 3.10392e+15 3.61899e+15 2.92456e+15 2.09561e+15 3.32106e+15 1.77173e+15 2.39613e+15 2.72401e+15 2.80598e+15 3.26661e+15
 1.09375e+06 3.91503e+15 4.6846e+15 3.4636e+15 2.34673e+15 3.74666e+15 2.00864e+15 2.70068e+15 3.22884e+15 3.36088e+15 3.08205e+15
 1.25e+06 4.73855e+15 5.80937e+15 3.92797e+15 2.77243e+15 4.03213e+15 2.24733e+15 3.0173e+15 3.7405e+15 3.9213e+15 3.16933e+15
 1.40625e+06 5.57034e+15 6.82725e+15 4.07455e+15 3.3197e+15 4.22266e+15 2.5933e+15 3.37855e+15 4.22342e+15 4.43463e+15 3.55429e+15
 1.5625e+06 6.42532e+15 7.91142e+15 4.27029e+15 3.78802e+15 4.46062e+15 3.07654e+15 3.77506e+15 4.74597e+15 4.9887e+15 3.47572e+15
 1.71875e+06 7.34915e+15 9.11275e+15 4.36476e+15 4.103e+15 4.74407e+15 3.39965e+15 4.08224e+15 5.22623e+15 5.51223e+15 3.4455e+15
 1.875e+06 8.31691e+15 1.06294e+16 4.83999e+15 4.41209e+15 5.14534e+15 3.38877e+15 4.3154e+15 5.76075e+15 6.12209e+15 3.45174e+15
 2.03125e+06 9.13894e+15 1.2438e+16 5.61973e+15 4.55022e+15 5.47269e+15 3.52616e+15 4.51636e+15 6.33604e+15 6.79097e+15 3.26033e+15
 2.1875e+06 1.00088e+16 1.41922e+16 6.50724e+15 4.60866e+15 5.63819e+15 3.714e+15 4.65362e+15 6.8866e+15 7.44485e+15 3.19857e+15
 2.34375e+06 1.08975e+16 1.5667e+16 7.13584e+15 5.02981e+15 5.79541e+15 3.88857e+15 4.9046e+15 7.43615e+15 8.06903e+15 3.49908e+15
 2.5e+06 1.17507e+16 1.68323e+16 7.37022e+15 5.13436e+15 5.92378e+15 3.78149e+15 4.94655e+15 7.76168e+15 8.46546e+15 4.07657e+15
 2.65625e+06 1.24884e+16 1.81909e+16 7.90889e+15 5.21228e+15 5.88637e+15 3.95437e+15 5.01767e+15 8.1557e+15 8.94021e+15 4.8201e+15
 2.8125e+06 1.32739e+16 1.98006e+16 8.55443e+15 4.83976e+15 5.90137e+15 3.99859e+15 4.91324e+15 8.49847e+15 9.39478e+15 5.42497e+15
 2.96875e+06 1.37499e+16 2.15324e+16 9.228e+15 4.80181e+15 6.00084e+15 4.01963e+15 4.94076e+15 8.89917e+15 9.88877e+15 5.92759e+15
 3.125e+06 1.41405e+16 2.32217e+16 9.97274e+15 4.94079e+15 6.14779e+15 4.01886e+15 5.03581e+15 9.33281e+15 1.04071e+16 6.15978e+15
 3.28125e+06 1.44894e+16 2.45668e+16 1.05688e+16 4.64037e+15 6.01513e+15 3.95976e+15 4.87175e+15 9.53971e+15 1.07067e+16 5.81194e+15
 3.4375e+06 1.47646e+16 2.60954e+16 1.11433e+16 4.44662e+15 5.5711e+15 3.93467e+15 4.6508e+15 9.72424e+15 1.09926e+16 5.85575e+15
 3.59375e+06 1.49798e+16 2.80039e+16 1.20489e+16 4.66616e+15 5.37403e+15 4.25157e+15 4.76392e+15 1.0196e+16 1.15541e+16 5.87396e+15
 3.75e+06 1.50237e+16 2.97958e+16 1.34194e+16 4.97602e+15 4.95219e+15 4.38924e+15 4.77248e+15 1.06287e+16 1.20927e+16 5.79187e+15
 3.90625e+06 1.48185e+16 3.13696e+16 1.48692e+16 5.49622e+15 4.56893e+15 4.39215e+15 4.8191e+15 1.10324e+16 1.25858e+16 6.0911e+15
 3.90625e+06 3.71458e+16 4.77847e+16 1.55577e+16 1.05343e+16 5.10667e+15 3.04292e+15 6.22797e+15 1.71352e+16 1.9862e+16 2.11448e+15
 7.8125e+06 8.59656e+15 1.07221e+17 5.50972e+16 4.09989e+16 1.39854e+16 6.96548e+15 2.06499e+16 3.51785e+16 3.88107e+16 1.23994e+15
