# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P v_Dens
15400 -16222.6 -20059.4 297.107 -234.92 0.875551
15500 -16253.4 -20077.6 296.13 143.172 0.878021
15600 -16242.1 -20088.3 297.838 64.5256 0.879767
15700 -16194.6 -20082.9 301.091 326.463 0.88055
15800 -16139 -20002 299.137 150.757 0.87848
15900 -16086.8 -19966.1 300.402 29.4555 0.874341
16000 -16058.9 -19904.1 297.759 -81.9583 0.870137
16100 -16005.7 -19916.2 302.81 -249.073 0.86687
16200 -15994.2 -19849 298.5 51.7344 0.865372
16300 -16044.5 -19915 299.714 -253.831 0.864503
16400 -16148.3 -19991 297.566 -77.5043 0.865474
16500 -16193.8 -20007.3 295.301 -294.125 0.867766
16600 -16169 -20028.8 298.886 93.5825 0.872147
16700 -16156 -20056.5 302.035 43.2059 0.875986
16800 -16278.2 -20079.5 294.357 45.4833 0.878933
16900 -16296.5 -20087.8 293.584 159.239 0.880722
17000 -16219 -20065.3 297.845 243.187 0.880881
17100 -16166.6 -20041.2 300.037 175.446 0.878896
17200 -16174.1 -20049.2 300.076 -75.3463 0.875651
17300 -16269.1 -20064.6 293.909 -111.787 0.873509
17400 -16355.3 -20135.7 292.742 -3.69656 0.87277
17500 -16317.2 -20153 297.024 36.6516 0.87229
17600 -16188.5 -20058.8 299.704 -53.9642 0.871564
17700 -16159.1 -20013 298.434 -67.642 0.871438
17800 -16139.8 -19998.7 298.823 -73.6216 0.872068
17900 -16146.6 -20039.5 301.456 209.496 0.873075
18000 -16239.4 -20066.1 296.326 40.7723 0.872366
18100 -16287.8 -20086.8 294.18 0.985588 0.870647
18200 -16248.6 -20107.1 298.794 -236.042 0.869576
18300 -16151.6 -20064 302.958 -77.6658 0.870556
18400 -16051.7 -19986.6 304.711 160.277 0.872217
18500 -16098.5 -19960.5 299.054 49.4491 0.872574
18600 -16201.1 -19986.8 293.153 -194.123 0.872655
18700 -16191.1 -20040.4 298.074 130.264 0.874084
18800 -16190.9 -20089.1 301.862 -15.4374 0.874734
18900 -16275.2 -20111.1 297.042 5.29847 0.875003
19000 -16321.6 -20113.9 293.656 -278.589 0.875981
19100 -16286.1 -20132.2 297.831 182.448 0.878977
19200 -16257.4 -20081.4 296.111 -58.2326 0.880756
19300 -16217.4 -20068.9 298.239 241.352 0.882497
19400 -16215 -20077.9 299.132 302.278 0.882313
19500 -16227.3 -20071.2 297.661 64.7526 0.879242
19600 -16239.8 -20106 299.387 -64.2911 0.875537
19700 -16270.6 -20079.4 294.938 85.7548 0.872242
19800 -16226.2 -20064 297.184 -159.012 0.86878
19900 -16107.9 -19946 297.212 -24.36 0.86658
20000 -16028.3 -19909.8 300.564 -43.3188 0.865064
20100 -16019.6 -19893 299.943 -163.641 0.864283
20200 -16082.6 -19921.9 297.304 -93.4661 0.864897
20300 -16159.3 -20000.7 297.469 -220.574 0.86693
20400 -16210 -20055.4 297.775 -106.793 0.870732
20500 -16260.5 -20084 296.073 45.5137 0.874783
20600 -16368.1 -20150.1 292.857 -74.1188 0.878198
20700 -16410.6 -20196.7 293.178 210.058 0.881331
20800 -16335.7 -20178 297.531 116.219 0.882322
20900 -16275.8 -20125.9 298.139 121.839 0.881755
21000 -16262 -20127.4 299.324 109.124 0.880395
21100 -16273.5 -20112.3 297.266 16.7795 0.878417
21200 -16245.4 -20055.8 295.061 -4.04069 0.876493
21300 -16116.4 -20004 301.039 15.9782 0.874815
21400 -16092.3 -19962.2 299.671 -38.4892 0.873229
21500 -16131.7 -20011.5 300.433 -197.662 0.872526
21600 -16227.2 -20062.3 296.972 -233.475 0.873787
21700 -16262.2 -20092.6 296.615 222.044 0.876635
21800 -16249.1 -20091 297.502 176.298 0.877634
21900 -16213.9 -20091.7 300.279 -12.4933 0.876949
22000 -16140.2 -20092 306.012 49.7712 0.876152
22100 -16180.5 -20038.2 298.723 48.4927 0.874949
22200 -16252.2 -20060.1 294.87 48.3573 0.873073
22300 -16240.5 -20057 295.542 -18.8297 0.870925
22400 -16140.2 -20042.4 302.175 -8.35939 0.868796
22500 -16094.4 -19956.4 299.052 -55.6247 0.866743
22600 -16111.5 -20005.8 301.564 -39.3629 0.865378
22700 -16172.9 -20022.3 298.085 -302.757 0.864563
22800 -16206.3 -20025 295.708 -435.955 0.866986
22900 -16192.6 -20060.2 299.495 117.422 0.8731
23000 -16213.6 -20105.9 301.402 241.264 0.877899
23100 -16260.2 -20119 298.805 197.298 0.87984
23200 -16280.1 -20129.4 298.072 -2.98574 0.879816
23300 -16301.9 -20153 298.218 233.901 0.879394
23400 -16351.3 -20160.8 294.994 -86.8071 0.877605
23500 -16411.4 -20216.8 294.673 -14.7702 0.876263
23600 -16407.7 -20187.5 292.691 128.223 0.875175
23700 -16290.9 -20129.6 297.254 113.854 0.873127
23800 -16232.9 -20094.9 299.058 -165.901 0.870445
23900 -16212.1 -20076.4 299.239 -158.249 0.869298
24000 -16225.6 -20071.3 297.799 -175.334 0.870034
24100 -16270.7 -20069.4 294.157 31.3258 0.872079
24200 -16251.1 -20053.6 294.447 120.726 0.87365
24300 -16149.6 -20019.3 299.652 42.396 0.874105
24400 -16129 -20009.2 300.469 -30.5723 0.87417
24500 -16179.4 -20033.5 298.449 -39.3125 0.874603
24600 -16259 -20061.2 294.427 -294.086 0.875648
24700 -16332.9 -20150.1 295.593 -222.945 0.878997
24800 -16436.2 -20220.3 293.021 219.139 0.884083
24900 -16435.2 -20239.9 294.624 190.379 0.887128
25000 -16340.2 -20144.2 294.562 214.582 0.887912
25100 -16263.3 -20116.9 298.405 82.3736 0.88668
25200 -16235.3 -20079.8 297.704 215.002 0.884367
25300 -16195.7 -20061.3 299.337 -17.4906 0.880708
25400 -16150.7 -20012.2 299.022 -277.997 0.87787
25500 -16071.7 -19969.8 301.849 34.8875 0.87748
25600 -16066.1 -20021.3 306.276 202.512 0.877029
25700 -16172.1 -20017.9 297.801 -40.8481 0.874915
25800 -16194.6 -20006.3 295.165 -318.194 0.87353
25900 -16152.4 -20024.1 299.812 -25.2309 0.874885
26000 -16126.8 -20015.1 301.096 197.309 0.876321
26100 -16210.3 -20043.1 296.796 204.283 0.875827
26200 -16282.8 -20045.8 291.393 -327.888 0.873927
26300 -16227.2 -20085.1 298.741 21.2681 0.874349
26400 -16217.2 -20093.8 300.191 -145.442 0.87551
26500 -16257 -20102.5 297.774 94.8721 0.877384
26600 -16286.3 -20112.3 296.268 145.752 0.878594
26700 -16326.3 -20164.7 297.231 63.0373 0.878422
26800 -16376 -20160.8 293.077 -29.0158 0.877632
26900 -16317.4 -20111.4 293.799 -37.6991 0.87703
27000 -16222.9 -20083.6 298.963 -45.0096 0.876805
27100 -16183.1 -20020.8 297.18 135.803 0.876775
27200 -16134 -19991.2 298.687 147.888 0.875709
27300 -16057.5 -19954.4 301.756 -94.6981 0.873479
27400 -16005.2 -19926 303.612 -80.7561 0.871792
27500 -16106.6 -19970.8 299.23 -39.4374 0.870868
27600 -16198.6 -20050.3 298.263 -93.3618 0.870358
27700 -16246.5 -20101.8 298.538 -254.739 0.870851
27800 -16297.4 -20118.9 295.927 -137.882 0.873689
27900 -16312.8 -20115.9 294.504 220.737 0.877763
28000 -16224.1 -20081.9 298.731 514.736 0.879755
28100 -16154 -20050.7 301.747 97.6839 0.877486
28200 -16178.8 -19996.6 295.636 -217.339 0.874026
28300 -16150.9 -19992 297.44 -251.853 0.87273
28400 -16044.9 -19975.1 304.34 133.309 0.873596
28500 -16074.3 -19982.5 302.637 129.455 0.873545
28600 -16138.9 -20010.1 299.772 -2.6256 0.872065
28700 -16181.5 -20019.1 297.166 -252.41 0.870887
28800 -16197.7 -20027.5 296.568 -26.0634 0.871896
28900 -16166.5 -20018.5 298.287 163.82 0.873013
29000 -16072.3 -19934.1 299.041 -103.457 0.87319
29100 -16014.1 -19934.3 303.57 141.718 0.873746
29200 -16079 -19974 301.612 -129.241 0.873455
29300 -16144.4 -19967 296.004 156.16 0.873643
29400 -16134.5 -19974.2 297.335 43.4235 0.873185
29500 -16099.6 -19939 297.308 -13.2089 0.871949
29600 -16012.3 -19879.4 299.453 -20.6914 0.870504
29700 -15946.7 -19854.1 302.572 55.3669 0.869151
29800 -15981.8 -19863.9 300.612 -108.053 0.86734
29900 -16018.2 -19878.9 298.956 -88.7029 0.866104
30000 -16056.1 -19918.7 299.105 -57.4277 0.865472
30100 -16118.2 -19989.5 299.777 -80.3379 0.865333
30200 -16173.7 -19981.2 294.839 -181.402 0.866436
30300 -16154.3 -19983.4 296.513 -250.373 0.870196
30400 -16127.2 -19989.4 299.075 50.7858 0.877097
30500 -16137.8 -20016.8 300.369 455.901 0.883942
30600 -16242.9 -20070.6 296.399 222.416 0.887129
30700 -16286.6 -20101.6 295.419 239.882 0.88757
30800 -16255.2 -20103 297.96 284.337 0.885456
30900 -16222.3 -20071.6 298.082 28.4094 0.881132
31000 -16156.1 -20007.6 298.243 68.2292 0.876518
31100 -16043.7 -19934.4 301.284 -53.2553 0.871892
31200 -16041.9 -19924.3 300.639 -315.312 0.868603
31300 -16107.7 -19937.3 296.547 -208.994 0.868432
31400 -16166.4 -20031.8 299.319 -263.231 0.870632
31500 -16265.4 -20060.7 293.894 -64.7684 0.874631
31600 -16313.1 -20124 295.106 381.987 0.878394
31700 -16304.8 -20136.7 296.73 113.096 0.878733
31800 -16262.7 -20090.1 296.376 -258.98 0.877987
31900 -16187.4 -20043.2 298.579 36.4891 0.879103
32000 -16158 -20068.3 302.795 505.161 0.879627
32100 -16239 -20047 294.881 -63.3851 0.876364
32200 -16254.3 -20021.2 291.7 -378.064 0.8737
32300 -16196.9 -20020.3 296.067 -77.5109 0.874227
32400 -16151.4 -20014.3 299.129 -14.3845 0.876008
32500 -16133.5 -20002.6 299.614 61.7076 0.87775
32600 -16168.2 -20006.3 297.211 -85.1806 0.878831
32700 -16254.9 -20067.7 295.254 -52.0286 0.880793
32800 -16303.4 -20121.2 295.642 193.818 0.882873
32900 -16275.7 -20111.2 297.007 229.219 0.883182
33000 -16155.9 -20032.6 300.196 300.525 0.880921
33100 -16123.5 -19998.9 300.092 -86.4991 0.876317
33200 -16153.7 -20006.1 298.309 28.6434 0.872427
33300 -16224.2 -20032 294.866 -296.186 0.869383
33400 -16245.2 -20030.7 293.135 -123.349 0.868829
33500 -16122.5 -20006.2 300.741 137.189 0.869479
33600 -16099.8 -19985.6 300.901 26.6505 0.869129
33700 -16165.6 -20003.1 297.155 -174.701 0.868923
33800 -16210.3 -20035 296.173 -1.27569 0.869864
33900 -16172.4 -19986.2 295.323 0.176647 0.87094
34000 -16051.6 -19965.1 303.052 34.1382 0.872012
34100 -16058.1 -19909.8 298.26 124.284 0.872332
34200 -16086.4 -19919.7 296.834 -28.5305 0.871849
34300 -16092.7 -19967.5 300.054 -6.97675 0.871395
34400 -16177 -20019.8 297.57 -54.363 0.871383
34500 -16253 -20062.4 294.985 -91.0999 0.871863
34600 -16229.5 -20037.1 294.842 -220.946 0.873339
34700 -16137.2 -19998.9 299.039 50.8067 0.876534
34800 -16110.1 -19964.4 298.463 112.942 0.879454
34900 -16134.8 -20031.1 301.714 86.111 0.881289
35000 -16211.8 -20036.2 296.148 109.884 0.882061
35100 -16238.8 -20105.1 299.39 44.0319 0.881784
35200 -16259.3 -20114.9 298.568 90.8935 0.880871
35300 -16276.6 -20127.4 298.192 290.466 0.879092
35400 -16302.6 -20155.7 298.374 95.3638 0.874956
35500 -16302.2 -20100.6 294.136 -223.555 0.870213
35600 -16249.7 -20053.4 294.541 -288.108 0.867705
35700 -16190.9 -20006.9 295.491 -257.062 0.868283
35800 -16127.7 -20007.3 300.425 -199.802 0.871306
35900 -16130 -19993.7 299.187 75.074 0.875181
36000 -16190 -20030.8 297.413 -0.699428 0.87779
36100 -16300.7 -20054.9 290.712 47.0678 0.879601
36200 -16287.8 -20089.6 294.399 97.1659 0.880338
36300 -16243.1 -20071.9 296.487 32.81 0.880039
36400 -16202.9 -20062.6 298.881 111.748 0.879597
36500 -16168.8 -19996.3 296.384 250.843 0.878059
36600 -16075.2 -19959.9 300.814 -214.6 0.874949
36700 -16020.2 -19926.1 302.459 101.393 0.873239
36800 -16050.2 -19885.6 296.995 -73.1463 0.871232
36900 -16060.7 -19948.9 301.093 -246.585 0.870181
37000 -16113.1 -20004.2 301.315 -39.0607 0.871247
37100 -16173.2 -19987.1 295.335 66.398 0.87286
37200 -16148.2 -19963.3 295.428 2.71167 0.873976
37300 -16092.1 -19947.9 298.578 -25.2175 0.874871
37400 -16064.3 -19914.5 298.14 311.112 0.875722
37500 -16061.4 -19947.1 300.895 -14.0183 0.874205
37600 -16177.3 -19994.3 295.57 -187.33 0.872522
37700 -16234.2 -20018.1 293.005 -54.7931 0.87276
37800 -16153.3 -19985.1 296.725 57.5597 0.873533
37900 -16081.6 -19953.5 299.825 198.07 0.873537
38000 -16075.6 -19956.6 300.532 -143.107 0.872085
38100 -16150.4 -19967.1 295.548 -165.544 0.871549
38200 -16214.3 -20004.8 293.519 -17.738 0.872746
38300 -16156.9 -20020.4 299.176 22.2287 0.874291
38400 -16061 -19952.3 301.326 184.724 0.875375
38500 -16075.3 -19956.1 300.514 7.21882 0.875192
38600 -16163.7 -20009.1 297.78 -310.911 0.875015
38700 -16213.5 -20062 298.015 -155.501 0.877432
38800 -16234 -20092 298.754 145.155 0.881615
38900 -16247.7 -20065.8 295.661 261.193 0.884634
39000 -16210.8 -20074 299.156 318.366 0.885014
39100 -16136.7 -20012.1 300.1 185.062 0.882199
39200 -16029.9 -19938.9 302.703 -179.173 0.877839
39300 -16048.6 -19912.7 299.224 -262.209 0.875316
39400 -16117.2 -19973.2 298.596 247.749 0.874803
39500 -16206.7 -20052.4 297.799 -25.9879 0.8727
39600 -16225.4 -20024.8 294.209 -228.701 0.870781
39700 -16188.6 -20053.4 299.278 -113.288 0.871007
39800 -16168.7 -19978.4 295.015 -214.044 0.872728
39900 -16089 -20000.8 302.91 131.184 0.875936
40000 -16077 -19956.8 300.439 259.538 0.877696
40100 -16198 -19987.4 293.44 -264.681 0.877649
40200 -16207.3 -20019.4 295.194 47.5947 0.87905
40300 -16141.7 -19997.9 298.611 47.4162 0.880164
40400 -16092.6 -19984.2 301.352 -105.22 0.881058
40500 -16141.2 -19989.6 298.002 300.362 0.88215
40600 -16272.9 -20088.6 295.472 -124.555 0.881222
40700 -16270.2 -20072.2 294.412 179.52 0.880615
40800 -16202.6 -20058.7 298.597 5.0391 0.87898
40900 -16146.4 -19977.3 296.651 -53.8559 0.877372
41000 -16086 -19987.7 302.133 225.249 0.876144
41100 -16112.1 -19979.2 299.452 -153.323 0.873618
41200 -16258.2 -20048 293.465 -13.0903 0.872176
41300 -16260.1 -20025.3 291.567 48.2477 0.871271
41400 -16148.4 -19971.7 296.064 -76.2344 0.870182
41500 -16074.4 -19936.8 299.089 -87.1581 0.86986
41600 -16049.3 -19945 301.668 23.0284 0.87035
41700 -16121.2 -20001.1 300.442 -201.933 0.870948
41800 -16201.7 -20007 294.667 -256.963 0.873233
41900 -16187.4 -20027 297.33 217.577 0.877341
42000 -16137.8 -19993.9 298.603 375.537 0.87904
42100 -16061.2 -19931.9 299.732 -174.458 0.877833
42200 -15958.5 -19906.2 305.696 145.723 0.877489
42300 -15993.9 -19872.3 300.333 15.2083 0.876495
42400 -16103.2 -19965.1 299.056 82.4932 0.875095
42500 -16137.4 -19987.6 298.141 -34.5864 0.873148
42600 -16151 -19994 297.587 4.48828 0.871368
42700 -16153.9 -19976.4 296 -21.722 0.869825
42800 -16104.1 -19960.2 298.604 91.2221 0.868497
42900 -16019.3 -19882.8 299.174 68.2447 0.866533
43000 -15972.7 -19866.2 301.498 -43.2007 0.864071
43100 -16025.1 -19899.5 300.018 -62.0463 0.862104
43200 -16150.8 -19932.6 292.85 -118.325 0.860734
43300 -16129.2 -19969 297.346 -353.981 0.860918
43400 -16098.7 -19980.9 300.625 -103.257 0.864036
43500 -16132.3 -19982.5 298.151 -150.09 0.86848
43600 -16206.6 -20001.3 293.841 268.224 0.873536
43700 -16247.8 -20056.5 294.931 366.273 0.875837
43800 -16205.6 -20062.9 298.697 27.0364 0.874885
43900 -16107.4 -19984.7 300.246 -159.868 0.873585
44000 -16088.5 -19997.5 302.694 131.345 0.873374
44100 -16177.3 -20036.9 298.877 -21.5341 0.872258
44200 -16217.6 -20049.7 296.739 -190.184 0.871441
44300 -16212.8 -20055.1 297.534 57.3417 0.8723
44400 -16201.7 -20079.3 300.266 -10.7664 0.873063
44500 -16262 -20107.9 297.813 107.683 0.8736
44600 -16353.9 -20155.2 294.359 -36.3674 0.873202
44700 -16346 -20144.9 294.177 -162.002 0.873244
44800 -16252.2 -20081.9 296.557 -1.25327 0.874512
44900 -16196.9 -20043.6 297.876 109.175 0.875956
45000 -16192.4 -20044.4 298.28 67.3191 0.876653
45100 -16181.8 -20030.8 298.054 -110.301 0.876718
45200 -16136.8 -20014.8 300.301 234.623 0.877328
45300 -16092.4 -20007.4 303.159 -43.2312 0.876346
45400 -16148.5 -19994.2 297.797 -11.1527 0.87524
45500 -16232.5 -20061.6 296.505 -88.6569 0.874544
45600 -16242 -20059.5 295.613 -27.1116 0.87435
45700 -16211 -20103.5 301.417 -80.0094 0.874606
45800 -16254.1 -20086.3 296.749 218.075 0.875367
45900 -16334.2 -20132.5 294.126 -10.5513 0.874629
46000 -16336.4 -20181.7 297.77 115.059 0.87334
46100 -16298.4 -20150.6 298.301 21.0173 0.870955
46200 -16219.6 -20079.4 298.892 -238.74 0.868119
46300 -16143 -20033.4 301.263 -86.4749 0.867164
46400 -16139.4 -19995.4 298.591 -38.7284 0.867312
46500 -16197.7 -20025.5 296.409 -232.22 0.868119
46600 -16282 -20089.8 294.863 -220.024 0.871339
46700 -16284.5 -20105 295.847 347.062 0.876522
46800 -16218.6 -20090.3 299.807 57.8615 0.879242
46900 -16141.8 -20053.3 302.894 86.1443 0.880909
47000 -16169.4 -20056.7 301.011 238.999 0.881928
47100 -16301.6 -20147 297.772 80.5812 0.880923
47200 -16353.5 -20201.4 297.966 -21.0577 0.87899
47300 -16396.7 -20221.2 296.149 11.0908 0.877052
47400 -16396.2 -20212.3 295.51 -100.255 0.874997
47500 -16298.2 -20174.1 300.131 -91.3062 0.873774
47600 -16239.2 -20111.7 299.871 -27.4965 0.873342
47700 -16252.7 -20103.7 298.205 238.33 0.872771
47800 -16271.1 -20074.4 294.517 -257.417 0.870915
47900 -16178.7 -20059.5 300.511 -23.641 0.87052
48000 -16116.2 -19982.6 299.392 -151.538 0.87101
48100 -16103.5 -19991.2 301.051 70.9685 0.872687
48200 -16177.4 -20020.1 297.57 -83.2832 0.87455
48300 -16270.4 -20128.3 298.745 218.018 0.877044
48400 -16303 -20110.9 294.871 184.166 0.878352
48500 -16280.9 -20121.4 297.4 141.087 0.877827
48600 -16237.2 -20074.4 297.145 -200.345 0.875966
48700 -16134.4 -20025 301.273 76.4019 0.874877
