# Time-averaged data for fix PressAve
# TimeStep c_P
100 212.483
200 -126.803
300 -97.7182
400 88.3761
500 199.131
600 -151.409
700 -41.6431
800 28.1232
900 118.852
1000 -29.722
1100 -12.5837
1200 -130.298
1300 240.369
1400 11.8553
1500 -21.4211
1600 91.0405
1700 -18.9695
1800 234.299
1900 65.6854
2000 83.4274
2100 100.578
2200 -190.206
2300 -115.913
2400 185.817
2500 -11.6813
2600 10.6011
2700 9.75438
2800 2.62298
2900 -43.5632
3000 143.865
3100 -139.751
3200 -48.5024
3300 65.9146
3400 47.463
3500 58.0086
3600 25.5313
3700 7.47717
3800 -38.9475
3900 -240.48
4000 -215.581
4100 -79.5564
4200 192.663
4300 -108.287
4400 -25.465
4500 103.72
4600 285.317
4700 206.083
4800 149.184
4900 232.822
5000 274.881
5100 221.013
5200 301.009
5300 442.357
5400 -25.0665
5500 16.8665
5600 181.301
5700 -144.454
5800 -68.4928
5900 48.9332
6000 13.63
6100 9.81934
6200 184.936
6300 38.3459
6400 38.4231
6500 112.142
6600 36.955
6700 -44.8217
6800 178.169
6900 126.612
7000 -19.3135
7100 134.017
7200 -55.3736
7300 -59.8819
7400 -113.739
7500 -578.71
7600 -29.2297
7700 229.62
7800 209.994
7900 32.9124
8000 143.401
8100 147.678
8200 -93.4839
8300 27.1172
8400 296.272
8500 205.165
8600 367.232
8700 96.045
8800 -87.3604
8900 -80.3749
9000 -37.778
9100 -135.483
9200 68.6768
9300 -126.59
9400 86.2976
9500 -94.4628
9600 -64.4386
9700 125.779
9800 -69.2776
9900 18.3142
10000 -233.334
10100 68.1333
10200 96.1509
10300 -55.7959
10400 -57.2547
10500 -135.672
10600 -74.0369
10700 -32.1689
10800 -159.202
10900 -111.871
11000 30.9535
11100 -106.185
11200 -143.659
11300 137.909
11400 57.7401
11500 66.8055
11600 -121.426
11700 -105.802
11800 -0.2845
11900 -102.357
12000 53.8559
12100 -65.813
12200 -240.257
12300 -103.888
12400 110.95
12500 193.93
12600 -65.1154
12700 -95.9131
12800 77.2815
12900 -199.134
13000 -113.742
13100 -50.6808
13200 -76.1386
13300 -322.28
13400 -448.201
13500 -217.573
13600 60.8595
13700 85.6826
13800 -56.5301
13900 105.283
14000 -290.477
14100 -293.991
14200 -52.0348
14300 -34.2844
14400 153.429
14500 -231.808
14600 -71.0696
14700 -255.111
14800 -33.7769
14900 -19.9522
15000 47.5888
15100 340.602
15200 46.1023
15300 -180.211
15400 -14.9626
15500 -106.645
15600 -97.6657
15700 92.838
15800 26.3065
15900 92.4118
16000 93.57
16100 95.8303
16200 161.227
16300 138.995
16400 233.364
16500 -50.9958
16600 -174.473
16700 160.356
16800 225.591
16900 176.755
17000 200.818
17100 56.3995
17200 -50.5114
17300 -218.613
17400 -219.136
17500 -334.383
17600 -165.167
17700 152.039
17800 4.41552
17900 70.4331
18000 172.024
18100 176.214
18200 -91.8156
18300 -112.028
18400 156.273
18500 -103.034
18600 3.754
18700 -19.5037
18800 124.643
18900 151.062
19000 -19.9145
19100 -47.3091
19200 17.2062
19300 -94.0861
19400 -105.356
19500 -107.364
19600 194.708
19700 -146.592
19800 -260.19
19900 -49.4085
20000 -102.595
20100 82.2062
20200 -206.412
20300 91.0581
20400 59.6224
20500 7.77996
20600 -211.631
20700 -276.008
20800 -95.0089
20900 2.74813
21000 -50.7774
21100 104.487
21200 -180.352
21300 -118.559
21400 -285.024
21500 -72.9914
21600 -260.931
21700 86.2347
21800 101.725
21900 -254.364
22000 -236.255
22100 -151.984
22200 68.4802
22300 -158.563
22400 51.4677
22500 -97.9077
22600 -203.846
22700 55.3967
22800 -218.892
22900 -84.0842
23000 63.5041
23100 -62.0345
23200 211.439
23300 114.131
23400 -68.327
23500 -10.3123
23600 -175.763
23700 -53.9182
23800 -114.092
23900 98.852
24000 60.7095
24100 -118.027
24200 -70.0301
24300 65.9864
24400 -15.9276
24500 -143.995
24600 20.6091
24700 1.62925
24800 157.29
24900 -179.239
25000 -259.653
25100 -237.642
25200 -54.2705
25300 -135.259
25400 -299.889
25500 -233.742
25600 -142.666
25700 100.281
25800 336.923
25900 -23.4418
26000 -17.1533
26100 -100.943
26200 -57.0329
26300 229.116
26400 33.6614
26500 59.0937
26600 162.145
26700 154.577
26800 -341.752
26900 -88.297
27000 123.15
27100 100.173
27200 -84.4335
27300 80.9727
27400 -97.7124
27500 -117.433
27600 72.7238
27700 -36.3653
27800 -5.78141
27900 -166.525
28000 -158.063
28100 272.224
28200 356.93
28300 89.667
28400 82.482
28500 150.219
28600 143.972
28700 -42.6505
28800 -122.24
28900 104.619
29000 196.512
29100 170.298
29200 90.003
29300 198.64
29400 67.0001
29500 -38.4463
29600 30.1307
29700 -35.4888
29800 271.591
29900 90.603
30000 199.93
30100 71.8425
30200 69.0127
30300 305.982
30400 49.561
30500 -131.017
30600 -94.1089
30700 60.5729
30800 178.897
30900 71.4894
31000 -134.519
31100 55.7557
31200 71.1139
31300 -135.413
31400 -33.6778
31500 16.7636
31600 158.79
31700 161.333
31800 160.755
31900 25.0917
32000 19.3533
32100 3.70649
32200 -136.295
32300 200.157
32400 140.137
32500 -143.623
32600 -132.649
32700 4.92866
32800 -174.714
32900 144.306
33000 -18.5986
33100 15.9485
33200 43.0775
33300 122.943
33400 -173.413
33500 -26.9176
33600 217.732
33700 -0.81789
33800 -194.838
33900 -48.4553
34000 -234.155
34100 -126.462
34200 -41.5866
34300 -150.31
34400 -10.5404
34500 -84.3176
34600 -156.889
34700 -12.8163
34800 78.8452
34900 356.319
35000 143.414
35100 26.2952
35200 170.682
35300 229.673
35400 220.736
35500 -65.7389
35600 160.155
35700 83.9542
35800 226.255
35900 268.702
36000 -255.296
36100 -66.4159
36200 81.4294
36300 21.3051
36400 -144.125
36500 23.4849
36600 127.869
36700 170.906
36800 153.275
36900 195.827
37000 438.123
37100 121.724
37200 145.911
37300 116.519
37400 181.096
37500 121.383
37600 40.6868
37700 50.6702
37800 319.023
37900 47.9705
38000 42.6406
38100 137.859
38200 217.28
38300 289.74
38400 36.7587
38500 -52.9264
38600 255.126
38700 189.709
38800 -14.8781
38900 247.51
39000 238.237
39100 177.66
39200 110.908
39300 -26.9331
39400 27.1535
39500 179.005
39600 376.333
39700 79.0358
39800 65.7939
39900 77.7875
40000 46.6523
40100 218.984
40200 233.384
40300 140.302
40400 232.815
40500 238.589
40600 28.5825
40700 19.6764
40800 95.7864
40900 -14.7694
41000 66.3814
41100 -157.228
41200 -78.0803
41300 71.8901
41400 13.1212
41500 122.245
41600 -30.6473
41700 57.7381
41800 345.81
41900 -55.6417
42000 -125.863
42100 -27.3032
42200 69.2239
42300 -17.9835
42400 31.0192
42500 191.453
42600 217.12
42700 110.636
42800 75.3393
42900 11.2916
43000 -67.498
43100 -235.32
43200 -86.2231
43300 70.0196
43400 -109.045
43500 152.103
43600 154.279
43700 448.546
43800 -67.0183
43900 4.33047
44000 101.771
44100 142.903
44200 164.244
44300 99.8162
44400 42.4999
44500 46.5021
44600 21.9153
44700 -27.0735
44800 238.036
44900 274.063
45000 28.0394
45100 -2.15871
45200 53.2575
45300 142.183
45400 -99.2183
45500 66.7093
45600 240.268
45700 209.481
45800 -80.1483
45900 -195.059
46000 -122.217
46100 187.136
46200 -54.8716
46300 -150.582
46400 48.9014
46500 -206.4
46600 -258.953
46700 -197.546
46800 -41.8717
46900 -103.201
47000 -209.4
47100 -62.2533
47200 -143.517
47300 -370.909
47400 -250.81
47500 -254.586
47600 140.584
47700 67.5423
47800 -108.388
47900 -300.478
48000 -32.0721
48100 -127.402
48200 -18.8113
48300 44.1438
48400 -251.463
48500 -140.67
48600 210.655
48700 -10.4902
48800 -204.107
48900 -175.194
49000 -33.5826
49100 160.666
49200 -187.089
49300 -101.201
49400 -213.783
49500 -140.283
49600 -184.417
49700 -19.8939
49800 56.7678
49900 82.1032
50000 199.508
50100 -173.765
50200 -456.609
50300 -81.709
50400 -123.607
50500 -323.303
50600 -20.6384
50700 65.8522
50800 -112.415
50900 -335.865
51000 -24.9504
51100 -132.189
51200 -164.373
51300 -131.007
51400 -261.473
51500 -105.134
51600 -376.973
51700 87.4912
51800 -31.7
51900 69.9123
52000 51.5054
52100 166.118
52200 19.2731
52300 -36.8012
52400 -201.032
52500 -232.936
52600 120.275
52700 -163.547
52800 -51.0543
52900 261.482
53000 237.841
53100 12.8331
53200 -181.472
53300 -122.872
53400 98.5576
53500 74.0574
53600 -203.482
53700 -32.8298
53800 -64.666
53900 -173.942
54000 151.155
54100 93.1227
54200 -19.8197
54300 -118.556
54400 115.378
54500 -185.801
54600 -8.22638
54700 90.3124
54800 -96.7051
54900 -201.726
55000 121.483
55100 67.9686
55200 -235.698
55300 136.099
55400 -87.1243
55500 -71.1215
55600 -0.35578
55700 -201.804
55800 79.8762
55900 109.262
56000 188.362
56100 80.8086
56200 -39.1942
56300 38.5763
56400 153.453
56500 141.882
56600 343.604
56700 97.9092
56800 120.432
56900 284.889
57000 172.799
57100 226.563
57200 86.1506
57300 180.908
57400 61.9953
57500 26.8641
57600 7.00785
57700 256.429
57800 155.914
57900 101.62
58000 234.505
58100 192.425
58200 59.1062
58300 97.2262
58400 166.553
58500 413.5
58600 343.361
58700 226.696
58800 149.084
58900 319.293
59000 156.346
59100 87.8525
59200 61.1265
59300 55.6866
59400 23.5217
59500 65.7909
59600 209.617
59700 -8.30628
59800 -78.8129
59900 44.1306
60000 -14.7493
60100 148.63
60200 -4.85011
60300 -123.118
60400 -74.6767
60500 -94.4066
60600 -275.275
60700 -298.181
60800 -64.0288
60900 150.255
61000 -217.708
61100 88.8944
61200 52.1054
61300 -141.053
61400 -82.7419
61500 154.648
61600 65.0184
61700 -122.541
61800 -104.275
61900 -81.218
62000 17.7051
62100 174.317
62200 -8.91999
62300 -145.053
62400 -81.1186
62500 126.371
62600 180.998
62700 64.7638
62800 -80.1796
62900 -164.053
63000 -279.981
63100 141.3
63200 202.191
63300 170.223
63400 117.918
63500 -22.1202
63600 151.234
63700 -36.4469
63800 -117.947
63900 -57.9026
64000 23.0104
64100 -101.92
64200 -54.3156
64300 -153.509
64400 -233.165
64500 -40.4292
64600 -31.3908
64700 -113.67
64800 115.613
64900 153.948
65000 128.308
65100 321.152
65200 100.929
65300 65.3759
65400 45.9849
65500 283.59
65600 -42.0964
65700 -104.61
65800 224.134
65900 82.6753
66000 159.955
66100 254.693
66200 -52.2574
66300 64.6337
66400 112.905
66500 159.269
66600 128.103
66700 -160.161
66800 -116.974
66900 -265.682
67000 122.842
67100 -0.394139
67200 -269.611
67300 -74.4674
67400 161.429
67500 31.6568
67600 -12.6561
67700 223.494
67800 18.0049
67900 -22.4387
68000 -39.1651
68100 -175.603
68200 -147.698
68300 86.3445
68400 121.223
68500 -1.70677
68600 306.56
68700 293.734
68800 56.8324
68900 -231.813
69000 30.407
69100 170.289
69200 157.094
69300 100.783
69400 104.502
69500 156.572
69600 -224.55
69700 -112.637
69800 -8.41215
69900 -159.601
70000 38.0906
70100 -123.336
70200 -152.897
70300 -0.621417
70400 8.30809
70500 -147.027
70600 -194.421
70700 -143.491
70800 124.285
70900 92.159
71000 -91.2856
71100 -103.463
71200 -155.305
