# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P v_Dens
12600 -16016.9 -19900.1 300.7 -153.149 0.878869
12700 -16021.8 -19892.3 299.713 5.55274 0.876994
12800 -16125.1 -19911.5 293.211 -287.76 0.876049
12900 -16166.1 -19972.5 294.751 -70.2672 0.877608
13000 -16122.1 -20005.8 300.739 186.766 0.879367
13100 -16072.2 -19929.6 298.703 -219.82 0.879894
13200 -15968.7 -19857.5 301.138 100.575 0.881898
13300 -15944.9 -19893.6 305.77 306.277 0.882793
13400 -16048.8 -19892.8 297.667 157.116 0.880794
13500 -16076.2 -19909.7 296.856 -233.2 0.877897
13600 -16059.4 -19948.4 301.147 9.12598 0.87677
13700 -16116.9 -20004.6 301.048 2.5526 0.875727
13800 -16219.7 -20063.2 297.63 -121.861 0.874905
13900 -16244.2 -20087.7 297.631 -92.5739 0.875256
14000 -16255 -20061.3 294.752 -98.858 0.876655
14100 -16181.4 -20078 301.735 31.1395 0.878869
14200 -16150.2 -20037.2 300.992 272.975 0.880568
14300 -16230.5 -20052.8 295.984 119.751 0.880155
14400 -16311.3 -20119.2 294.869 49.8716 0.878125
14500 -16297.5 -20090.5 293.714 -231.848 0.875913
14600 -16250.3 -20062.1 295.171 -182.487 0.875863
14700 -16190.7 -20075.6 300.831 50.1059 0.87745
14800 -16184.3 -20037.7 298.389 143.357 0.878723
14900 -16217.2 -20063.1 297.809 54.2618 0.878574
15000 -16298.3 -20117 295.703 -71.4931 0.87787
15100 -16350.1 -20139.3 293.423 -69.4551 0.877901
15200 -16287.1 -20134.5 297.935 -60.1107 0.878617
15300 -16191.1 -20052.4 299.001 -0.262147 0.879944
15400 -16177 -20062.2 300.858 214.209 0.881203
15500 -16226.5 -20071 297.706 6.74832 0.880846
15600 -16254.2 -20081.2 296.349 214.629 0.879634
15700 -16243.7 -20118.5 300.053 183.013 0.876196
15800 -16300 -20075.9 292.387 -252.258 0.871076
15900 -16318.2 -20109.2 293.564 -205.805 0.867878
16000 -16240.6 -20107.1 299.411 110.043 0.866251
16100 -16188.4 -20020.1 296.709 -128.376 0.864067
16200 -16119.7 -20021.8 302.163 -289.459 0.863046
16300 -16132.4 -19992 298.876 -130.461 0.864666
16400 -16246.4 -20038.7 293.66 88.8759 0.867893
16500 -16264.1 -20094.9 296.642 -42.9013 0.870882
16600 -16219.6 -20050.2 296.625 -74.9896 0.874675
16700 -16127.1 -20056.3 304.264 394.661 0.879315
16800 -16150.8 -20029.7 300.37 154.435 0.880745
16900 -16186.9 -20006.7 295.79 -159.998 0.880625
17000 -16162 -19990.7 296.474 -98.4243 0.882166
17100 -16129.5 -20061.6 304.487 327.03 0.884386
17200 -16204.7 -20058 298.386 -124.496 0.884244
17300 -16218.9 -20037.1 295.666 6.77054 0.884566
17400 -16193.4 -20081.3 301.061 344.096 0.884677
17500 -16234.6 -20062.7 296.431 96.5804 0.881724
17600 -16265.7 -20032.1 291.653 -163.374 0.877342
17700 -16147.5 -19995.5 297.975 -278.736 0.874029
17800 -16094.6 -19929.7 296.975 -163.514 0.873375
17900 -16053.3 -19925.9 299.877 120.959 0.874227
18000 -16040.8 -19928.1 301.013 -228.168 0.874503
18100 -16128.4 -19954.8 296.304 -98.6436 0.876659
18200 -16197.5 -20031.6 296.901 214.538 0.88012
18300 -16220.6 -20074.3 298.417 190.214 0.882077
18400 -16226 -20044.6 295.697 50.6171 0.88212
18500 -16200.2 -20054.1 298.433 63.0499 0.881598
18600 -16185.8 -20004.8 295.728 128.987 0.880263
18700 -16140.9 -19992.2 298.228 -26.3114 0.877364
18800 -16108.3 -19983.5 300.078 -292.287 0.874747
18900 -16136.8 -19995.9 298.837 -101.985 0.874443
19000 -16226 -20008.1 292.874 -78.4628 0.875267
19100 -16222.5 -19997.6 292.326 -53.8394 0.877189
19200 -16134.9 -20007.4 299.871 157.617 0.880021
19300 -16133.9 -20024.7 301.287 292.932 0.881248
19400 -16196.3 -20030 296.861 116.047 0.879798
19500 -16225.6 -20025.8 294.266 -211.812 0.877195
19600 -16153.2 -20053 301.986 174.506 0.875575
19700 -16053.1 -19928.1 300.067 -159.364 0.872991
19800 -15975.5 -19888.7 303.023 -151.284 0.871191
19900 -15885.1 -19832.3 305.658 -26.1558 0.870691
20000 -15919.3 -19825.2 302.456 -43.9712 0.870761
20100 -16041.2 -19925.6 300.798 -29.9257 0.871436
20200 -16122.7 -19982.3 298.873 103.373 0.872303
20300 -16169.6 -20000.6 296.661 -35.0071 0.87252
20400 -16173.4 -20014.4 297.432 8.17336 0.872793
20500 -16153.2 -20002.9 298.099 21.6851 0.873053
20600 -16111.2 -20017.9 302.52 -25.2919 0.873321
20700 -16155.7 -20002.4 297.87 25.5544 0.873729
20800 -16216.6 -20018.7 294.426 -12.2693 0.874223
20900 -16178.2 -19973.6 293.9 133.39 0.87478
21000 -16057 -19919.7 299.11 30.3735 0.874185
21100 -16046.1 -19939.6 301.5 -174.306 0.873129
21200 -16107.7 -19927.9 295.823 43.7134 0.873439
21300 -16153.5 -20010.3 298.656 281.743 0.873364
21400 -16215.9 -19996.8 292.784 -228.195 0.871148
21500 -16182.4 -19993.2 295.091 30.8484 0.87024
21600 -16065.3 -19930 299.264 -42.368 0.869597
21700 -16057.9 -19966 302.635 -108.325 0.869145
21800 -16148 -20031.6 300.732 -121.15 0.869853
21900 -16211.9 -20029.2 295.594 60.114 0.871543
22000 -16198.2 -20052.9 298.488 149.75 0.872837
22100 -16169.7 -20007.4 297.178 52.7772 0.872915
22200 -16081 -19949.8 299.584 59.8285 0.872328
22300 -16001.7 -19918.2 303.278 160.442 0.870908
22400 -16045.3 -19914.4 299.609 -377.718 0.868561
22500 -16096.7 -19934.8 297.205 -432.008 0.86937
22600 -16099.4 -19942.1 297.562 -56.0062 0.874311
22700 -16107.6 -19992.9 300.862 175.386 0.880109
22800 -16154.5 -20006.2 298.256 101.315 0.884109
22900 -16160.7 -19969.8 294.962 98.1477 0.886599
23000 -16124.8 -19997 299.853 274.034 0.887719
23100 -16136.9 -20002.5 299.343 193.757 0.886287
23200 -16165.2 -20008.7 297.624 -125.818 0.883464
23300 -16175.9 -20037.4 299.026 98.1217 0.881479
23400 -16191.7 -20060.1 299.56 41.8883 0.879198
23500 -16222.5 -20063 297.395 87.3965 0.876518
23600 -16256.5 -20064.5 294.874 -286.956 0.874001
23700 -16244.7 -20044 294.205 -343.319 0.874192
23800 -16151.9 -20067.2 303.187 74.1127 0.876999
23900 -16169.7 -20020.5 298.193 31.6946 0.87945
24000 -16236 -20089.1 298.368 238.052 0.881031
24100 -16302.3 -20116.1 295.324 51.7807 0.880433
24200 -16311.1 -20111 294.247 -41.1211 0.879317
24300 -16192.7 -20048 298.537 -99.8374 0.878775
24400 -16140 -20038.4 301.876 -46.5979 0.879011
24500 -16192.6 -20017.1 296.159 -60.8321 0.879896
24600 -16221 -20054.7 296.863 60.4159 0.88103
24700 -16201.4 -20065.9 299.252 118.157 0.881588
24800 -16170.6 -20033.7 299.144 75.4877 0.88124
24900 -16149.7 -20013.1 299.17 -185.059 0.880558
25000 -16117.8 -19974.6 298.654 171.704 0.880635
25100 -16083.2 -19977.6 301.564 45.5427 0.87963
25200 -16129.3 -19975.9 297.866 -84.4583 0.878298
25300 -16208 -20019.3 295.131 -183.357 0.877826
25400 -16227.6 -20070.6 297.585 210.41 0.878505
25500 -16242.2 -20027.5 293.114 -160.187 0.878051
25600 -16158.8 -20030 299.765 16.8818 0.87867
25700 -16110.3 -19999.1 301.135 207.325 0.879329
25800 -16158.6 -20027.2 299.571 -44.6608 0.878201
25900 -16230.2 -20028.5 294.12 -307.673 0.877415
26000 -16214.3 -20056.9 297.554 -88.6184 0.879356
26100 -16179.6 -20042.6 299.132 178.018 0.882173
26200 -16103.1 -20003.2 302.011 207.233 0.883576
26300 -16046 -19974.6 304.22 212.511 0.883049
26400 -16129.3 -20021.7 301.409 184.407 0.880245
26500 -16218 -20036.8 295.71 72.3385 0.875344
26600 -16223.9 -20054.2 296.598 -381.023 0.870118
26700 -16170.7 -20012.5 297.495 -73.8448 0.868046
26800 -16080.5 -19957.1 300.193 -178.648 0.867246
26900 -16057.8 -19970.6 302.986 -150.773 0.868327
27000 -16122 -19990.3 299.549 -33.0535 0.870718
27100 -16141.9 -19983.4 297.47 138.71 0.872811
27200 -16141.4 -19991.3 298.114 -104.567 0.873947
27300 -16149.3 -19999 298.108 2.38426 0.875294
27400 -16162.6 -20007.4 297.724 -20.6696 0.876427
27500 -16195.7 -20036.8 297.438 192.087 0.87723
27600 -16245.5 -20062.3 295.56 36.8168 0.876497
27700 -16274.4 -20050 292.369 124.281 0.875313
27800 -16187.6 -20048.6 298.983 98.2603 0.873581
27900 -16122.4 -19996.3 299.984 168.325 0.870928
28000 -16124.2 -19965.8 297.475 -101.391 0.867458
28100 -16119.2 -19972.8 298.411 -325.379 0.865576
28200 -16076.1 -19912.6 297.079 -121.085 0.866707
28300 -15993.6 -19900.5 302.54 101.893 0.868641
28400 -15999.2 -19871.7 299.87 -199.76 0.870018
28500 -16077.1 -19909.9 296.795 54.8474 0.872603
28600 -16140.3 -19965.7 296.224 -13.9032 0.874917
28700 -16150.6 -19983.7 296.815 -41.3397 0.877197
28800 -16088.1 -19987.3 301.935 295.452 0.87916
28900 -16020.8 -19942.9 303.71 162.188 0.878577
29000 -16091.8 -19952.5 298.956 88.8823 0.876315
29100 -16155.9 -19979.2 296.056 -132.133 0.873606
29200 -16162.7 -20014.8 298.288 -121.372 0.872185
29300 -16155.8 -19996 297.369 -17.6677 0.871885
29400 -16099.4 -19951.9 298.325 -68.7692 0.872023
29500 -16024.5 -19916.3 301.366 -10.0043 0.872691
29600 -16028.6 -19922.6 301.536 84.2401 0.873205
29700 -16127.3 -20007.7 300.48 -121.549 0.873363
29800 -16204.5 -20028.6 296.117 2.93641 0.874371
29900 -16203.7 -20054.5 298.191 108.336 0.875431
30000 -16189.3 -20020.4 296.667 81.3482 0.875456
30100 -16102 -19968.1 299.371 -30.6274 0.874775
30200 -16053.4 -19981.9 304.211 12.319 0.874293
30300 -16115.3 -19974.2 298.813 76.6374 0.873433
30400 -16160.3 -20002 297.49 96.0629 0.871909
30500 -16177.3 -20033.5 298.609 -27.7634 0.869723
30600 -16192.3 -20035.5 297.604 -169.373 0.867742
30700 -16207.7 -20050 297.533 -123.46 0.867323
30800 -16234.8 -20085.3 298.166 -33.2365 0.868021
30900 -16287 -20118.9 296.728 -266.41 0.869358
31000 -16323.3 -20158.7 297.001 -206.842 0.87335
31100 -16327.9 -20138.8 295.1 412.654 0.879003
31200 -16261.9 -20147.8 300.908 307.538 0.881095
31300 -16220.6 -20097.1 300.187 128.616 0.87997
31400 -16243.9 -20081.5 297.166 -49.4244 0.877619
31500 -16299.7 -20105.1 294.672 -209.92 0.876252
31600 -16320 -20121.8 294.398 -28.5136 0.876776
31700 -16246.5 -20135.3 301.13 91.7313 0.877599
31800 -16219.5 -20098.6 300.383 250.307 0.877207
31900 -16286.4 -20095 294.917 -261.416 0.875161
32000 -16366 -20142.8 292.461 -72.8824 0.875279
32100 -16325.9 -20170.1 297.679 228.532 0.875974
32200 -16207.3 -20062.7 298.552 -30.2371 0.874935
32300 -16168.8 -20054.8 300.919 -284.848 0.874376
32400 -16210.7 -20069.9 298.841 28.0187 0.875946
32500 -16286.9 -20107 295.812 -26.7913 0.8775
32600 -16326.3 -20156.8 296.624 -115.208 0.879234
32700 -16398.1 -20178.4 292.728 401.685 0.880911
32800 -16409.2 -20186.9 292.531 -73.3555 0.879802
32900 -16306.3 -20142.5 297.059 -168.562 0.878933
33000 -16254.4 -20142.6 301.087 -121.267 0.879838
33100 -16280.8 -20099.4 295.691 171.125 0.881541
33200 -16292.5 -20148.1 298.558 -62.1563 0.882117
33300 -16289.9 -20060.8 292.01 57.8661 0.88287
33400 -16188.8 -20063.1 300.008 72.3496 0.883018
33500 -16150.8 -20005 298.453 125.561 0.882309
33600 -16161.2 -20012.6 298.238 63.6324 0.880834
33700 -16185.9 -20037 298.215 125.452 0.878486
33800 -16249.8 -20054.7 294.641 17.0281 0.875102
33900 -16283.9 -20116.3 296.77 -56.0049 0.871901
34000 -16288.8 -20067.3 292.595 -209.806 0.869439
34100 -16178.1 -20031.1 298.358 -254.643 0.869157
34200 -16142.6 -20019.9 300.241 37.7562 0.871142
34300 -16193.4 -20051.1 298.73 34.8721 0.872808
34400 -16256.2 -20077.1 295.875 -115.742 0.874218
34500 -16273.7 -20121 297.926 220.469 0.876038
34600 -16318.9 -20099.3 292.742 -370.38 0.876862
34700 -16300.7 -20119.7 295.729 4.60926 0.880193
34800 -16223 -20095.2 299.85 430.309 0.883202
34900 -16190.7 -20058.6 299.517 54.3332 0.882499
35000 -16184.5 -20031.1 297.863 -25.2452 0.881072
35100 -16175 -20037.6 299.108 156.084 0.879771
35200 -16190.2 -20044.8 298.487 -23.8394 0.877444
35300 -16218.1 -20020.1 294.413 -169.873 0.875374
35400 -16164.8 -20028.2 299.163 -127.952 0.874911
35500 -16092.2 -19955.3 299.146 46.5597 0.875628
35600 -16033.9 -19928.6 301.591 62.5719 0.875849
35700 -16011.4 -19924.6 303.025 -109.433 0.875824
35800 -16116.4 -19980.5 299.222 163.264 0.876528
35900 -16193.9 -20033.3 297.304 -81.2367 0.876339
36000 -16209.7 -20026.1 295.531 -292.283 0.876713
36100 -16155.6 -19994.8 297.295 88.3689 0.879303
36200 -16085.3 -19962.6 300.243 445.553 0.881103
36300 -16101 -19981.2 300.468 130.643 0.879269
36400 -16166.7 -20010.4 297.641 -74.1893 0.876058
36500 -16227.2 -20046.2 295.733 27.3281 0.873032
36600 -16223.2 -19995.3 292.098 -318.202 0.870336
36700 -16095.5 -19969.2 299.966 81.1644 0.870212
36800 -16063.2 -19951.7 301.116 77.4823 0.869811
36900 -16114.3 -19956.1 297.497 -364.831 0.869076
37000 -16176.4 -20023.2 297.876 -150.318 0.871418
37100 -16246 -20086.3 297.381 92.2004 0.875387
37200 -16288.1 -20088 294.248 131.897 0.878297
37300 -16217.7 -20077.2 298.865 -103.505 0.880104
37400 -16114.6 -20004.5 301.224 179.353 0.882361
37500 -16126 -20005 300.375 374.035 0.882667
37600 -16187.4 -20048.4 298.981 -195.042 0.880199
37700 -16242.9 -20087.3 297.696 -181.914 0.879058
37800 -16258.7 -20088.1 296.531 79.4473 0.879592
37900 -16236.9 -20068.7 296.721 140.487 0.879511
38000 -16202 -20054.3 298.311 -7.91134 0.878187
38100 -16188.2 -20034.7 297.855 -182.945 0.877106
38200 -16181.2 -20074.3 301.469 42.6763 0.877438
38300 -16241.3 -20051.6 295.06 -161.3 0.878018
38400 -16279.4 -20083.5 294.576 94.7112 0.879601
38500 -16238.5 -20071.2 296.791 -67.9911 0.880907
38600 -16140.7 -20003.3 299.099 121.553 0.882191
38700 -16121.6 -20033.4 302.912 57.0605 0.882535
38800 -16186.1 -20033.4 297.922 167.359 0.881867
38900 -16222.2 -20055.2 296.811 -250.007 0.880374
39000 -16226.2 -20070.4 297.684 129.631 0.880687
39100 -16201.3 -20074.3 299.91 -50.2803 0.880236
39200 -16163 -20028.1 299.3 -13.2125 0.879909
39300 -16149.7 -20038 301.099 -44.1712 0.879919
39400 -16200.7 -20047.9 297.913 -75.9008 0.880309
39500 -16283.4 -20123.6 297.375 104.012 0.88141
39600 -16319.3 -20116.2 294.022 48.5953 0.881811
39700 -16266.5 -20115.2 298.027 -44.2686 0.881712
39800 -16144.2 -20011.3 299.46 197.278 0.881665
39900 -16080.8 -19957.1 300.162 -170.183 0.880326
40000 -16118.1 -19983.4 299.318 -63.6982 0.879624
40100 -16190.2 -20038.2 297.971 -24.8504 0.879916
40200 -16254.7 -20085.3 296.623 166.854 0.880352
40300 -16276.1 -20091.3 295.437 73.7486 0.879301
40400 -16183.9 -20044.2 298.932 4.72888 0.877112
40500 -16095.6 -20000.1 302.349 -214.287 0.874717
40600 -16131.7 -19991.8 298.911 -58.7597 0.873894
40700 -16178.6 -19995.5 295.562 90.8805 0.873697
40800 -16163.1 -20000.3 297.141 34.4951 0.872692
40900 -16057.7 -19967.9 302.788 -222.811 0.871183
41000 -16019.5 -19905.9 300.946 -126.475 0.871641
41100 -16077.4 -19955.3 300.288 45.9941 0.873464
41200 -16182.1 -20027.1 297.747 -160.732 0.87541
41300 -16214.7 -20104 301.176 82.299 0.878583
41400 -16285.7 -20145 298.854 56.5279 0.881565
41500 -16340.9 -20152.4 295.146 275.047 0.883735
41600 -16309.5 -20104.3 293.859 284.921 0.88317
41700 -16249 -20100.1 298.21 0.985459 0.880137
41800 -16218.8 -20031.9 295.279 -321.994 0.877019
41900 -16163.4 -20027.3 299.21 -280.452 0.876995
42000 -16138.8 -20006.8 299.52 217.439 0.879215
42100 -16168.2 -20006.3 297.205 -46.2999 0.880237
42200 -16253.3 -20054.3 294.332 245.771 0.880949
42300 -16274.3 -20090.8 295.529 94.4933 0.87968
42400 -16212.7 -20088.8 300.148 -193.956 0.877419
42500 -16159.7 -20027.2 299.485 -67.7404 0.876769
42600 -16089.5 -20008.8 303.492 85.7386 0.876829
42700 -16084.3 -20004.5 303.568 -64.5049 0.876392
42800 -16198.5 -20047 298.012 71.2577 0.87615
42900 -16234.3 -20067.5 296.826 -60.6998 0.875461
43000 -16222.7 -20034.4 295.17 -187.745 0.875415
43100 -16150.3 -20043.9 301.504 140.678 0.876908
43200 -16091.5 -19971 300.414 205.779 0.877524
43300 -16018.4 -19918.7 302.022 -4.22499 0.876045
43400 -15959.7 -19895.8 304.795 -204.391 0.874495
43500 -16037.7 -19931.8 301.541 69.2512 0.874279
43600 -16123 -19966.4 297.616 -267.313 0.874024
43700 -16149.2 -20001.1 298.277 -59.0968 0.875904
43800 -16189.3 -20009.2 295.8 40.9515 0.879366
43900 -16216.2 -20046 296.565 320.843 0.882702
44000 -16256.6 -20124.9 299.549 106.111 0.883959
44100 -16343.2 -20145.5 294.436 35.0313 0.883835
44200 -16343.1 -20153.7 295.077 176.158 0.882796
44300 -16251.4 -20064.2 295.245 -120.78 0.880478
44400 -16165.6 -20020.4 298.502 -175.295 0.878957
44500 -16159.7 -20000.7 297.436 -53.8458 0.878776
44600 -16167.9 -20036 299.536 -34.3169 0.879289
44700 -16217.2 -20059.5 297.534 20.7844 0.880353
44800 -16293.8 -20093.4 294.226 40.1291 0.881191
44900 -16316.8 -20114.3 294.061 156.001 0.881613
45000 -16209.8 -20078.5 299.575 199.338 0.880598
45100 -16149.4 -20025.8 300.177 158.817 0.87745
45200 -16166.5 -20000.6 296.896 -111.473 0.872594
45300 -16159.5 -19974.8 295.446 -377.295 0.868883
45400 -16064.1 -19953.2 301.159 -246.78 0.868999
45500 -16032.7 -19942 302.725 38.4363 0.871406
45600 -16108.3 -19992.8 300.801 215.826 0.873436
45700 -16185.2 -20035.7 298.166 192.456 0.873333
45800 -16188.1 -20005.1 295.573 -18.5495 0.871525
45900 -16149.9 -20015.6 299.349 -56.1192 0.869754
46000 -16128.2 -19995 299.429 -191.764 0.868965
46100 -16134.7 -20000.3 299.338 -42.9686 0.869742
46200 -16185.9 -20009.8 296.112 -122.978 0.870901
46300 -16215.9 -20042.6 296.329 -84.2492 0.873449
46400 -16211.8 -20092.8 300.527 219.807 0.876361
46500 -16273.9 -20087.4 295.3 -187.765 0.877898
46600 -16317.1 -20097.8 292.767 17.8342 0.880738
46700 -16226.4 -20055.9 296.544 283.298 0.883432
46800 -16157 -20010.4 298.393 167.037 0.883609
46900 -16138.4 -19981.5 297.592 -66.972 0.882114
47000 -16110.5 -19984.7 300.002 205.827 0.880814
47100 -16102.8 -19993.2 301.257 276.897 0.877691
47200 -16194.4 -20031.2 297.11 -290.375 0.872584
47300 -16241.5 -20037.5 293.948 -265.597 0.870148
47400 -16181.4 -20002.5 295.894 -145.16 0.870586
47500 -16110 -19991.1 300.534 -58.9626 0.872362
47600 -16117.6 -19991.9 300.004 176.812 0.874263
47700 -16142.1 -19956.3 295.36 74.1863 0.874617
47800 -16110.2 -19943.9 296.867 154.758 0.873681
47900 -16007.5 -19879.7 299.849 -194.186 0.8722
48000 -15943.2 -19880.9 304.922 16.6731 0.872163
48100 -16005.4 -19889.6 300.781 19.1854 0.872239
48200 -16080.3 -19918.5 297.212 -42.3438 0.872271
48300 -16123.2 -19964.4 297.45 161.078 0.872322
48400 -16151.7 -19972.1 295.84 -1.07794 0.87114
48500 -16157.9 -20000.4 297.546 -137.827 0.870211
48600 -16150.7 -19978.2 296.39 -61.9402 0.870495
48700 -16092.2 -19961.4 299.615 -0.227126 0.871535
