#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_all2	MSD_bulkvisc
 500 4.13805e+11 4.27224e+11 4.22165e+11 4.23742e+11 4.18191e+11 4.21301e+11 4.21078e+11 4.21073e+11 4.21071e+11 6.05065e+11
 750 7.40909e+11 7.6782e+11 7.55537e+11 7.61507e+11 7.49758e+11 7.56389e+11 7.55884e+11 7.55433e+11 7.5532e+11 1.05827e+12
 1000 1.11743e+12 1.16057e+12 1.13992e+12 1.1519e+12 1.13648e+12 1.14487e+12 1.14442e+12 1.14237e+12 1.14186e+12 1.58749e+12
 1250 1.53105e+12 1.59327e+12 1.56602e+12 1.58424e+12 1.5685e+12 1.57644e+12 1.57639e+12 1.57122e+12 1.56992e+12 2.17944e+12
 1500 1.97503e+12 2.0617e+12 2.02825e+12 2.05241e+12 2.03702e+12 2.04087e+12 2.04344e+12 2.03473e+12 2.03255e+12 2.8239e+12
 1750 2.44567e+12 2.56195e+12 2.51986e+12 2.55071e+12 2.53694e+12 2.53419e+12 2.54062e+12 2.52803e+12 2.52489e+12 3.50964e+12
 2000 2.93795e+12 3.08795e+12 3.03364e+12 3.0749e+12 3.06367e+12 3.05165e+12 3.0634e+12 3.04598e+12 3.04163e+12 4.23668e+12
 2250 3.44803e+12 3.63662e+12 3.56723e+12 3.62077e+12 3.61333e+12 3.5871e+12 3.60707e+12 3.58449e+12 3.57885e+12 4.99743e+12
 2500 3.97374e+12 4.20573e+12 4.11842e+12 4.18646e+12 4.18236e+12 4.13782e+12 4.16888e+12 4.14105e+12 4.13409e+12 5.79135e+12
 2750 4.51127e+12 4.79288e+12 4.68174e+12 4.7688e+12 4.76853e+12 4.70376e+12 4.74703e+12 4.713e+12 4.70449e+12 6.61344e+12
 3000 5.05552e+12 5.39404e+12 5.25318e+12 5.36628e+12 5.37024e+12 5.28327e+12 5.33993e+12 5.29766e+12 5.28709e+12 7.46062e+12
 3250 5.60835e+12 6.00797e+12 5.83308e+12 5.97749e+12 5.98641e+12 5.87404e+12 5.94598e+12 5.89417e+12 5.88122e+12 8.33091e+12
 3500 6.16911e+12 6.6351e+12 6.42147e+12 6.59761e+12 6.61566e+12 6.47439e+12 6.56255e+12 6.50096e+12 6.48556e+12 9.22323e+12
 3750 6.73706e+12 7.27526e+12 7.01612e+12 7.22529e+12 7.2558e+12 7.08343e+12 7.18817e+12 7.11669e+12 7.09883e+12 1.01355e+13
 4000 7.31159e+12 7.92694e+12 7.6174e+12 7.8596e+12 7.90508e+12 7.69922e+12 7.8213e+12 7.74024e+12 7.71997e+12 1.10662e+13
 4250 7.89242e+12 8.58642e+12 8.22376e+12 8.50034e+12 8.56205e+12 8.31972e+12 8.4607e+12 8.3701e+12 8.34745e+12 1.20112e+13
 4500 8.47931e+12 9.25199e+12 8.83503e+12 9.14653e+12 9.22436e+12 8.9473e+12 9.10606e+12 9.00581e+12 8.98075e+12 1.29703e+13
 4750 9.07026e+12 9.92187e+12 9.45023e+12 9.79557e+12 9.88886e+12 9.58116e+12 9.75519e+12 9.64543e+12 9.61799e+12 1.3943e+13
 5000 9.66521e+12 1.05952e+13 1.00681e+13 1.04447e+13 1.05546e+13 1.02217e+13 1.0407e+13 1.0288e+13 1.02583e+13 1.49319e+13
 5250 1.02654e+13 1.1272e+13 1.06883e+13 1.10954e+13 1.12233e+13 1.08683e+13 1.10623e+13 1.09341e+13 1.09021e+13 1.59327e+13
 5500 1.08691e+13 1.19489e+13 1.13105e+13 1.17474e+13 1.18941e+13 1.15194e+13 1.17203e+13 1.15826e+13 1.15482e+13 1.69468e+13
 5750 1.14745e+13 1.26257e+13 1.19352e+13 1.24016e+13 1.25666e+13 1.21733e+13 1.23805e+13 1.2233e+13 1.21961e+13 1.79733e+13
 6000 1.20809e+13 1.33035e+13 1.25608e+13 1.30594e+13 1.32421e+13 1.2828e+13 1.30432e+13 1.28853e+13 1.28458e+13 1.90102e+13
 6250 1.26877e+13 1.39824e+13 1.31891e+13 1.37192e+13 1.39183e+13 1.34823e+13 1.37066e+13 1.35385e+13 1.34965e+13 2.0057e+13
 6250 1.24598e+13 1.38821e+13 1.32379e+13 1.38514e+13 1.38952e+13 1.36876e+13 1.38114e+13 1.35641e+13 1.35023e+13 1.98445e+13
 12500 2.78773e+13 3.12011e+13 2.93859e+13 3.10011e+13 3.05216e+13 3.02984e+13 3.06071e+13 3.01595e+13 3.00476e+13 4.87093e+13
 18750 4.36725e+13 4.9816e+13 4.55988e+13 4.90393e+13 4.64504e+13 4.67805e+13 4.74234e+13 4.6999e+13 4.68929e+13 8.00174e+13
 25000 6.0675e+13 6.87128e+13 6.23098e+13 6.84598e+13 6.31124e+13 6.33099e+13 6.49607e+13 6.45361e+13 6.44299e+13 1.13039e+14
 31250 7.89205e+13 8.83156e+13 7.95287e+13 8.84912e+13 7.96077e+13 7.91419e+13 8.24136e+13 8.23501e+13 8.23343e+13 1.46443e+14
 37500 9.74219e+13 1.07535e+14 9.63827e+13 1.08243e+14 9.61973e+13 9.44917e+13 9.96441e+13 9.9965e+13 1.00045e+14 1.80347e+14
 43750 1.15902e+14 1.2718e+14 1.12442e+14 1.2786e+14 1.12731e+14 1.10087e+14 1.16893e+14 1.17539e+14 1.177e+14 2.1499e+14
 50000 1.34063e+14 1.4707e+14 1.27862e+14 1.47796e+14 1.28704e+14 1.25855e+14 1.34119e+14 1.35004e+14 1.35225e+14 2.49304e+14
 56250 1.51729e+14 1.67155e+14 1.44252e+14 1.67367e+14 1.4393e+14 1.4128e+14 1.50859e+14 1.52267e+14 1.52619e+14 2.83827e+14
 62500 1.69579e+14 1.88371e+14 1.61581e+14 1.87019e+14 1.58823e+14 1.57841e+14 1.67895e+14 1.70007e+14 1.70536e+14 3.19587e+14
 68750 1.87475e+14 2.09427e+14 1.79425e+14 2.06855e+14 1.74155e+14 1.74798e+14 1.85269e+14 1.88005e+14 1.88689e+14 3.5773e+14
 75000 2.05371e+14 2.30592e+14 1.95981e+14 2.27535e+14 1.89276e+14 1.92091e+14 2.02967e+14 2.0604e+14 2.06808e+14 3.96488e+14
 81250 2.23289e+14 2.51191e+14 2.12102e+14 2.49032e+14 2.04591e+14 2.09654e+14 2.21092e+14 2.242e+14 2.24977e+14 4.34783e+14
 87500 2.40397e+14 2.71384e+14 2.28022e+14 2.72048e+14 2.20016e+14 2.26045e+14 2.3937e+14 2.42262e+14 2.42985e+14 4.74239e+14
 93750 2.57289e+14 2.93551e+14 2.44528e+14 2.95439e+14 2.34643e+14 2.41782e+14 2.57288e+14 2.60422e+14 2.61205e+14 5.13702e+14
 100000 2.73944e+14 3.16082e+14 2.59908e+14 3.19242e+14 2.48724e+14 2.56995e+14 2.74987e+14 2.78317e+14 2.79149e+14 5.51935e+14
 106250 2.9031e+14 3.37463e+14 2.74922e+14 3.42964e+14 2.63156e+14 2.72158e+14 2.92759e+14 2.96015e+14 2.96829e+14 5.89152e+14
 112500 3.07211e+14 3.59017e+14 2.89577e+14 3.66948e+14 2.78165e+14 2.86209e+14 3.10441e+14 3.13705e+14 3.14521e+14 6.27196e+14
 118750 3.22351e+14 3.82108e+14 3.0427e+14 3.92336e+14 2.93454e+14 3.01109e+14 3.28966e+14 3.31877e+14 3.32605e+14 6.64608e+14
 125000 3.3617e+14 4.05421e+14 3.18069e+14 4.18822e+14 3.08902e+14 3.16812e+14 3.48179e+14 3.50195e+14 3.50699e+14 7.00315e+14
 131250 3.49795e+14 4.28606e+14 3.31049e+14 4.4564e+14 3.24176e+14 3.32508e+14 3.67441e+14 3.68391e+14 3.68629e+14 7.36359e+14
 137500 3.63126e+14 4.51009e+14 3.43298e+14 4.73542e+14 3.40508e+14 3.4867e+14 3.87573e+14 3.86868e+14 3.86692e+14 7.74115e+14
 143750 3.76243e+14 4.72796e+14 3.54958e+14 5.02826e+14 3.57469e+14 3.65149e+14 4.08481e+14 4.05622e+14 4.04907e+14 8.14495e+14
 150000 3.88942e+14 4.93543e+14 3.66319e+14 5.32419e+14 3.74442e+14 3.82557e+14 4.29806e+14 4.24391e+14 4.23037e+14 8.55525e+14
 156250 4.01737e+14 5.15277e+14 3.78878e+14 5.6159e+14 3.91526e+14 3.99373e+14 4.5083e+14 4.43283e+14 4.41397e+14 8.98648e+14
 156250 3.88214e+14 4.29357e+14 3.89015e+14 5.12182e+14 4.15205e+14 3.49529e+14 4.25639e+14 4.16261e+14 4.13917e+14 9.17772e+14
 312500 7.45141e+14 9.33538e+14 7.17011e+14 1.22358e+15 8.32659e+14 8.09903e+14 9.55379e+14 8.92653e+14 8.76971e+14 2.22596e+15
 468750 1.05648e+15 1.54681e+15 1.05554e+15 2.15756e+15 1.05341e+15 1.24602e+15 1.48567e+15 1.37924e+15 1.35264e+15 3.66836e+15
 625000 1.35194e+15 2.23929e+15 1.53727e+15 3.217e+15 1.21935e+15 1.66863e+15 2.03499e+15 1.9048e+15 1.87225e+15 5.01366e+15
 781250 1.66568e+15 2.9709e+15 1.99888e+15 4.2922e+15 1.41066e+15 2.06416e+15 2.58901e+15 2.43813e+15 2.40041e+15 6.36246e+15
 937500 1.9871e+15 3.82997e+15 2.57276e+15 5.44354e+15 1.53807e+15 2.41893e+15 3.13351e+15 2.99875e+15 2.96506e+15 7.71151e+15
 1.09375e+06 2.16107e+15 4.72258e+15 3.37178e+15 6.6616e+15 1.71142e+15 2.5987e+15 3.65724e+15 3.56173e+15 3.53786e+15 8.79729e+15
 1.25e+06 2.4302e+15 5.75942e+15 4.08191e+15 7.7635e+15 1.94765e+15 2.90349e+15 4.20488e+15 4.15913e+15 4.14769e+15 9.93734e+15
 1.40625e+06 2.66204e+15 6.95456e+15 4.84454e+15 8.76941e+15 2.08532e+15 3.23741e+15 4.69738e+15 4.74658e+15 4.75888e+15 1.10294e+16
 1.5625e+06 3.02464e+15 8.32462e+15 5.62516e+15 9.61436e+15 2.28409e+15 3.58902e+15 5.16249e+15 5.36075e+15 5.41031e+15 1.2045e+16
 1.71875e+06 3.46355e+15 9.9531e+15 6.3803e+15 1.05667e+16 2.56633e+15 3.83775e+15 5.65692e+15 6.03374e+15 6.12795e+15 1.31661e+16
 1.875e+06 3.91237e+15 1.18068e+16 7.28111e+15 1.159e+16 2.56681e+15 3.87008e+15 6.00895e+15 6.67208e+15 6.83786e+15 1.42839e+16
 2.03125e+06 4.3979e+15 1.36268e+16 8.14156e+15 1.27018e+16 2.54082e+15 3.81376e+15 6.35214e+15 7.30012e+15 7.53712e+15 1.53314e+16
 2.1875e+06 4.73249e+15 1.55672e+16 9.045e+15 1.37029e+16 2.54183e+15 3.62103e+15 6.62193e+15 7.88578e+15 8.20174e+15 1.59256e+16
 2.34375e+06 5.2161e+15 1.7582e+16 9.84997e+15 1.44642e+16 2.64341e+15 3.42125e+15 6.84296e+15 8.45885e+15 8.86283e+15 1.62552e+16
 2.5e+06 5.72475e+15 1.9757e+16 1.05951e+16 1.49542e+16 2.71926e+15 3.19527e+15 6.95626e+15 8.98401e+15 9.49094e+15 1.63408e+16
 2.65625e+06 6.12976e+15 2.19183e+16 1.12645e+16 1.55233e+16 2.789e+15 2.92758e+15 7.07995e+15 9.48965e+15 1.00921e+16 1.59989e+16
 2.8125e+06 6.79357e+15 2.41931e+16 1.19823e+16 1.60398e+16 2.62683e+15 2.67454e+15 7.11373e+15 9.99743e+15 1.07184e+16 1.52573e+16
 2.96875e+06 7.49139e+15 2.67188e+16 1.26645e+16 1.55457e+16 2.40046e+15 2.5076e+15 6.81793e+15 1.03407e+16 1.12214e+16 1.36513e+16
 3.125e+06 8.21464e+15 2.93351e+16 1.33812e+16 1.5115e+16 2.21967e+15 2.40846e+15 6.58103e+15 1.07394e+16 1.1779e+16 1.19125e+16
 3.28125e+06 8.69063e+15 3.20387e+16 1.39917e+16 1.48334e+16 2.36519e+15 2.22625e+15 6.47494e+15 1.11811e+16 1.23577e+16 1.0108e+16
 3.4375e+06 9.53953e+15 3.49201e+16 1.45344e+16 1.47036e+16 2.43923e+15 2.06748e+15 6.40345e+15 1.17079e+16 1.30341e+16 8.31528e+15
 3.59375e+06 1.04864e+16 3.78594e+16 1.49855e+16 1.47615e+16 2.33061e+15 2.1108e+15 6.40097e+15 1.22848e+16 1.37557e+16 6.41039e+15
 3.75e+06 1.14697e+16 4.07871e+16 1.54173e+16 1.49953e+16 2.21331e+15 2.28797e+15 6.49886e+15 1.29225e+16 1.45285e+16 5.15912e+15
 3.90625e+06 1.23441e+16 4.38625e+16 1.60988e+16 1.50926e+16 2.29369e+15 2.66268e+15 6.68299e+15 1.36505e+16 1.53924e+16 4.92139e+15
 3.90625e+06 9.46682e+15 2.27837e+16 8.92316e+15 2.09334e+16 2.44521e+15 6.16593e+15 9.84818e+15 1.13987e+16 1.17864e+16 1.11978e+15
 7.8125e+06 1.12638e+16 8.09533e+16 3.18236e+16 1.43507e+12 1.85092e+14 1.92439e+16 6.47681e+15 2.04248e+16 2.39119e+16 2.31079e+14
