# Time-averaged data for fix TEAve
# TimeStep v_TotEn
100 -16275.5
200 -16271.3
300 -16207
400 -16109.3
500 -16116.4
600 -16201.7
700 -16249.2
800 -16239.8
900 -16202.8
1000 -16218.3
1100 -16287.3
1200 -16334.8
1300 -16242.1
1400 -16199
1500 -16207.5
1600 -16206.9
1700 -16208.8
1800 -16183.9
1900 -16153.5
2000 -16136
2100 -16222.6
2200 -16266.8
2300 -16206.7
2400 -16178.8
2500 -16188.6
2600 -16203
2700 -16180.1
2800 -16098.2
2900 -16095.1
3000 -16177.8
3100 -16193.6
3200 -16216.9
3300 -16338.6
3400 -16344.2
3500 -16263.8
3600 -16210.6
3700 -16169.1
3800 -16166.2
3900 -16278.6
4000 -16313.7
4100 -16256.1
4200 -16187.9
4300 -16138.2
4400 -16157.8
4500 -16278.4
4600 -16294.5
4700 -16205
4800 -16149.8
4900 -16184.6
5000 -16266.3
5100 -16224.8
5200 -16192.9
5300 -16199.3
5400 -16152.2
5500 -16059.8
5600 -16064.1
5700 -16130.9
5800 -16135.3
5900 -16209.6
6000 -16280.4
6100 -16208.1
6200 -16161
6300 -16214.3
6400 -16251.2
6500 -16199.3
6600 -16136.5
6700 -16118.2
6800 -16176.2
6900 -16195.1
7000 -16192.9
7100 -16215.9
7200 -16260.3
7300 -16284.6
7400 -16255.9
7500 -16187.7
7600 -16110.1
7700 -16072.1
7800 -16175.7
7900 -16248.4
8000 -16254.7
8100 -16290.9
8200 -16356.4
8300 -16365.9
8400 -16258.9
8500 -16201
8600 -16194.4
8700 -16178.8
8800 -16174
8900 -16215.9
9000 -16271.6
9100 -16250.5
9200 -16172
9300 -16141.7
9400 -16123.3
9500 -16127.3
9600 -16237
9700 -16302.9
9800 -16282.2
9900 -16222.9
10000 -16142.4
10100 -16092.4
10200 -16142.3
10300 -16255.6
10400 -16291.1
10500 -16258.8
10600 -16180.8
10700 -16225.9
10800 -16303.7
10900 -16291.1
11000 -16270.1
11100 -16213.3
11200 -16158.5
11300 -16204.9
11400 -16323.7
11500 -16346.7
11600 -16301.7
11700 -16234
11800 -16228.8
11900 -16238.8
12000 -16263.4
12100 -16274.5
12200 -16247.4
12300 -16118.5
12400 -16074.5
12500 -16119.3
12600 -16212.2
12700 -16244.4
12800 -16229.6
12900 -16184.5
13000 -16094.9
13100 -16100.1
13200 -16143.3
13300 -16223.3
13400 -16232
13500 -16176.9
13600 -16148.5
13700 -16135.2
13800 -16169.7
13900 -16228.8
14000 -16269.7
14100 -16256
14200 -16156.2
14300 -16092.7
14400 -16080
14500 -16139.1
14600 -16243.2
14700 -16221.9
14800 -16202.3
14900 -16195
15000 -16127.5
15100 -16039
15200 -16019
15300 -16086.9
15400 -16198.1
15500 -16204.8
15600 -16150.9
15700 -16134.8
15800 -16211.9
15900 -16307.6
16000 -16260.1
16100 -16214.5
16200 -16209.9
16300 -16215.2
16400 -16235
16500 -16218.5
16600 -16153.3
16700 -16070.7
16800 -16047
16900 -16091.6
17000 -16114.5
17100 -16123.3
17200 -16131.3
17300 -16146.3
17400 -16222.7
17500 -16303.4
17600 -16328.6
17700 -16279.8
17800 -16155.1
17900 -16131.6
18000 -16129.7
18100 -16143.7
18200 -16123.6
18300 -16121.4
18400 -16184.8
18500 -16276.4
18600 -16290.1
18700 -16255.9
18800 -16140.2
18900 -16107.4
19000 -16110.1
19100 -16170.2
19200 -16228.9
19300 -16159.1
19400 -16103.1
19500 -16118.2
19600 -16130.9
19700 -16216.8
19800 -16292.3
19900 -16303
20000 -16247.9
20100 -16164.5
20200 -16136.1
20300 -16136
20400 -16190.3
20500 -16262.3
20600 -16253.5
20700 -16148.4
20800 -16094.3
20900 -16118.8
21000 -16210.5
21100 -16237.7
21200 -16201.3
21300 -16191.7
21400 -16209.7
21500 -16247.4
21600 -16314
21700 -16366.1
21800 -16299
21900 -16199.9
22000 -16191.4
22100 -16203.4
22200 -16239.8
22300 -16312.4
22400 -16346.9
22500 -16304.1
22600 -16212.6
22700 -16170.8
22800 -16087
22900 -16017.3
23000 -16140.4
23100 -16212.7
23200 -16215.6
23300 -16183.1
23400 -16132.5
23500 -16125.8
23600 -16210.4
23700 -16288
23800 -16282
23900 -16232.3
24000 -16192.2
24100 -16190
24200 -16227.3
24300 -16218.5
24400 -16213.9
24500 -16264.8
24600 -16305.9
24700 -16230.7
24800 -16151.5
24900 -16169.4
25000 -16233.6
25100 -16243.7
25200 -16115.2
25300 -16082.6
25400 -16142.9
25500 -16229.8
25600 -16266.1
25700 -16207.9
25800 -16174.1
25900 -16197.5
26000 -16175.5
