# Time-averaged data for fix PEAve
# TimeStep v_PotEn
100 -20095.4
200 -20103.8
300 -20026.1
400 -19981.5
500 -20028.3
600 -20072.9
700 -20081.9
800 -20070.2
900 -20096.1
1000 -20071.1
1100 -20133.3
1200 -20079.1
1300 -20079.5
1400 -20060
1500 -20049
1600 -20064
1700 -20035.5
1800 -20049.8
1900 -20014.7
2000 -20049.6
2100 -20042.4
2200 -20052
2300 -20053.7
2400 -20042.2
2500 -20047.4
2600 -20032.4
2700 -20025.4
2800 -20005.1
2900 -19986.2
3000 -19979.2
3100 -20052.3
3200 -20067.1
3300 -20107.7
3400 -20130.5
3500 -20092.8
3600 -20043.3
3700 -20027
3800 -20071.9
3900 -20102.6
4000 -20117.1
4100 -20093.3
4200 -20041.5
4300 -20018.8
4400 -20007.4
4500 -20073
4600 -20066.3
4700 -20028.4
4800 -20022.1
4900 -20101.1
5000 -20042
5100 -20066.1
5200 -20064.5
5300 -20029.7
5400 -20009.3
5500 -19966.9
5600 -19952.9
5700 -19934.2
5800 -20014.1
5900 -20020
6000 -20034.5
6100 -20051.2
6200 -20060.2
6300 -20090.5
6400 -20036.4
6500 -20037.9
6600 -19992.4
6700 -20025.3
6800 -20025.1
6900 -20030.2
7000 -20055.7
7100 -20051.5
7200 -20066.4
7300 -20109
7400 -20098.1
7500 -20048
7600 -19976
7700 -19984
7800 -20039.8
7900 -20085.9
8000 -20120.8
8100 -20149.6
8200 -20159.3
8300 -20175.5
8400 -20123.5
8500 -20064.5
8600 -20036.3
8700 -20049.1
8800 -20045.1
8900 -20060.5
9000 -20070.7
9100 -20087.5
9200 -20057.9
9300 -20009.6
9400 -19982.9
9500 -20047.6
9600 -20117.4
9700 -20105.8
9800 -20122.3
9900 -20086.5
10000 -20040.7
10100 -19993.8
10200 -20018.3
10300 -20089.9
10400 -20110.7
10500 -20081.2
10600 -20115
10700 -20081.7
10800 -20090.5
10900 -20127.2
11000 -20098.2
11100 -20068.2
11200 -20050.3
11300 -20058.4
11400 -20141.1
11500 -20163.9
11600 -20123.8
11700 -20114.7
11800 -20088.1
11900 -20105.4
12000 -20102.9
12100 -20119.2
12200 -20076.3
12300 -19990.5
12400 -19958.5
12500 -19987.9
12600 -20054
12700 -20065.2
12800 -20073
12900 -19984.7
13000 -19969.3
13100 -19963.9
13200 -20019.3
13300 -20031.2
13400 -20040.6
13500 -20036.5
13600 -19966.7
13700 -20011.2
13800 -20027.3
13900 -20055.2
14000 -20074
14100 -20071.4
14200 -20009.1
14300 -19959.9
14400 -19948.9
14500 -20024.2
14600 -20034.7
14700 -20079.1
14800 -20055.3
14900 -20035.7
15000 -19970.1
15100 -19914.8
15200 -19898.3
15300 -19972.8
15400 -20027.7
15500 -20021.1
15600 -20031
15700 -20013
15800 -20049.6
15900 -20078.8
16000 -20067
16100 -20073.5
16200 -20065.1
16300 -20064.4
16400 -20052.3
16500 -20053.1
16600 -20002.9
16700 -19936.9
16800 -19939.7
16900 -19930.4
17000 -19980.6
17100 -19966.6
17200 -19982.2
17300 -20008.5
17400 -20047.1
17500 -20127.4
17600 -20156.4
17700 -20099.7
17800 -20035
17900 -19985.3
18000 -19986.9
18100 -19968.5
18200 -19995
18300 -19995
18400 -20042.9
18500 -20094.7
18600 -20132.5
18700 -20057.5
18800 -20001.7
18900 -19952.4
19000 -19988.3
19100 -20017
19200 -19995.6
19300 -20015
19400 -20003.5
19500 -19951.3
19600 -20024.9
19700 -20077.9
19800 -20139.2
19900 -20115.3
20000 -20050.8
20100 -20001.3
20200 -19984.4
20300 -20004.5
20400 -20020
20500 -20056.5
20600 -20076.5
20700 -20015.6
20800 -19974.6
20900 -19998.7
21000 -20014.7
21100 -20040
21200 -20040.6
21300 -20049.5
21400 -20063.2
21500 -20089.8
21600 -20140
21700 -20134.6
21800 -20124.6
21900 -20076.7
22000 -20040.7
22100 -20052.9
22200 -20086
22300 -20130.3
22400 -20150.2
22500 -20164.8
22600 -20097.4
22700 -20000.5
22800 -19989.3
22900 -19983
