# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P
8700 -16322.1 -20128.2 294.725 129.303
8800 -16267.2 -20090.5 296.064 -209.408
8900 -16212.2 -20041.3 296.507 -179.425
9000 -16175.7 -20014.5 297.26 181.634
9100 -16131.1 -19974.3 297.608 60.4963
9200 -16065.9 -19969.9 302.314 61.9332
9300 -16029.4 -19952.8 303.812 -84.905
9400 -16095.8 -19998.5 302.211 -34.0587
9500 -16223.2 -20079.5 298.612 -25.3985
9600 -16262.5 -20069.1 294.767 -117.353
9700 -16217.2 -20085.9 299.582 -149.667
9800 -16183.5 -20054.6 299.762 -232.521
9900 -16195.3 -20068.4 299.919 -16.2292
10000 -16283.7 -20110.5 296.34 8.52619
10100 -16344 -20150.8 294.779 -45.0518
10200 -16301 -20088.7 293.311 -254.469
10300 -16202.3 -20055.7 298.396 -132.363
10400 -16187.7 -20056.5 299.581 79.3145
10500 -16219.4 -20057.6 297.215 204.168
10600 -16260.9 -20090.7 296.561 61.4292
10700 -16331.9 -20153.9 295.965 123.801
10800 -16393.5 -20160.8 291.728 -72.3012
10900 -16309.5 -20113.1 294.538 -103.854
11000 -16221.5 -20080.1 298.792 43.6135
11100 -16223.1 -20105.6 300.65 -13.7264
11200 -16276.6 -20084.8 294.892 127.701
11300 -16265 -20059.1 293.801 98.6024
11400 -16155.6 -20031.6 300.141 61.7353
11500 -16142.3 -20021 300.347 -76.193
11600 -16172.4 -19999.6 296.366 -98.5726
11700 -16171.8 -20017.1 297.771 -263.107
11800 -16145.1 -20044.8 301.974 159.953
11900 -16191.5 -20052.1 298.95 -176.909
12000 -16271.2 -20118.8 297.949 -37.1067
12100 -16326.6 -20150.8 296.132 -44.8412
12200 -16325.3 -20137.6 295.205 -99.7929
12300 -16207.3 -20097.7 301.261 -228.763
12400 -16166.8 -20040.6 299.976 -60.4435
12500 -16167.2 -19989.5 295.98 -163.183
12600 -16149.4 -20032.1 300.662 -196.071
12700 -16228.3 -20057 296.477 -142.23
12800 -16330.9 -20157.8 296.347 98.3371
12900 -16354.4 -20171.2 295.559 80.282
13000 -16292.5 -20081.7 293.422 -1.14147
13100 -16195.6 -20071.7 300.152 78.4703
13200 -16212.1 -20098.2 300.923 -40.7189
13300 -16269.3 -20063.3 293.798 -0.367512
13400 -16236.7 -20033 293.966 15.9374
13500 -16131.5 -20000.4 299.595 -16.7834
13600 -16115.3 -19967 298.256 54.1377
13700 -16120 -19991 299.758 333.342
13800 -16194.7 -20043.8 298.056 92.9262
13900 -16275.2 -20101.9 296.324 -199.476
14000 -16281.2 -20120 297.266 -168.509
14100 -16242.5 -20051.7 294.969 -124.865
14200 -16145.9 -20032.6 300.974 175.064
14300 -16143.7 -20021.9 300.314 199.162
14400 -16183.9 -20038.2 298.459 198.076
14500 -16238.7 -20073.5 296.955 345.302
14600 -16287.5 -20066.5 292.633 114.942
14700 -16213.6 -20101.8 301.091 -87.5168
14800 -16141.6 -19979.4 297.189 73.4833
14900 -16100.3 -19976.7 300.173 23.8726
15000 -16068.5 -19942.4 299.984 180.147
15100 -16063.4 -19945.3 300.602 153.306
15200 -16121 -19930.7 295.011 32.3772
15300 -16141.9 -19984.2 297.533 180.512
15400 -16165.9 -20056.5 301.275 186.092
15500 -16262.7 -20062.2 294.217 106.551
15600 -16262.1 -20072 295.027 -124.258
15700 -16218.1 -20099.5 300.556 -102.119
15800 -16218.7 -20049.7 296.654 209.823
15900 -16201.1 -20032.6 296.698 26.9406
16000 -16194.9 -20052.9 298.749 97.8004
16100 -16194.4 -20012.4 295.649 59.2243
16200 -16135.3 -19969.9 296.936 78.3206
16300 -16043.2 -19933.4 301.244 242.767
16400 -16061.5 -19970.8 302.721 157.947
16500 -16126.8 -19980.6 298.43 85.1753
16600 -16163.8 -20035.5 299.813 82.1199
16700 -16226.1 -20064.7 297.247 113.917
16800 -16253.1 -20054.5 294.365 205.75
16900 -16221.4 -20060.4 297.281 -131.185
17000 -16199.4 -20039.9 297.394 -285.443
17100 -16173.8 -20010.6 297.107 -87.0073
17200 -16108.4 -19979 299.726 -143.853
17300 -16034.8 -19936.3 302.117 145.459
17400 -16003.8 -19879.8 300.136 -58.0811
17500 -15990.9 -19893.4 302.199 96.6097
17600 -16076.5 -19983.6 302.546 131.307
17700 -16181.3 -20030.5 298.063 -180.888
17800 -16225.7 -20051.5 296.251 -305.541
17900 -16232.7 -20061.1 296.451 -135.285
18000 -16175 -20002.6 296.399 -231.295
18100 -16088.5 -19995.2 302.524 62.8375
18200 -16105.2 -19946 297.417 -60.0377
18300 -16138.4 -20016 300.269 -151.151
18400 -16256.2 -20061.1 294.631 -8.27546
18500 -16280.8 -20103.5 296.019 38.9919
18600 -16239.3 -20038.6 294.209 -45.5162
18700 -16153.4 -20011.3 298.741 -74.8683
18800 -16126.3 -19975.9 298.102 136.011
18900 -16117.4 -19974.8 298.699 20.4829
19000 -16145.7 -20002.4 298.652 -64.7417
19100 -16248.1 -20055 294.792 -109.379
19200 -16296.8 -20098.6 294.399 -164.67
19300 -16247.5 -20083 297.009 28.1764
19400 -16150.6 -19989.9 297.304 46.9165
19500 -16128.7 -20017.8 301.156 231.23
19600 -16176.3 -20039.4 299.142 5.36362
19700 -16236.7 -20023.3 293.217 -149.725
19800 -16195.7 -20034.5 297.268 -55.5265
19900 -16132.5 -20033.3 302.068 163.365
20000 -16145 -19982.9 297.192 69.2627
20100 -16141.4 -19991.3 298.122 -6.32098
20200 -16139 -19993 298.434 -41.5209
20300 -16127.8 -19970 297.528 110.094
20400 -16078.4 -19939.4 298.983 -48.6445
20500 -16029.3 -19900.9 299.799 71.3775
20600 -16008.4 -19904.9 301.729 142.733
20700 -16091.7 -19932.5 297.421 -35.9028
20800 -16169.2 -20006.7 297.164 97.7414
20900 -16193.1 -20042.5 298.079 337.347
21000 -16213.6 -20058.4 297.722 110.227
21100 -16259.8 -20015 290.789 142.947
21200 -16222 -20060.9 297.272 106.247
21300 -16139.5 -20003.5 299.212 163.03
21400 -16096.6 -19976.8 300.469 139.285
21500 -16096.6 -19931.5 296.961 -57.5059
21600 -16124.8 -19989.1 299.234 90.2412
21700 -16200 -20008 294.876 -328.525
21800 -16204.7 -19984.5 292.693 -336.34
21900 -16100.7 -19947.6 297.891 -406.961
22000 -16069.3 -19959.3 301.231 209.997
22100 -16126.8 -19998.9 299.842 -72.3148
22200 -16194.5 -20000.7 294.733 120.676
22300 -16193.8 -20060.2 299.396 -177.269
22400 -16195.1 -20012.2 295.577 -210.271
22500 -16164 -20032.1 299.533 -98.3411
22600 -16180.5 -20018.5 297.201 -37.6232
22700 -16301.7 -20098.8 294.029 -362.688
22800 -16308.5 -20085.9 292.507 -352.909
22900 -16209.9 -20083.7 299.965 -156.909
23000 -16185.8 -20052.5 299.423 165.693
23100 -16215.7 -20055.6 297.35 4.01373
23200 -16281.5 -20115.8 296.913 -91.3778
23300 -16364.7 -20147.1 292.901 -52.664
23400 -16343 -20180.9 297.194 -102.399
23500 -16223.6 -20099.8 300.161 13.5021
23600 -16189.3 -20091.3 302.157 21.066
23700 -16244.3 -20124.4 300.461 -75.8871
23800 -16301.5 -20104.4 294.488 -85.6233
23900 -16270.2 -20101.3 296.662 -77.5225
24000 -16203 -20087.5 300.805 128.499
24100 -16158.1 -20018.9 298.968 -145.216
24200 -16058.1 -19994.7 304.83 -5.43721
24300 -16099.8 -19996 301.705 99.2296
24400 -16194.7 -20032.2 297.159 -40.4065
24500 -16224.4 -20067.7 297.612 -88.9962
24600 -16253 -20103.5 298.17 -144.185
24700 -16313.1 -20095.6 292.905 -110.746
24800 -16302.3 -20135.3 296.813 172.86
24900 -16231.7 -20122.6 301.297 215.515
25000 -16197.4 -20033.1 297.019 92.5244
25100 -16143.2 -20067 303.845 229.971
25200 -16185 -20045 298.9 188.705
25300 -16293.9 -20136.1 297.523 114.717
25400 -16328.3 -20156.1 296.41 12.5725
25500 -16299.4 -20105.8 294.756 -73.5501
25600 -16208.1 -20078.3 299.698 78.0711
25700 -16186.8 -20029.3 297.546 56.9416
25800 -16182.3 -20047.7 299.322 315.997
25900 -16213 -20055.6 297.555 41.9945
26000 -16298.4 -20093.4 293.87 73.3613
26100 -16337.2 -20088.2 290.46 137.841
26200 -16225.9 -20084.7 298.809 -121.295
26300 -16188 -20064.9 300.215 -65.5006
26400 -16224 -20058.4 296.926 -45.8522
26500 -16266 -20094.7 296.48 9.51609
26600 -16280.8 -20080.4 294.225 196.517
26700 -16190.7 -20036.5 297.81 193.137
26800 -16105.1 -19985.7 300.499 389.175
26900 -16112.8 -20016.9 302.319 79.6165
27000 -16207.2 -20057.9 298.185 -41.6808
27100 -16226.9 -20049.4 295.996 161.762
27200 -16192.1 -20010.6 295.693 242.685
27300 -16113 -19963.5 298.165 355.718
27400 -16059.8 -19934.6 300.054 341.583
27500 -16089.9 -19990.1 302.011 304.955
27600 -16137.5 -19989.6 298.287 72.427
27700 -16180 -20045.8 299.36 69.8943
27800 -16234.1 -20035.5 294.365 -47.6413
27900 -16190.9 -20052.4 299.017 51.9628
28000 -16081.8 -19991.3 302.738 94.3037
28100 -16091.4 -19964.5 299.916 -105.16
28200 -16149.8 -19962 295.199 -43.5311
28300 -16192.8 -20022.1 296.528 78.7747
28400 -16257.9 -20062.1 294.576 -26.2943
28500 -16277.7 -20082.9 294.659 -206.814
28600 -16204.5 -20051.6 297.898 -177.866
28700 -16139.7 -20026.5 300.979 -96.9189
28800 -16144.9 -19982.8 297.194 -253.582
28900 -16154.9 -20015.3 298.936 -61.4809
29000 -16189.9 -20039 298.061 149.807
29100 -16243.1 -20017.3 292.257 63.017
29200 -16200.3 -20052.3 298.283 190.161
29300 -16136.2 -19996.8 298.947 153.59
29400 -16091.9 -19956.1 299.225 -72.106
29500 -16013.6 -19934.6 303.632 291.481
29600 -15978.4 -19891.5 303.02 204.529
29700 -16063.9 -19886.3 295.992 -31.3083
29800 -16111.5 -19954.5 297.59 34.4116
29900 -16156.6 -19975.3 295.712 43.8111
30000 -16258.4 -20066.9 294.909 52.9471
30100 -16328.1 -20080.9 290.604 36.1368
30200 -16256.9 -20060.8 294.556 13.8978
30300 -16196.7 -20016.9 295.821 119.597
30400 -16137.6 -19976.4 297.264 57.9213
30500 -16068.5 -19949.5 300.533 6.51957
30600 -16078.4 -19970.5 301.39 -73.9629
30700 -16132.1 -19970.6 297.243 34.8374
30800 -16139.7 -19981.8 297.52 -18.2548
30900 -16125.5 -19942.3 295.565 -54.7483
31000 -16038 -19897.4 298.854 -140.226
31100 -15993.2 -19903.5 302.802 53.975
31200 -16034.4 -19888.8 298.465 25.8804
31300 -16071.2 -19926.3 298.529 82.6814
31400 -16126.8 -19949.3 296 -134.975
31500 -16214.3 -20015.8 294.371 -171.948
31600 -16298.9 -20065.9 291.702 163.748
31700 -16259.7 -20098.8 297.28 -64.3558
31800 -16139.7 -19999.6 298.893 131.698
31900 -16107.2 -19982.3 300.074 112.082
32000 -16139.6 -19992.7 298.37 68.1966
32100 -16181.9 -19998.4 295.534 -93.1243
32200 -16213.9 -20072.7 298.812 -133.244
32300 -16292.8 -20085.1 293.658 78.2206
32400 -16299.5 -20124.4 296.185 -32.3322
32500 -16229.5 -20073.4 297.659 196.232
32600 -16146.2 -20031.4 300.86 83.9003
32700 -16153 -20029.6 300.19 66.1961
32800 -16182.6 -20006.3 296.095 66.834
32900 -16178.2 -20049.1 299.749 176.807
33000 -16203.7 -20079.8 300.148 27.8421
33100 -16238.4 -20106.2 299.505 122.999
33200 -16267 -20094.9 296.417 22.2958
33300 -16250.7 -20066.6 295.485 -197.722
33400 -16139.9 -20047.8 302.614 51.5531
33500 -16109 -20003.1 301.542 215.191
33600 -16158.5 -20021.3 299.119 -79.4422
33700 -16192.8 -20027.3 296.93 -78.8387
33800 -16192 -20046.5 298.478 -57.133
33900 -16203.2 -20052 298.04 -215.227
34000 -16205.3 -20066.9 299.021 -177.894
34100 -16224.2 -20063.6 297.304 -27.4609
34200 -16223.3 -20047.1 296.099 146.575
34300 -16140.2 -19998.4 298.761 -33.4535
34400 -16053.7 -19918.6 299.287 87.0814
34500 -16054 -19975.8 303.688 -5.01137
34600 -16132.8 -20009 300.152 -8.79316
34700 -16179 -20020.4 297.456 -180.49
34800 -16188.3 -20032.6 297.688 -43.7907
34900 -16176.5 -20014.2 297.178 -54.9592
35000 -16099.9 -19953.8 298.436 108.055
35100 -16028 -19925.4 301.8 199.821
35200 -16061.8 -19950.4 301.124 320.491
35300 -16156 -19975 295.725 -74.7142
35400 -16167.5 -20012.1 297.716 11.9464
35500 -16168.3 -20015.8 297.934 -88.4923
35600 -16181.2 -20005.7 296.155 -87.9665
35700 -16125.9 -19944.6 295.703 -194.206
35800 -16016.9 -19898.5 300.575 -177.696
35900 -16033.2 -19941 302.604 -82.9155
36000 -16112.1 -19922.5 295.059 -202.034
36100 -16102.8 -19960.3 298.712 8.04207
36200 -16110.3 -19981.7 299.787 115.623
36300 -16215.5 -20020.1 294.608 -58.5188
36400 -16281 -20060.8 292.694 146.724
36500 -16231.1 -19999.7 291.824 36.8734
36600 -16139.4 -19968.4 296.51 -97.9241
36700 -16084.1 -19965.6 300.567 11.236
36800 -16100.6 -19961.7 298.99 -73.6157
36900 -16164.2 -19979.2 295.421 -22.8887
37000 -16225.3 -20051.3 296.274 148.579
37100 -16318.8 -20101.2 292.896 -290.334
37200 -16304.8 -20099.6 293.858 -160.197
37300 -16204.1 -20057.5 298.396 -133.791
37400 -16174.6 -20039.3 299.268 -104.805
37500 -16184.4 -20021 297.096 -43.6241
37600 -16172.3 -20017.3 297.743 -141.27
37700 -16129.5 -20023.2 301.509 -38.0163
37800 -16112.5 -19972.8 298.928 -94.6688
37900 -16124.5 -19980.7 298.606 -98.2403
38000 -16174.4 -20033.6 298.842 -250.751
38100 -16264.4 -20102.4 297.198 -192.983
38200 -16296.1 -20069.1 292.167 -47.0159
38300 -16224.2 -20048.7 296.152 -329.631
38400 -16178.6 -20034.2 298.564 25.3024
38500 -16163.9 -20002.9 297.276 -235.175
38600 -16140.1 -20003.5 299.165 -112.552
38700 -16134.1 -20015.9 300.588 -160.529
38800 -16199.3 -20010.9 295.156 -172.213
38900 -16243.4 -20072.1 296.487 -122.975
39000 -16264.7 -20087.9 296.058 -187.605
39100 -16242.5 -20072.7 296.589 111.445
39200 -16174.9 -20060.8 300.905 -204.448
39300 -16146.9 -20012.7 299.353 -210.779
39400 -16145.6 -20013.8 299.54 -77.6566
39500 -16191.4 -20014.1 296.013 -21.6339
39600 -16245.8 -20049.9 294.579 -266.166
39700 -16233.3 -20066.4 296.818 -14.8175
39800 -16134.4 -19998.5 299.221 5.26006
39900 -16075.3 -19955.3 300.453 -39.7972
40000 -16100.9 -19970.8 299.67 -1.72267
40100 -16145.6 -19964.5 295.72 -203.022
40200 -16140.1 -19985.3 297.76 -10.2658
40300 -16133.2 -19976.4 297.604 -154.67
40400 -16137.2 -20012.9 300.119 47.81
40500 -16177 -20014 297.121 -5.41093
40600 -16222.4 -20004.9 292.901 -135.233
40700 -16156.6 -20000.7 297.674 -18.4887
40800 -16086.7 -19996.6 302.763 115.889
40900 -16139.7 -19975.5 297.033 -238.446
41000 -16181.3 -20011.3 296.575 -363.605
41100 -16165.1 -19991.1 296.273 133.428
41200 -16059.1 -19983.4 303.887 56.0256
41300 -16076.5 -19963.4 300.98 -70.8715
41400 -16153.9 -20008.5 298.488 30.7866
41500 -16189.5 -20026.6 297.135 -184.862
41600 -16187 -20013.7 296.327 -41.9098
41700 -16165 -20027.9 299.122 9.25113
41800 -16166.6 -20023.4 298.653 166.021
41900 -16230.1 -20048.8 295.704 -166.675
42000 -16267.6 -20053.9 293.196 -27.9832
42100 -16195.2 -20040.5 297.768 42.9616
42200 -16121.4 -19959.9 297.238 68.9261
42300 -16077.4 -19956.8 300.399 -49.9321
42400 -16094.9 -19975 300.461 -92.4335
42500 -16147.6 -20025.1 300.261 -20.192
42600 -16188.5 -20046.6 298.759 305.412
42700 -16216.8 -20069.9 298.37 11.5661
42800 -16247.3 -20064.1 295.554 -211.653
42900 -16210.9 -20038.9 296.425 -171.055
43000 -16109.4 -20026.5 303.326 181.746
43100 -16122.4 -20025.1 302.208 219.81
43200 -16193.9 -20043.4 298.093 -58.6437
43300 -16222.9 -20055.5 296.78 0.561749
43400 -16217.4 -20060.2 297.574 50.9555
43500 -16192.6 -20030.2 297.167 -86.0526
43600 -16088.9 -19993.7 302.369 67.6305
43700 -16043.6 -19943.5 301.991 228.466
43800 -16111.8 -20001.9 301.238 -47.3538
43900 -16177.7 -19999.3 295.927 50.1238
44000 -16177.2 -20034.6 298.698 -141.823
44100 -16185.9 -20030 297.668 136.056
44200 -16210.6 -20043.4 296.799 34.1766
44300 -16248.8 -20059 295.043 -61.9164
44400 -16239.6 -20055.3 295.472 14.5682
44500 -16156.8 -20030.8 299.984 84.1725
44600 -16127.9 -20029.5 302.125 120.773
44700 -16206.5 -20029.9 296.07 -78.0044
44800 -16250 -20101.5 298.243 56.1422
44900 -16253.2 -20082.9 296.556 389.395
45000 -16240.5 -20090.9 298.16 36.2416
45100 -16218.3 -20050.5 296.75 89.8455
45200 -16130.7 -20012.9 300.628 86.5652
45300 -16068.1 -19972.3 302.322 -41.2913
45400 -16119 -20001.5 300.646 246.135
45500 -16215.6 -20048.9 296.841 225.634
45600 -16231.7 -20073.9 297.524 267.332
45700 -16222.5 -20058.8 297.064 93.0193
45800 -16178.3 -20050.4 299.84 136.419
45900 -16146.9 -20016.9 299.68 251.625
46000 -16137.9 -20000.1 299.078 68.0492
46100 -16150.4 -19992 297.481 -135.08
46200 -16178.8 -20021 297.525 -47.8252
46300 -16232.1 -20067.6 297.003 18.3538
46400 -16284.6 -20083.8 294.197 -68.3399
46500 -16245.7 -20104.4 298.806 -28.6379
46600 -16150.1 -20017.7 299.496 158.306
46700 -16108.1 -19970.7 299.1 -112.626
46800 -16116 -19988.5 299.87 314.019
46900 -16244.8 -20057.6 295.243 171.415
47000 -16279.4 -20131.7 298.305 -75.139
47100 -16297.4 -20149.2 298.266 233.829
47200 -16329.7 -20123.9 293.811 -1.91955
47300 -16255.6 -20105.8 298.149 125.75
47400 -16154 -20004.7 298.185 235.909
47500 -16114.8 -19973.3 298.786 -49.9737
47600 -16108.7 -19977.3 299.564 -71.1037
47700 -16173.7 -20035.4 299.035 161.579
47800 -16289.7 -20097.4 294.851 -125.805
47900 -16270.3 -20091 295.86 -186.868
48000 -16217.9 -20109.1 301.317 -2.92449
48100 -16231.7 -20065.6 296.885 98.6951
48200 -16289.4 -20086.8 294.059 -40.0603
48300 -16313.5 -20087.1 292.217 -154.035
48400 -16221.5 -20085 299.176 191.701
48500 -16169 -20028.9 298.895 152.933
48600 -16178.1 -20061.1 300.685 -38.5287
48700 -16257 -20050.1 293.726 -63.2207
48800 -16324.3 -20134.2 295.022 74.4354
48900 -16405.1 -20175.4 291.959 -21.0968
49000 -16404.4 -20209.3 294.635 4.84127
49100 -16304.5 -20158.1 298.41 122.726
49200 -16261.6 -20125.2 299.182 261.334
49300 -16251.8 -20092.3 297.394 54.9246
49400 -16233.5 -20107.2 299.961 43.8363
49500 -16259.3 -20083.5 296.135 -40.3432
49600 -16293.2 -20088.8 293.91 6.3025
49700 -16247.2 -20085.1 297.193 -14.1576
49800 -16168.8 -20062.5 301.514 238.034
49900 -16177.3 -20051.2 299.982 50.0126
50000 -16241.7 -20023.6 292.86 -285.281
50100 -16243.5 -20028.1 293.063 -239.819
50200 -16123.4 -19979.2 298.577 -220.588
50300 -16085.4 -19983 301.818 -120.141
50400 -16139.2 -19964.6 296.223 -226.276
50500 -16175.1 -20011.9 297.108 -0.774043
50600 -16202.1 -20016.4 295.364 -117.868
50700 -16187.8 -20033.2 297.773 -94.1705
50800 -16126.9 -19994.9 299.521 -62.103
50900 -16093.2 -19968.6 300.094 -94.9095
51000 -16113.9 -19981.1 299.465 265.569
51100 -16205.6 -20055.7 298.137 -44.5599
51200 -16289.4 -20109.5 295.814 -137.514
51300 -16297.8 -20136 297.213 -210.001
51400 -16255.8 -20071.8 295.496 123.319
51500 -16138.4 -20000.9 299.097 -154.392
51600 -16125.9 -20015.4 301.193 83.2751
51700 -16191.8 -20041.4 298.098 201.208
51800 -16230.4 -20049.4 295.732 -29.9623
51900 -16212.9 -20058.9 297.822 172.551
52000 -16143.4 -20033 301.191 198.297
52100 -16067.3 -19982.6 303.186 -27.8839
52200 -16110.9 -19972.4 299.021 -159.488
52300 -16192.4 -20016.7 296.137 -31.613
52400 -16215.7 -20087.7 299.836 354.214
52500 -16253.8 -20132.5 300.352 304.04
52600 -16274.5 -20089.4 295.409 131.507
52700 -16233.5 -20056.8 296.066 39.4073
52800 -16169.2 -20064 301.603 60.4779
52900 -16190.5 -20067.5 300.22 90.2795
53000 -16215.7 -20055.2 297.322 -16.5402
53100 -16221.5 -20090.4 299.59 194.667
53200 -16265.1 -20106.4 297.456 -192.763
53300 -16317.4 -20102.3 293.089 -123.231
53400 -16289.9 -20141 298.21 132.867
53500 -16208.4 -20119.7 302.882 202.677
53600 -16214.6 -20036.3 295.935 130.861
53700 -16218.5 -20106.7 301.092 255.174
53800 -16295.9 -20116 295.809 -7.6545
53900 -16349.5 -20167.3 295.637 -47.999
54000 -16326.3 -20135.9 295.001 1.23907
54100 -16213.1 -20056.1 297.584 139.828
54200 -16154.2 -20011.4 298.69 49.7676
54300 -16156.9 -20023.7 299.433 -195.238
54400 -16203.8 -20048.7 297.738 28.1745
54500 -16297.2 -20087.5 293.507 70.8473
54600 -16328 -20118.9 293.551 -3.5425
54700 -16206 -20050.9 297.73 -83.1227
54800 -16152.4 -20055.4 302.228 -184.253
54900 -16203.9 -20031.9 296.428 38.985
55000 -16239.5 -20069.6 296.59 -18.6441
55100 -16230.6 -20045.6 295.418 165.729
55200 -16147.2 -20044.4 301.788 217.741
55300 -16125.8 -20005.3 300.415 172.134
55400 -16206.5 -20073.6 299.453 200.884
55500 -16299.2 -20098 294.163 -114.191
55600 -16258.1 -20070.1 295.189 14.0199
55700 -16182.9 -20059 300.156 -21.8372
55800 -16176.7 -20056.4 300.427 72.847
55900 -16247.9 -20090 297.513 -54.9438
56000 -16331.8 -20127.5 293.926 -69.4045
56100 -16325.7 -20160.8 296.979 152.894
56200 -16314.6 -20123.8 294.975 121.288
56300 -16248.1 -20075 296.345 -26.7954
56400 -16184.7 -20070.4 300.893 -17.9604
56500 -16215.2 -20101.8 300.963 72.124
56600 -16274.2 -20069.1 293.865 -5.94827
56700 -16251 -20074.2 296.06 2.53324
56800 -16214.1 -20033.9 295.793 -166.945
56900 -16159.6 -20030.3 299.732 -56.4398
57000 -16156.6 -20024.3 299.494 -64.8689
57100 -16235.3 -20068.9 296.862 283.933
57200 -16360.9 -20135.9 292.321 64.1525
57300 -16326.7 -20107.1 292.735 77.9898
57400 -16234.7 -20077.4 297.562 260.928
57500 -16177.6 -20004.9 296.372 126.433
57600 -16125.1 -20014.8 301.205 330.83
57700 -16138.9 -19992.7 298.423 4.69174
57800 -16233.3 -20037.4 294.573 -117.638
57900 -16300.6 -20128.2 296.399 -33.5707
58000 -16301 -20141.3 297.379 54.8055
58100 -16255.5 -20115.5 298.907 237.299
58200 -16150.1 -20013.3 299.147 32.2399
58300 -16105.9 -20028.7 303.766 8.54538
58400 -16184.6 -20071.3 300.974 -122.548
58500 -16253.5 -20105.9 298.316 62.8157
58600 -16276.4 -20098.8 295.993 55.189
58700 -16248.2 -20094.2 297.824 -95.3299
58800 -16165.1 -20057.7 301.427 -89.2749
58900 -16102 -19982.8 300.519 -11.7878
59000 -16035.7 -19965.7 304.326 79.1095
