#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_all2	MSD_bulkvisc
 2750 4.89508e+12 4.91103e+12 4.70743e+12 4.68483e+12 4.80344e+12 4.80691e+12 4.76506e+12 4.79417e+12 4.80145e+12 6.66153e+12
 3000 5.49726e+12 5.52753e+12 5.28727e+12 5.2499e+12 5.39955e+12 5.40894e+12 5.35279e+12 5.38662e+12 5.39507e+12 7.52521e+12
 3250 6.10926e+12 6.15544e+12 5.87986e+12 5.82301e+12 6.00851e+12 6.02296e+12 5.95149e+12 5.99017e+12 5.99984e+12 8.41446e+12
 3500 6.73041e+12 6.79421e+12 6.48343e+12 6.40234e+12 6.62788e+12 6.64889e+12 6.5597e+12 6.60356e+12 6.61453e+12 9.32496e+12
 3750 7.3593e+12 7.44053e+12 7.09735e+12 6.98641e+12 7.25804e+12 7.28418e+12 7.17621e+12 7.22535e+12 7.23763e+12 1.02548e+13
 4000 7.99586e+12 8.09356e+12 7.72088e+12 7.57659e+12 7.89723e+12 7.92788e+12 7.80057e+12 7.85505e+12 7.86867e+12 1.12036e+13
 4250 8.64091e+12 8.75359e+12 8.35184e+12 8.17282e+12 8.54527e+12 8.57885e+12 8.43231e+12 8.49223e+12 8.50721e+12 1.21715e+13
 4500 9.29319e+12 9.41972e+12 8.98802e+12 8.77128e+12 9.2001e+12 9.23701e+12 9.06947e+12 9.13514e+12 9.15156e+12 1.31523e+13
 4750 9.95292e+12 1.00935e+13 9.62908e+12 9.37355e+12 9.86207e+12 9.90006e+12 9.71189e+12 9.78387e+12 9.80187e+12 1.41467e+13
 5000 1.0621e+13 1.07737e+13 1.0276e+13 9.97936e+12 1.05283e+13 1.05657e+13 1.03578e+13 1.04374e+13 1.04574e+13 1.51537e+13
 5250 1.12958e+13 1.14599e+13 1.09294e+13 1.05892e+13 1.11976e+13 1.12345e+13 1.10071e+13 1.10956e+13 1.11177e+13 1.6174e+13
 5500 1.19757e+13 1.2154e+13 1.15889e+13 1.11993e+13 1.18708e+13 1.19079e+13 1.16593e+13 1.17581e+13 1.17828e+13 1.7207e+13
 5750 1.26631e+13 1.28558e+13 1.22553e+13 1.1808e+13 1.25458e+13 1.25848e+13 1.23129e+13 1.24243e+13 1.24522e+13 1.8252e+13
 6000 1.3357e+13 1.35651e+13 1.29277e+13 1.24182e+13 1.32213e+13 1.32648e+13 1.29681e+13 1.30942e+13 1.31257e+13 1.93057e+13
 6250 1.40566e+13 1.42804e+13 1.36066e+13 1.30314e+13 1.38984e+13 1.39476e+13 1.36258e+13 1.3768e+13 1.38035e+13 2.03702e+13
 6250 1.36637e+13 1.44496e+13 1.33594e+13 1.30102e+13 1.36393e+13 1.34769e+13 1.33755e+13 1.3555e+13 1.35999e+13 2.01194e+13
 12500 3.24462e+13 3.38155e+13 3.17545e+13 2.86004e+13 3.08557e+13 3.09225e+13 3.01262e+13 3.11445e+13 3.13991e+13 4.8733e+13
 18750 5.16232e+13 5.36866e+13 5.05547e+13 4.44496e+13 4.82428e+13 4.86723e+13 4.71216e+13 4.90549e+13 4.95382e+13 7.87913e+13
 25000 7.08605e+13 7.35527e+13 6.90075e+13 6.08267e+13 6.61496e+13 6.54033e+13 6.41265e+13 6.6932e+13 6.76334e+13 1.10619e+14
 31250 9.0465e+13 9.31971e+13 8.76063e+13 7.75837e+13 8.33066e+13 8.27427e+13 8.1211e+13 8.48957e+13 8.58169e+13 1.43995e+14
 37500 1.09286e+14 1.12412e+14 1.055e+14 9.29785e+13 1.00188e+14 1.0085e+14 9.80056e+13 1.0243e+14 1.03536e+14 1.78893e+14
 43750 1.28113e+14 1.31246e+14 1.23484e+14 1.06228e+14 1.16957e+14 1.19298e+14 1.14161e+14 1.19542e+14 1.20888e+14 2.15621e+14
 50000 1.47639e+14 1.50793e+14 1.41577e+14 1.195e+14 1.34229e+14 1.37935e+14 1.30555e+14 1.37001e+14 1.38612e+14 2.54508e+14
 56250 1.67013e+14 1.70431e+14 1.60867e+14 1.32116e+14 1.51566e+14 1.57269e+14 1.46984e+14 1.54632e+14 1.56544e+14 2.95248e+14
 62500 1.8598e+14 1.8944e+14 1.81084e+14 1.44514e+14 1.68986e+14 1.76899e+14 1.63466e+14 1.7228e+14 1.74484e+14 3.35865e+14
 68750 2.04507e+14 2.07131e+14 2.02837e+14 1.57301e+14 1.86683e+14 1.9609e+14 1.80025e+14 1.89945e+14 1.92425e+14 3.7518e+14
 75000 2.23023e+14 2.2408e+14 2.25068e+14 1.70477e+14 2.04814e+14 2.15374e+14 1.96888e+14 2.07756e+14 2.10473e+14 4.13734e+14
 81250 2.41978e+14 2.40655e+14 2.46854e+14 1.84282e+14 2.23617e+14 2.34681e+14 2.14193e+14 2.25781e+14 2.28678e+14 4.50488e+14
 87500 2.60298e+14 2.57344e+14 2.6722e+14 1.97989e+14 2.428e+14 2.53863e+14 2.31551e+14 2.43579e+14 2.46586e+14 4.87448e+14
 93750 2.78944e+14 2.73584e+14 2.86591e+14 2.11668e+14 2.63018e+14 2.73754e+14 2.4948e+14 2.6157e+14 2.64593e+14 5.24441e+14
 100000 2.99103e+14 2.89454e+14 3.06046e+14 2.24077e+14 2.82847e+14 2.92958e+14 2.66627e+14 2.79257e+14 2.82414e+14 5.61118e+14
 106250 3.19817e+14 3.05824e+14 3.24631e+14 2.35742e+14 3.02678e+14 3.12322e+14 2.83581e+14 2.96852e+14 3.00169e+14 5.97282e+14
 112500 3.4042e+14 3.22751e+14 3.43798e+14 2.46706e+14 3.23324e+14 3.31923e+14 3.00651e+14 3.14653e+14 3.18154e+14 6.34628e+14
 118750 3.61988e+14 3.40069e+14 3.64242e+14 2.56998e+14 3.44323e+14 3.52174e+14 3.17831e+14 3.32872e+14 3.36632e+14 6.71247e+14
 125000 3.83825e+14 3.56362e+14 3.8502e+14 2.67879e+14 3.66019e+14 3.73647e+14 3.35848e+14 3.51537e+14 3.55459e+14 7.07679e+14
 131250 4.04548e+14 3.72149e+14 4.04834e+14 2.79739e+14 3.87759e+14 3.95989e+14 3.54496e+14 3.70235e+14 3.7417e+14 7.43964e+14
 137500 4.25541e+14 3.87764e+14 4.24802e+14 2.91215e+14 4.10148e+14 4.17859e+14 3.73074e+14 3.88925e+14 3.92888e+14 7.78923e+14
 143750 4.47432e+14 4.03126e+14 4.44021e+14 3.03054e+14 4.33091e+14 4.40121e+14 3.92088e+14 4.07864e+14 4.11807e+14 8.13188e+14
 150000 4.69412e+14 4.17528e+14 4.62421e+14 3.14465e+14 4.56385e+14 4.62681e+14 4.11177e+14 4.26621e+14 4.30482e+14 8.47401e+14
 156250 4.91363e+14 4.3192e+14 4.80711e+14 3.25354e+14 4.8005e+14 4.84319e+14 4.29908e+14 4.45144e+14 4.48953e+14 8.82629e+14
 156250 5.30063e+14 5.13845e+14 4.03722e+14 2.6274e+14 5.23825e+14 4.6404e+14 4.16869e+14 4.43139e+14 4.49706e+14 1.05972e+15
 312500 9.52223e+14 8.21306e+14 7.69261e+14 4.64074e+14 1.18811e+15 8.19725e+14 8.2397e+14 8.3342e+14 8.35783e+14 1.83752e+15
 468750 1.14627e+15 1.0901e+15 1.15869e+15 7.50089e+14 1.93073e+15 1.15604e+15 1.27895e+15 1.22005e+15 1.20532e+15 2.74583e+15
 625000 1.45375e+15 1.38513e+15 1.45856e+15 9.5532e+14 2.68629e+15 1.53512e+15 1.72558e+15 1.60834e+15 1.57903e+15 3.51042e+15
 781250 1.52873e+15 1.51229e+15 1.66158e+15 1.25166e+15 3.15462e+15 1.97849e+15 2.12825e+15 1.90397e+15 1.84789e+15 4.32987e+15
 937500 1.82727e+15 1.78742e+15 1.74758e+15 1.58767e+15 3.49029e+15 2.57142e+15 2.54979e+15 2.24485e+15 2.16861e+15 5.01302e+15
 1.09375e+06 2.14803e+15 1.88214e+15 1.80109e+15 1.91042e+15 3.91902e+15 3.0295e+15 2.95298e+15 2.54929e+15 2.44837e+15 5.80528e+15
 1.25e+06 2.30021e+15 1.87359e+15 1.87966e+15 2.256e+15 4.22248e+15 3.39958e+15 3.29269e+15 2.78274e+15 2.65525e+15 6.72408e+15
 1.40625e+06 2.60374e+15 1.85232e+15 2.02263e+15 2.54372e+15 4.46353e+15 3.86937e+15 3.62554e+15 3.03915e+15 2.89255e+15 7.46198e+15
 1.5625e+06 2.73971e+15 1.81598e+15 2.06796e+15 2.8339e+15 4.95528e+15 4.42251e+15 4.07056e+15 3.32549e+15 3.13922e+15 8.09438e+15
 1.71875e+06 2.82501e+15 1.68376e+15 2.14218e+15 3.1059e+15 5.51238e+15 4.71973e+15 4.446e+15 3.55439e+15 3.33149e+15 8.63807e+15
 1.875e+06 3.24544e+15 1.85603e+15 2.34606e+15 3.27619e+15 6.08938e+15 5.06126e+15 4.80894e+15 3.87837e+15 3.64573e+15 8.93583e+15
 2.03125e+06 3.44308e+15 1.91963e+15 2.54345e+15 3.36768e+15 6.86793e+15 5.54295e+15 5.25952e+15 4.20987e+15 3.94745e+15 9.57763e+15
 2.1875e+06 3.72682e+15 1.79619e+15 2.7067e+15 3.23752e+15 7.44353e+15 6.08704e+15 5.58936e+15 4.45091e+15 4.1663e+15 9.86979e+15
 2.34375e+06 4.16817e+15 1.91358e+15 3.06069e+15 3.00525e+15 7.83741e+15 6.62256e+15 5.82174e+15 4.71204e+15 4.43461e+15 1.02522e+16
 2.5e+06 4.40266e+15 1.89237e+15 3.42585e+15 2.72883e+15 8.24295e+15 7.15853e+15 6.04344e+15 4.92218e+15 4.64186e+15 1.01954e+16
 2.65625e+06 4.73501e+15 2.06759e+15 3.83355e+15 2.50549e+15 8.44113e+15 7.40818e+15 6.11827e+15 5.08912e+15 4.83183e+15 1.06349e+16
 2.8125e+06 4.96398e+15 2.10134e+15 4.37176e+15 2.23983e+15 8.63406e+15 7.80114e+15 6.22501e+15 5.25995e+15 5.01868e+15 1.08042e+16
 2.96875e+06 5.25773e+15 1.94003e+15 5.01873e+15 2.12594e+15 8.98509e+15 7.83127e+15 6.3141e+15 5.41733e+15 5.19313e+15 1.17214e+16
 3.125e+06 5.73203e+15 1.81369e+15 5.5289e+15 1.93496e+15 9.16289e+15 7.71816e+15 6.272e+15 5.50649e+15 5.31511e+15 1.27459e+16
 3.28125e+06 6.00368e+15 1.55416e+15 5.88666e+15 1.81451e+15 9.2154e+15 7.57e+15 6.19997e+15 5.51258e+15 5.34073e+15 1.41089e+16
 3.4375e+06 6.15853e+15 1.37469e+15 6.17785e+15 1.81398e+15 9.48686e+15 7.3847e+15 6.22851e+15 5.56525e+15 5.39944e+15 1.47394e+16
 3.59375e+06 6.43213e+15 1.18104e+15 6.62702e+15 1.7921e+15 9.65449e+15 7.42089e+15 6.28916e+15 5.67219e+15 5.51794e+15 1.61084e+16
 3.75e+06 6.68052e+15 9.20385e+14 7.09796e+15 2.0362e+15 9.6896e+15 7.6007e+15 6.44216e+15 5.82515e+15 5.67089e+15 1.72526e+16
 3.90625e+06 7.13683e+15 6.32446e+14 7.77655e+15 2.21648e+15 9.71215e+15 7.68627e+15 6.5383e+15 5.99576e+15 5.86012e+15 1.78789e+16
 3.90625e+06 3.54473e+15 2.5769e+15 7.73278e+15 1.1806e+15 1.51909e+16 4.88429e+15 7.08528e+15 6.09842e+15 5.85171e+15 1.72702e+16
 7.8125e+06 9.81379e+15 5.8994e+15 3.0931e+16 3.0795e+15 3.32434e+15 1.72581e+16 7.88732e+15 1.09516e+16 1.17177e+16 7.98177e+15
