# Radius 	finiterdf__met_met	rdf__met_met	finiterdf__met_wat	rdf__met_wat	finiterdf__wat_wat	rdf__wat_wat	
7.21914 1.0096	1.00989	1.0503	1.04951	1.07328	1.07531	
7.23527 1.00849	1.00878	1.04978	1.049	1.06959	1.07163	
7.2514 1.00935	1.00964	1.04778	1.047	1.0673	1.06934	
7.26754 1.00915	1.00944	1.0467	1.04593	1.065	1.06704	
7.28367 1.00902	1.00931	1.04556	1.04479	1.06166	1.0637	
7.2998 1.00804	1.00834	1.04488	1.04412	1.0581	1.06015	
7.31593 1.00762	1.00791	1.0439	1.04315	1.0557	1.05775	
7.33206 1.00745	1.00774	1.04215	1.0414	1.0518	1.05384	
7.3482 1.00722	1.00752	1.04159	1.04085	1.04882	1.05087	
7.36433 1.00646	1.00676	1.04001	1.03928	1.04541	1.04745	
7.38046 1.00616	1.00646	1.03822	1.0375	1.04318	1.04523	
7.39659 1.00596	1.00626	1.03778	1.03705	1.03896	1.041	
7.41272 1.0057	1.006	1.03599	1.03527	1.03666	1.0387	
7.42886 1.00445	1.00475	1.03496	1.03424	1.03368	1.03572	
7.44499 1.00438	1.00468	1.03334	1.03263	1.03028	1.03232	
7.46112 1.0047	1.005	1.03185	1.03114	1.02773	1.02977	
7.47725 1.00366	1.00396	1.0306	1.0299	1.0239	1.02593	
7.49339 1.00241	1.00271	1.0293	1.0286	1.0212	1.02323	
7.50952 1.00215	1.00245	1.02791	1.02722	1.01869	1.02071	
7.52565 1.00231	1.00261	1.02654	1.02585	1.01567	1.01769	
7.54178 1.0022	1.0025	1.02543	1.02475	1.01294	1.01497	
7.55791 1.00243	1.00273	1.02404	1.02336	1.0099	1.01192	
7.57405 1.00164	1.00194	1.02256	1.02188	1.00772	1.00974	
7.59018 1.00155	1.00185	1.0212	1.02053	1.0049	1.00691	
7.60631 1.00033	1.00064	1.02003	1.01936	1.00216	1.00417	
7.62244 1.00105	1.00135	1.01876	1.01809	0.99965	1.00165	
7.63857 0.999925	1.00023	1.01759	1.01693	0.996944	0.998937	
7.65471 1.00002	1.00032	1.01611	1.01545	0.995488	0.997478	
7.67084 0.999845	1.00015	1.01525	1.01459	0.993719	0.995705	
7.68697 0.999839	1.00014	1.01421	1.01355	0.99095	0.992929	
7.7031 0.999942	1.00024	1.01278	1.01213	0.98803	0.990003	
7.71924 0.999221	0.999523	1.01167	1.01102	0.985553	0.987519	
7.73537 0.999151	0.999453	1.01091	1.01026	0.985075	0.987039	
7.7515 0.998849	0.999151	1.01	1.00935	0.982867	0.984824	
7.76763 0.999771	1.00007	1.00861	1.00797	0.9805	0.982449	
7.78376 0.999146	0.999448	1.00781	1.00717	0.979194	0.981139	
7.7999 0.998855	0.999156	1.00727	1.00663	0.977594	0.979533	
7.81603 0.999377	0.999678	1.00607	1.00543	0.975853	0.977785	
7.83216 0.999103	0.999404	1.00493	1.00429	0.974692	0.97662	
7.84829 0.999207	0.999508	1.00476	1.00412	0.97384	0.975763	
7.86443 0.998898	0.999199	1.00359	1.00295	0.97178	0.973695	
7.88056 0.998473	0.998774	1.0029	1.00226	0.970708	0.972617	
7.89669 0.999394	0.999695	1.00195	1.00132	0.969528	0.971431	
7.91282 0.998964	0.999265	1.00131	1.00068	0.96927	0.971169	
7.92895 0.998814	0.999115	1.00083	1.0002	0.967847	0.969739	
7.94509 0.999483	0.999784	0.999968	0.999335	0.966883	0.968769	
7.96122 0.998903	0.999204	1.00007	0.999435	0.966872	0.968754	
7.97735 0.999743	1.00004	0.999091	0.998458	0.965606	0.967481	
7.99348 0.999388	0.999689	0.998444	0.997811	0.965155	0.967025	
8.00961 0.999829	1.00013	0.998534	0.997901	0.96387	0.965733	
8.02575 1.00026	1.00056	0.997795	0.997162	0.96443	0.966289	
8.04188 1.0003	1.0006	0.997675	0.997041	0.96337	0.965222	
8.05801 1.00103	1.00133	0.996943	0.99631	0.963623	0.965471	
8.07414 1.00134	1.00164	0.996657	0.996023	0.96314	0.964982	
8.09028 1.00114	1.00144	0.996569	0.995934	0.963732	0.965571	
8.10641 1.00175	1.00205	0.99649	0.995855	0.963045	0.964877	
8.12254 1.00273	1.00304	0.99585	0.995215	0.962735	0.964562	
8.13867 1.00248	1.00279	0.995668	0.995032	0.963516	0.96534	
8.1548 1.00285	1.00316	0.994967	0.99433	0.963254	0.965072	
8.17094 1.00305	1.00336	0.995675	0.995038	0.963535	0.965349	
8.18707 1.00263	1.00294	0.994881	0.994243	0.963834	0.965644	
8.2032 1.00349	1.0038	0.994929	0.99429	0.964912	0.966718	
8.21933 1.0037	1.00401	0.994558	0.993918	0.963741	0.965541	
8.23546 1.00431	1.00462	0.99446	0.993819	0.965066	0.966863	
8.2516 1.00436	1.00467	0.994761	0.99412	0.965197	0.96699	
8.26773 1.0052	1.00551	0.994809	0.994167	0.965567	0.967356	
8.28386 1.00553	1.00584	0.994854	0.994211	0.966645	0.968431	
8.29999 1.0052	1.00551	0.994675	0.994031	0.966593	0.968374	
8.31613 1.00604	1.00635	0.994445	0.9938	0.967903	0.969683	
8.33226 1.00697	1.00728	0.995341	0.994695	0.968258	0.970033	
8.34839 1.00714	1.00745	0.995191	0.994544	0.969529	0.971303	
8.36452 1.0073	1.00761	0.995165	0.994517	0.969284	0.971053	
8.38065 1.00766	1.00798	0.994894	0.994246	0.969631	0.971396	
8.39679 1.00811	1.00843	0.995181	0.994532	0.970694	0.972457	
8.41292 1.00801	1.00834	0.995047	0.994397	0.971744	0.973506	
8.42905 1.00941	1.00973	0.995877	0.995225	0.972624	0.974382	
8.44518 1.00892	1.00924	0.996002	0.99535	0.973744	0.975501	
8.46131 1.00902	1.00935	0.995703	0.99505	0.974062	0.975816	
8.47745 1.00923	1.00955	0.99537	0.994716	0.974683	0.976434	
8.49358 1.01071	1.01104	0.99564	0.994986	0.976202	0.977953	
8.50971 1.01018	1.01051	0.995892	0.995236	0.976499	0.978247	
8.52584 1.01081	1.01114	0.996411	0.995755	0.977543	0.979289	
8.54198 1.01082	1.01115	0.996225	0.995568	0.979232	0.980979	
8.55811 1.01084	1.01117	0.996373	0.995715	0.979704	0.981449	
8.57424 1.01164	1.01198	0.996266	0.995608	0.980763	0.982506	
8.59037 1.01126	1.0116	0.996289	0.995629	0.9816	0.983342	
8.6065 1.01241	1.01275	0.996704	0.996044	0.981786	0.983527	
8.62264 1.01239	1.01273	0.996753	0.996092	0.98326	0.985001	
8.63877 1.0119	1.01224	0.997135	0.996474	0.984039	0.985778	
8.6549 1.01178	1.01213	0.996797	0.996135	0.985003	0.986742	
8.67103 1.0125	1.01285	0.997326	0.996664	0.985058	0.986795	
8.68716 1.01292	1.01328	0.997109	0.996446	0.986724	0.988462	
8.7033 1.01281	1.01317	0.997483	0.996819	0.98794	0.989679	
8.71943 1.01279	1.01315	0.997396	0.996732	0.988001	0.989738	
8.73556 1.01338	1.01374	0.99778	0.997114	0.98942	0.991157	
8.75169 1.01331	1.01367	0.996958	0.996293	0.990412	0.99215	
8.76783 1.01262	1.01298	0.997774	0.997108	0.991573	0.993313	
8.78396 1.01348	1.01384	0.997365	0.996698	0.99219	0.993929	
8.80009 1.01324	1.01361	0.997561	0.996894	0.9927	0.99444	
8.81622 1.01302	1.01339	0.997601	0.996933	0.992777	0.994516	
8.83235 1.01332	1.01369	0.997881	0.997212	0.994385	0.996125	
8.84849 1.01318	1.01356	0.99764	0.996971	0.993905	0.995644	
8.86462 1.01248	1.01286	0.997867	0.997198	0.994998	0.996739	
8.88075 1.0129	1.01328	0.997989	0.997319	0.996409	0.998151	
8.89688 1.01291	1.01329	0.997409	0.996738	0.996468	0.99821	
8.91302 1.01406	1.01445	0.998003	0.997332	0.997271	0.999014	
8.92915 1.0136	1.01399	0.997613	0.996941	0.997746	0.999491	
8.94528 1.01272	1.01311	0.998112	0.99744	0.998934	1.00068	
8.96141 1.01212	1.01251	0.997729	0.997057	0.999517	1.00126	
8.97754 1.01201	1.01241	0.997964	0.99729	0.999219	1.00097	
8.99368 1.01228	1.01268	0.99764	0.996967	1.00046	1.00221	
9.00981 1.01218	1.01258	0.997575	0.996901	1.00018	1.00193	
9.02594 1.0116	1.012	0.997895	0.997221	1.00073	1.00249	
9.04207 1.0118	1.0122	0.997635	0.99696	1.00146	1.00321	
9.0582 1.01168	1.01209	0.996974	0.996299	1.00228	1.00404	
9.07434 1.01182	1.01223	0.997591	0.996915	1.00257	1.00433	
9.09047 1.01059	1.011	0.997365	0.996688	1.00213	1.00389	
9.1066 1.01046	1.01087	0.997242	0.996564	1.00287	1.00463	
9.12273 1.0109	1.01131	0.997267	0.996589	1.00317	1.00493	
9.13887 1.01025	1.01067	0.996489	0.995811	1.0043	1.00606	
9.155 1.00981	1.01023	0.996515	0.995836	1.00315	1.00491	
9.17113 1.00983	1.01025	0.996512	0.995833	1.00423	1.00599	
9.18726 1.01001	1.01043	0.996281	0.995601	1.00443	1.0062	
9.20339 1.00864	1.00906	0.996236	0.995555	1.0044	1.00616	
9.21953 1.00836	1.00878	0.99593	0.995248	1.00399	1.00576	
9.23566 1.00856	1.00899	0.996275	0.995592	1.00466	1.00643	
9.25179 1.00839	1.00882	0.995978	0.995295	1.00486	1.00663	
9.26792 1.0076	1.00803	0.995296	0.994612	1.005	1.00677	
9.28405 1.00672	1.00715	0.995589	0.994904	1.0053	1.00708	
9.30019 1.00678	1.00721	0.995209	0.994523	1.00569	1.00747	
9.31632 1.00594	1.00637	0.995003	0.994316	1.00521	1.00698	
9.33245 1.00558	1.00601	0.994601	0.993913	1.00505	1.00683	
9.34858 1.00563	1.00606	0.994545	0.993856	1.00499	1.00677	
9.36472 1.00398	1.00442	0.994975	0.994285	1.00527	1.00705	
9.38085 1.00437	1.0048	0.994386	0.993695	1.00489	1.00667	
9.39698 1.00426	1.0047	0.994491	0.993798	1.00524	1.00702	
9.41311 1.00279	1.00322	0.994074	0.99338	1.00563	1.00741	
9.42924 1.00312	1.00356	0.99381	0.993116	1.00535	1.00714	
9.44538 1.00251	1.00295	0.993325	0.992629	1.0053	1.00709	
9.46151 1.00165	1.00208	0.993448	0.992751	1.00506	1.00685	
9.47764 1.00192	1.00236	0.992863	0.992164	1.00527	1.00706	
9.49377 1.00045	1.00089	0.992992	0.992292	1.0049	1.00669	
9.5099 1.00003	1.00047	0.992762	0.992061	1.00478	1.00658	
9.52604 1.00051	1.00094	0.992965	0.992262	1.00399	1.00579	
9.54217 1.00001	1.00045	0.992523	0.991819	1.00494	1.00673	
9.5583 0.99909	0.999527	0.992115	0.99141	1.00436	1.00616	
9.57443 0.998125	0.998561	0.991967	0.99126	1.00447	1.00627	
9.59057 0.998795	0.999232	0.991992	0.991283	1.00421	1.00601	
9.6067 0.997217	0.997652	0.991601	0.99089	1.00323	1.00503	
9.62283 0.997066	0.997501	0.991719	0.991006	1.00392	1.00572	
9.63896 0.996805	0.997239	0.991355	0.990641	1.00336	1.00516	
9.65509 0.995774	0.996207	0.991116	0.990399	1.00293	1.00473	
9.67123 0.995956	0.996388	0.991137	0.990419	1.00304	1.00485	
9.68736 0.995666	0.996097	0.991485	0.990765	1.00292	1.00472	
9.70349 0.995326	0.995757	0.990673	0.989951	1.00345	1.00526	
9.71962 0.994507	0.994936	0.990803	0.990079	1.0026	1.00441	
9.73575 0.994703	0.995131	0.990437	0.989711	1.00286	1.00466	
9.75189 0.993077	0.993503	0.990813	0.990085	1.00274	1.00455	
9.76802 0.993373	0.993798	0.990386	0.989656	1.00195	1.00375	
9.78415 0.992912	0.993335	0.990311	0.989579	1.00259	1.0044	
9.80028 0.99273	0.993152	0.99011	0.989375	1.00234	1.00414	
9.81642 0.992706	0.993127	0.990154	0.989417	1.00191	1.00371	
9.83255 0.991901	0.992319	0.990127	0.989388	1.00163	1.00344	
9.84868 0.991602	0.992019	0.990449	0.989708	1.00207	1.00388	
9.86481 0.991233	0.991647	0.990362	0.989618	1.0015	1.00331	
9.88094 0.990888	0.9913	0.989983	0.989238	1.00177	1.00358	
9.89708 0.990297	0.990707	0.990319	0.989571	1.00122	1.00303	
9.91321 0.990241	0.990649	0.990521	0.98977	1.00124	1.00305	
9.92934 0.989625	0.99003	0.990467	0.989714	1.00115	1.00296	
9.94547 0.990452	0.990856	0.990035	0.98928	1.00136	1.00318	
9.96161 0.990292	0.990694	0.990768	0.99001	1.00115	1.00296	
9.97774 0.989603	0.990003	0.990348	0.989589	1.00152	1.00334	
9.99387 0.98916	0.989557	0.990562	0.9898	1.00113	1.00294	
10.01 0.98925	0.989645	0.990714	0.98995	1.00156	1.00338	
10.0261 0.989134	0.989526	0.991483	0.990716	1.00116	1.00298	
10.0423 0.989334	0.989724	0.99081	0.990042	1.0013	1.00312	
10.0584 0.988882	0.989269	0.9912	0.990429	1.00204	1.00386	
10.0745 0.98931	0.989695	0.991177	0.990404	1.00103	1.00285	
10.0907 0.989026	0.989409	0.991707	0.990932	1.00144	1.00326	
10.1068 0.988942	0.989322	0.991501	0.990723	1.00159	1.00341	
10.1229 0.988817	0.989195	0.991464	0.990685	1.00157	1.00339	
10.1391 0.988549	0.988924	0.992159	0.991377	1.00117	1.00299	
10.1552 0.988859	0.989232	0.99264	0.991856	1.00159	1.00341	
10.1713 0.98871	0.989081	0.99308	0.992293	1.00077	1.0026	
10.1875 0.988751	0.989119	0.992745	0.991957	1.00206	1.00388	
10.2036 0.988443	0.988809	0.992962	0.992172	1.00196	1.00378	
10.2197 0.988815	0.989178	0.99342	0.992628	1.00174	1.00357	
10.2359 0.989062	0.989422	0.993633	0.992839	1.00186	1.00369	
10.252 0.988425	0.988783	0.99412	0.993324	1.00208	1.00391	
10.2681 0.988595	0.98895	0.994067	0.99327	1.0023	1.00413	
10.2842 0.989357	0.98971	0.995107	0.994307	1.00189	1.00372	
10.3004 0.989521	0.989872	0.994514	0.993714	1.00259	1.00443	
10.3165 0.988829	0.989177	0.995003	0.994201	1.00207	1.0039	
10.3326 0.989333	0.989679	0.995577	0.994772	1.00244	1.00427	
10.3488 0.990285	0.990629	0.995755	0.99495	1.00251	1.00434	
10.3649 0.989931	0.990272	0.996209	0.995402	1.00293	1.00477	
10.381 0.990132	0.990471	0.996204	0.995396	1.00308	1.00492	
10.3972 0.989956	0.990293	0.996629	0.99582	1.00251	1.00435	
10.4133 0.990032	0.990366	0.996944	0.996134	1.0035	1.00534	
10.4294 0.990526	0.990858	0.997138	0.996326	1.00315	1.00499	
10.4456 0.990293	0.990623	0.997736	0.996923	1.00332	1.00516	
10.4617 0.990296	0.990624	0.998211	0.997397	1.00333	1.00517	
10.4778 0.991351	0.991677	0.998533	0.997718	1.00376	1.00561	
10.494 0.991019	0.991343	0.998273	0.997458	1.00367	1.00552	
10.5101 0.99114	0.991461	0.998922	0.998106	1.00408	1.00593	
10.5262 0.991935	0.992255	0.999507	0.998691	1.00459	1.00645	
10.5424 0.99144	0.991758	1.0003	0.999485	1.00423	1.00608	
10.5585 0.992659	0.992976	0.999657	0.99884	1.00447	1.00633	
10.5746 0.992442	0.992757	1.00055	0.999737	1.00465	1.00651	
10.5908 0.992321	0.992634	1.00096	1.00014	1.00478	1.00664	
10.6069 0.993152	0.993464	1.00068	0.99986	1.00519	1.00705	
10.623 0.99348	0.99379	1.00097	1.00015	1.0052	1.00707	
10.6392 0.992752	0.99306	1.00127	1.00045	1.00516	1.00703	
10.6553 0.994054	0.99436	1.0017	1.00089	1.00482	1.00669	
10.6714 0.994019	0.994324	1.00238	1.00156	1.00535	1.00722	
10.6876 0.995221	0.995526	1.0025	1.00168	1.00543	1.0073	
10.7037 0.995152	0.995455	1.00252	1.0017	1.00521	1.00708	
10.7198 0.995009	0.995312	1.00316	1.00234	1.00572	1.0076	
10.7359 0.995728	0.996029	1.00345	1.00263	1.00568	1.00755	
10.7521 0.995538	0.995838	1.00362	1.0028	1.00499	1.00687	
10.7682 0.99611	0.99641	1.00412	1.0033	1.00516	1.00704	
10.7843 0.99635	0.996648	1.00421	1.00339	1.00566	1.00755	
10.8005 0.996229	0.996527	1.00428	1.00346	1.00616	1.00804	
10.8166 0.996628	0.996925	1.00497	1.00415	1.00592	1.00781	
10.8327 0.997174	0.99747	1.00463	1.00382	1.00595	1.00784	
10.8489 0.996954	0.99725	1.00531	1.0045	1.00571	1.0076	
10.865 0.996704	0.996999	1.00526	1.00445	1.00569	1.00759	
10.8811 0.998145	0.99844	1.00565	1.00484	1.00596	1.00785	
10.8973 0.99834	0.998634	1.00568	1.00487	1.00608	1.00798	
10.9134 0.998501	0.998796	1.00611	1.0053	1.00615	1.00806	
10.9295 0.998231	0.998524	1.00575	1.00494	1.00588	1.00779	
10.9457 0.998389	0.998682	1.00642	1.00561	1.00573	1.00764	
10.9618 0.999005	0.999298	1.00656	1.00576	1.00578	1.00769	
10.9779 0.999431	0.999725	1.00647	1.00566	1.00605	1.00796	
10.9941 0.999251	0.999544	1.00668	1.00588	1.00602	1.00793	
11.0102 1.0001	1.00039	1.00685	1.00605	1.00565	1.00756	
11.0263 0.999872	1.00017	1.00657	1.00578	1.00534	1.00726	
11.0425 0.999875	1.00017	1.00723	1.00643	1.00539	1.0073	
11.0586 1.00079	1.00109	1.00689	1.00609	1.00477	1.00669	
11.0747 1.0012	1.0015	1.00718	1.00639	1.00538	1.00731	
11.0909 1.00105	1.00135	1.00731	1.00652	1.00503	1.00695	
11.107 1.00168	1.00197	1.00766	1.00687	1.0046	1.00652	
11.1231 1.00164	1.00194	1.00748	1.00669	1.00461	1.00653	
11.1393 1.00178	1.00207	1.00774	1.00696	1.00411	1.00603	
11.1554 1.00195	1.00224	1.00763	1.00685	1.00382	1.00575	
11.1715 1.00217	1.00247	1.00759	1.00681	1.00434	1.00628	
11.1876 1.00259	1.00289	1.0077	1.00692	1.00448	1.00641	
11.2038 1.00304	1.00334	1.0073	1.00652	1.00446	1.00639	
11.2199 1.00283	1.00313	1.00761	1.00684	1.00363	1.00556	
11.236 1.00307	1.00337	1.00752	1.00674	1.00432	1.00625	
11.2522 1.00311	1.00341	1.00781	1.00704	1.00335	1.00529	
11.2683 1.00314	1.00345	1.0074	1.00663	1.00424	1.00618	
11.2844 1.00332	1.00363	1.00768	1.00691	1.00358	1.00552	
11.3006 1.00317	1.00347	1.00754	1.00678	1.00267	1.00461	
11.3167 1.0038	1.0041	1.00754	1.00678	1.00265	1.00459	
11.3328 1.00346	1.00377	1.00721	1.00645	1.00238	1.00432	
11.349 1.00358	1.00389	1.00754	1.00678	1.00246	1.0044	
11.3651 1.00403	1.00434	1.00715	1.00639	1.00219	1.00414	
11.3812 1.00387	1.00418	1.00757	1.00681	1.00163	1.00357	
11.3974 1.00367	1.00398	1.00734	1.00659	1.00218	1.00412	
11.4135 1.00402	1.00434	1.00695	1.0062	1.0014	1.00334	
11.4296 1.00439	1.00471	1.00688	1.00613	1.00156	1.00351	
11.4458 1.00463	1.00495	1.00657	1.00582	1.00121	1.00316	
11.4619 1.00459	1.00491	1.00701	1.00626	1.00126	1.00321	
11.478 1.00468	1.005	1.00698	1.00623	1.00108	1.00303	
11.4942 1.0041	1.00442	1.00609	1.00535	1.00066	1.00261	
11.5103 1.00491	1.00523	1.00634	1.0056	1.0002	1.00215	
11.5264 1.00495	1.00528	1.00617	1.00543	0.999869	1.00182	
11.5426 1.00433	1.00466	1.00597	1.00523	0.999823	1.00177	
11.5587 1.00428	1.00461	1.00571	1.00497	0.999147	1.0011	
11.5748 1.00427	1.0046	1.00561	1.00488	0.999561	1.00151	
11.591 1.00496	1.00529	1.00552	1.00479	0.998842	1.00079	
11.6071 1.00483	1.00517	1.00521	1.00448	0.999126	1.00108	
11.6232 1.00466	1.005	1.00528	1.00456	0.998802	1.00075	
11.6393 1.00466	1.00499	1.00493	1.00421	0.998813	1.00076	
11.6555 1.00507	1.00541	1.00477	1.00405	0.998358	1.00031	
11.6716 1.00446	1.0048	1.00499	1.00427	0.998345	1.00029	
11.6877 1.00455	1.0049	1.00447	1.00375	0.998195	1.00014	
11.7039 1.00467	1.00502	1.00448	1.00376	0.997849	0.999798	
11.72 1.00469	1.00503	1.00421	1.00349	0.99763	0.999578	
11.7361 1.00514	1.00549	1.00415	1.00343	0.997357	0.999304	
11.7523 1.00438	1.00473	1.0033	1.00259	0.997128	0.999075	
11.7684 1.00448	1.00483	1.00359	1.00288	0.997017	0.998963	
11.7845 1.00445	1.0048	1.00368	1.00297	0.996624	0.998569	
11.8007 1.00406	1.00441	1.00313	1.00241	0.996446	0.99839	
11.8168 1.00376	1.00411	1.00332	1.0026	0.997154	0.999099	
11.8329 1.00417	1.00453	1.00321	1.00249	0.996337	0.99828	
11.8491 1.00407	1.00442	1.00207	1.00135	0.995934	0.997875	
11.8652 1.00441	1.00476	1.00242	1.00171	0.996002	0.997943	
11.8813 1.00403	1.00439	1.00198	1.00127	0.995744	0.997683	
11.8975 1.00429	1.00465	1.00176	1.00105	0.99578	0.997719	
11.9136 1.00419	1.00456	1.00203	1.00132	0.995376	0.997314	
11.9297 1.00346	1.00382	1.0018	1.00109	0.995223	0.997159	
11.9459 1.00367	1.00403	1.00157	1.00086	0.995079	0.997014	
11.962 1.00392	1.00429	1.00147	1.00076	0.994508	0.996441	
11.9781 1.00389	1.00425	1.00089	1.00018	0.995211	0.997144	
11.9943 1.00348	1.00385	1.00076	1.00006	0.99514	0.997071	
12.0104 1.00386	1.00423	1.00059	0.999882	0.995055	0.996986	
12.0265 1.0039	1.00427	1.00065	0.999938	0.995141	0.997071	
12.0427 1.00353	1.0039	1.00032	0.999614	0.994853	0.996781	
12.0588 1.0029	1.00327	1.0001	0.999389	0.994733	0.99666	
12.0749 1.00328	1.00365	1.00014	0.999429	0.995178	0.997105	
12.091 1.00269	1.00307	0.999876	0.999167	0.994478	0.996402	
12.1072 1.00298	1.00335	0.999455	0.998746	0.994161	0.996083	
12.1233 1.00332	1.0037	0.999748	0.999038	0.994215	0.996136	
12.1394 1.00309	1.00347	0.999443	0.998733	0.993996	0.995915	
12.1556 1.00276	1.00314	0.999181	0.998471	0.994431	0.996349	
12.1717 1.00265	1.00303	0.999076	0.998365	0.994206	0.996123	
12.1878 1.00307	1.00345	0.998788	0.998077	0.994004	0.99592	
12.204 1.00228	1.00266	0.998937	0.998225	0.993585	0.995498	
12.2201 1.00272	1.00311	0.998568	0.997855	0.994229	0.996141	
12.2362 1.0027	1.00308	0.998235	0.997522	0.993947	0.995858	
12.2524 1.00209	1.00248	0.998406	0.997692	0.993712	0.995621	
12.2685 1.0021	1.00249	0.998465	0.99775	0.994038	0.995946	
12.2846 1.00193	1.00232	0.99844	0.997725	0.994356	0.996263	
12.3008 1.00201	1.0024	0.99829	0.997573	0.994044	0.995949	
12.3169 1.00153	1.00192	0.997768	0.997051	0.994181	0.996085	
12.333 1.0022	1.00259	0.998	0.997282	0.993722	0.995624	
12.3492 1.00205	1.00244	0.997948	0.997229	0.994629	0.996532	
12.3653 1.00159	1.00198	0.997751	0.997031	0.99388	0.99578	
12.3814 1.00113	1.00152	0.997677	0.996956	0.994334	0.996233	
12.3976 1.0016	1.00199	0.997421	0.996699	0.994497	0.996395	
12.4137 1.00113	1.00153	0.997713	0.99699	0.994466	0.996362	
12.4298 1.00156	1.00195	0.997567	0.996843	0.994281	0.996176	
12.446 1.0011	1.0015	0.997535	0.99681	0.994304	0.996198	
12.4621 1.00111	1.00151	0.997383	0.996657	0.994632	0.996525	
12.4782 1.00151	1.00191	0.997324	0.996596	0.994442	0.996333	
12.4944 1.00116	1.00156	0.997166	0.996437	0.994568	0.996458	
12.5105 1.00114	1.00154	0.99741	0.996679	0.994953	0.996842	
12.5266 1.00096	1.00136	0.997034	0.996302	0.995205	0.997094	
12.5427 1.00091	1.00131	0.996993	0.99626	0.995127	0.997015	
12.5589 1.00063	1.00103	0.997173	0.996439	0.995131	0.997018	
12.575 1.00112	1.00152	0.997033	0.996298	0.995533	0.99742	
12.5911 1.00078	1.00118	0.996822	0.996085	0.995388	0.997274	
12.6073 1.00008	1.00048	0.996967	0.996229	0.995045	0.996929	
12.6234 1.00053	1.00093	0.997115	0.996375	0.995062	0.996945	
12.6395 1.00051	1.00091	0.996939	0.996198	0.996042	0.997926	
12.6557 1.00052	1.00092	0.997193	0.99645	0.995911	0.997793	
12.6718 0.999915	1.00032	0.997406	0.996662	0.995756	0.997637	
12.6879 1.0002	1.0006	0.996915	0.99617	0.996077	0.997958	
12.7041 0.999996	1.0004	0.996762	0.996016	0.996133	0.998013	
12.7202 1.00066	1.00106	0.997253	0.996505	0.996344	0.998224	
12.7363 0.999644	1.00005	0.996871	0.996122	0.996614	0.998494	
12.7525 1.00024	1.00064	0.99693	0.996179	0.996588	0.998468	
12.7686 1.0003	1.0007	0.996715	0.995963	0.996897	0.998776	
12.7847 0.999764	1.00017	0.996967	0.996213	0.996981	0.99886	
12.8009 0.999488	0.99989	0.997167	0.996412	0.996598	0.998476	
12.817 1.00004	1.00044	0.996906	0.996149	0.996909	0.998787	
12.8331 1.00016	1.00057	0.997413	0.996654	0.997434	0.999313	
12.8493 0.999419	0.999821	0.99742	0.99666	0.997283	0.999161	
12.8654 0.999965	1.00037	0.997479	0.996718	0.997087	0.998964	
12.8815 0.999293	0.999695	0.997512	0.99675	0.997562	0.99944	
12.8977 0.999467	0.999869	0.997254	0.99649	0.998136	1.00002	
12.9138 0.999461	0.999863	0.997399	0.996634	0.99764	0.999519	
12.9299 0.999341	0.999743	0.997556	0.996789	0.997954	0.999832	
12.9461 0.999091	0.999493	0.997583	0.996815	0.998124	1	
12.9622 0.999286	0.999688	0.99759	0.996821	0.998103	0.999982	
12.9783 0.999278	0.999679	0.997571	0.996801	0.998496	1.00038	
12.9945 0.999272	0.999673	0.998078	0.997307	0.99852	1.0004	
13.0106 0.99913	0.999531	0.997877	0.997104	0.998466	1.00035	
13.0267 0.999341	0.999742	0.997421	0.996647	0.998649	1.00053	
13.0428 0.998801	0.999202	0.997702	0.996927	0.998952	1.00083	
13.059 0.999352	0.999752	0.997585	0.996809	0.999292	1.00117	
13.0751 0.999286	0.999686	0.997621	0.996843	0.999446	1.00133	
13.0912 0.999412	0.999812	0.998116	0.997337	0.999714	1.0016	
13.1074 0.99907	0.99947	0.99816	0.99738	0.999625	1.00151	
13.1235 0.998702	0.999102	0.998437	0.997656	0.999802	1.00169	
13.1396 0.99901	0.99941	0.998195	0.997413	0.999639	1.00152	
13.1558 0.998838	0.999237	0.998169	0.997386	0.999755	1.00164	
13.1719 0.999257	0.999656	0.998134	0.99735	0.999574	1.00146	
13.188 0.999062	0.999461	0.998143	0.997358	1.00027	1.00216	
13.2042 0.998632	0.99903	0.99853	0.997744	0.999748	1.00164	
13.2203 0.998842	0.99924	0.998488	0.997701	0.99957	1.00146	
13.2364 0.99838	0.998777	0.998653	0.997865	1.00018	1.00208	
13.2526 0.99824	0.998636	0.998544	0.997755	1.0003	1.0022	
13.2687 0.998229	0.998625	0.998368	0.997578	1.00039	1.00229	
13.2848 0.998558	0.998954	0.99888	0.998089	1.00028	1.00217	
13.301 0.998888	0.999283	0.998738	0.997945	1.00041	1.0023	
13.3171 0.998795	0.99919	0.998954	0.998161	1.00102	1.00292	
13.3332 0.99882	0.999215	0.99874	0.997946	1.00094	1.00284	
13.3494 0.998364	0.998758	0.9989	0.998105	1.00097	1.00287	
13.3655 0.998341	0.998735	0.998902	0.998107	1.00079	1.0027	
13.3816 0.998892	0.999285	0.99878	0.997984	1.00074	1.00264	
13.3978 0.998699	0.999092	0.999157	0.99836	1.00096	1.00287	
13.4139 0.998401	0.998794	0.999369	0.998571	1.0011	1.00301	
13.43 0.998393	0.998785	0.999253	0.998454	1.0011	1.00301	
13.4462 0.99805	0.998441	0.999265	0.998466	1.0015	1.00341	
13.4623 0.998334	0.998724	0.999369	0.99857	1.00122	1.00313	
