# Time-averaged data for fix PressAve
# TimeStep c_P
100 72.4083
200 41.6686
300 165.236
400 -66.8685
500 53.0425
600 -226.443
700 -188.612
800 -239.206
900 -90.9229
1000 28.9927
1100 95.684
1200 -53.3883
1300 -21.7007
1400 -213.007
1500 -294.159
1600 -353.185
1700 75.345
1800 -159.904
1900 -164.543
2000 -197.788
2100 -161.154
2200 -59.7909
2300 10.6534
2400 -170.84
2500 -190.811
2600 -67.9065
2700 -256.625
2800 -156.701
2900 -77.6094
3000 37.8061
3100 -155.658
3200 -155.972
3300 17.2884
3400 35.9003
3500 -143.694
3600 -287.078
3700 -107.04
3800 -231.049
3900 36.5144
4000 42.3211
4100 -10.5414
4200 93.6176
4300 -168.468
4400 -6.22348
4500 94.6803
4600 -138.715
4700 -37.6052
4800 115.38
4900 195.598
5000 48.6248
5100 54.4665
5200 109.931
5300 85.8551
5400 -154.521
5500 -30.1696
5600 81.0908
5700 -54.0373
5800 -83.5558
5900 93.8611
6000 136.069
6100 108.631
6200 184.684
6300 42.192
6400 130.864
6500 147.014
6600 -72.1948
6700 58.6365
6800 255.406
6900 380.93
7000 76.374
7100 185.533
7200 205.113
7300 -114.11
7400 -3.62627
7500 212.982
7600 23.0262
7700 122.24
7800 -152.278
7900 103.319
8000 385.285
8100 291.17
8200 68.8745
8300 65.1453
8400 11.8018
8500 33.0388
8600 298.901
8700 -179.567
8800 265.187
8900 52.9631
9000 -251.814
9100 -51.0552
9200 -135.862
9300 119.987
9400 -19.0726
9500 -107.446
9600 234.541
9700 152.331
9800 2.5869
9900 -251.01
10000 55.2239
10100 -30.6417
10200 -173.323
10300 13.3009
10400 -105.281
10500 60.9007
10600 -75.699
10700 -111.625
10800 -187
10900 89.3228
11000 142.115
11100 -78.9213
11200 -21.3608
11300 -210.861
11400 129.907
11500 24.7322
11600 -179.404
11700 -145.557
11800 16.5044
11900 18.6314
12000 -20.1838
12100 -120.354
12200 149.571
12300 17.637
12400 -7.01038
12500 -45.1694
12600 11.7992
12700 -48.1658
12800 -9.47596
12900 -39.8637
13000 77.0015
13100 86.0979
13200 111.61
13300 -24.1265
13400 -132.373
13500 -67.1743
13600 52.5732
13700 -8.32867
13800 -39.707
13900 7.84047
14000 -199.869
14100 -93.8811
14200 242.025
14300 160.817
14400 -102.31
14500 11.1433
14600 71.3203
14700 -109.258
14800 7.37669
14900 227.248
15000 65.0339
15100 286.947
15200 19.5486
15300 199.409
15400 -100.923
15500 38.3015
15600 -40.5403
15700 31.281
15800 -105.232
15900 -142.965
16000 307.386
16100 243.831
16200 96.621
16300 55.3557
16400 -156.673
16500 70.3797
16600 100.358
