# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P
3116800 -16263.3 -20069.5 294.739 -109.803
3116900 -16144.8 -19986 297.444 338.299
3117000 -16094 -19953 298.822 -167.111
3117100 -16091.4 -19972.4 300.527 -1.19947
3117200 -16158.5 -20011.4 298.354 -85.4022
3117300 -16246.1 -20045.8 294.237 -252.374
3117400 -16240.6 -20057.7 295.576 30.4711
3117500 -16190.4 -20005.5 295.429 135.773
3117600 -16150.9 -19996.7 297.804 -0.704725
3117700 -16137.8 -19977.8 297.352 -181.432
3117800 -16081.9 -19922.8 297.426 -259.184
3117900 -15997.4 -19907 302.742 22.2197
3118000 -16008.6 -19902.1 301.497 94.4061
3118100 -16052.9 -19936.1 300.705 105.22
3118200 -16108.6 -19968 298.86 17.5727
3118300 -16171 -20007.6 297.09 173.124
3118400 -16202.6 -20027 296.147 -45.7516
3118500 -16178.6 -20043.6 299.288 46.822
3118600 -16122.3 -19981.4 298.84 134.92
3118700 -16066.4 -19968.8 302.185 198.088
3118800 -16097.9 -19955.6 298.73 46.3502
3118900 -16203.3 -20045 297.484 140.208
3119000 -16258.7 -20075.6 295.565 41.2477
3119100 -16243.3 -20094.8 298.239 31.7946
3119200 -16215.8 -20076.4 298.949 53.5485
3119300 -16144.3 -20045.7 302.106 279.632
3119400 -16096.9 -19996.1 301.935 189.619
3119500 -16167.3 -20013.7 297.852 73.0947
3119600 -16237.7 -20027.5 293.468 -136.517
3119700 -16215.5 -20064.5 298.051 281.26
3119800 -16194.3 -20025.1 296.648 228.499
3119900 -16173.6 -20015.9 297.538 -56.3248
3120000 -16165 -20044.4 300.407 17.7078
3120100 -16199.8 -20014.1 295.364 10.4231
3120200 -16268 -20087.9 295.8 111.965
3120300 -16341.3 -20124.6 292.965 244.417
3120400 -16310.7 -20133.5 296.027 -0.324787
3120500 -16228.3 -20083.5 298.536 132.835
3120600 -16199.3 -20068.5 299.618 56.9231
3120700 -16205.9 -20046.3 297.386 -112.838
3120800 -16207.2 -20072.1 299.285 -95.5051
3120900 -16226 -20088.6 299.102 259.734
3121000 -16239.9 -20061.5 295.934 73.7762
3121100 -16223.2 -20086.9 299.188 188.431
3121200 -16221.5 -20057.7 297.062 -101.956
3121300 -16209.1 -20068 298.816 108.727
3121400 -16177.7 -20023.2 297.78 127.153
3121500 -16115.1 -19994.7 300.421 157.812
3121600 -16119.1 -20050.2 304.407 250.459
3121700 -16224.6 -20084.1 298.867 -126.632
3121800 -16280.2 -20118.6 297.227 -102.099
3121900 -16288.6 -20135.3 297.869 327.921
3122000 -16272.2 -20111.4 297.29 -47.7706
3122100 -16201.3 -20058.7 298.704 48.9597
3122200 -16132.9 -20013.8 300.523 43.8038
3122300 -16136.3 -20011 300.045 22.1665
3122400 -16215.8 -20051.8 297.046 38.0384
3122500 -16285.9 -20086.2 294.275 -28.9315
3122600 -16248.6 -20063.9 295.439 196.693
3122700 -16196 -20092.2 301.704 254.848
3122800 -16206.8 -20053.4 297.869 -50.3671
3122900 -16222.6 -20103.7 300.537 150.099
3123000 -16256 -20101.4 297.779 -75.1203
3123100 -16270.7 -20120.1 298.085 -18.2799
3123200 -16287.3 -20145.4 298.757 -121.792
3123300 -16384.9 -20199.2 295.361 -91.8558
3123400 -16461.4 -20239.1 292.53 195.155
3123500 -16399.2 -20184.9 293.144 -134.992
3123600 -16306.6 -20138.1 296.691 -74.9258
3123700 -16259.2 -20104.2 297.743 -255.873
3123800 -16210 -20048.8 297.26 44.4322
3123900 -16143.9 -20036.5 301.426 193.623
3124000 -16144.3 -20007.8 299.179 118.321
3124100 -16244.7 -20059.4 295.391 -70.8151
3124200 -16309.2 -20150.2 297.431 -44.1728
3124300 -16350.7 -20188.7 297.201 -59.477
3124400 -16386.6 -20159.9 292.196 -149.257
3124500 -16326 -20122.3 293.969 -199.734
3124600 -16216.7 -20067.7 298.208 -73.8797
3124700 -16162.6 -19992 296.533 -263.209
3124800 -16104 -20009.8 302.451 -237.811
3124900 -16146.7 -20021.9 300.077 -101.698
3125000 -16249.5 -20112.3 299.121 93.1844
3125100 -16281.6 -20101.5 295.799 100.702
3125200 -16250.6 -20071.2 295.846 59.4999
3125300 -16170 -20048.2 300.316 76.5149
3125400 -16147.3 -20026.5 300.391 -109.706
3125500 -16167.6 -20005.7 297.203 112.223
3125600 -16169.7 -20017 297.922 -41.027
3125700 -16176.9 -20039.7 299.118 -105.646
3125800 -16186.8 -20013.7 296.339 -60.1948
3125900 -16142.2 -20008.7 299.401 -79.8792
3126000 -16033.8 -19932 301.859 -6.86851
3126100 -16007.9 -19905.7 301.832 96.7802
3126200 -16090.8 -19974.8 300.765 99.6733
3126300 -16173.7 -20020.6 297.892 45.4795
3126400 -16181.9 -19991.9 295.032 27.4505
3126500 -16130.3 -20003.3 299.915 -106.754
3126600 -16108.7 -19992.9 300.78 -19.2758
3126700 -16166.8 -19977.7 295.103 -198.351
3126800 -16237.1 -20046 294.951 -237.162
3126900 -16217.8 -20019.9 294.42 74.5138
3127000 -16112.8 -20008.2 301.646 175.022
3127100 -16115.3 -19984.8 299.642 256.945
3127200 -16151.8 -19985.9 296.898 -174.968
3127300 -16158.3 -19988.9 296.623 -218.999
3127400 -16075.5 -19935.2 298.879 163.104
3127500 -16002.6 -19929.2 304.061 150.499
3127600 -16069.8 -19939.8 299.683 -90.7759
3127700 -16130.2 -19975.8 297.788 -246.453
3127800 -16147.7 -19991.8 297.671 122.331
3127900 -16166 -20037.7 299.812 76.7103
3128000 -16280.7 -20099 295.674 116.964
3128100 -16330.6 -20133.8 294.506 -106.667
3128200 -16273.8 -20093.9 295.809 -85.0913
3128300 -16198.3 -20030.4 296.744 58.2016
3128400 -16161.1 -20033.3 299.847 77.3479
3128500 -16172.9 -20065.2 301.404 99.3303
3128600 -16244.6 -20094.7 298.136 -35.3999
3128700 -16276.6 -20099.4 296.017 -100.819
3128800 -16268.5 -20125.2 298.651 -102.683
3128900 -16260.8 -20091.2 296.612 -150.149
3129000 -16187.7 -20049.2 299.018 168.8
3129100 -16108.2 -19983.9 300.124 134.189
3129200 -16105.2 -19987.8 300.652 -94.3335
3129300 -16191.8 -20028 297.062 77.7789
3129400 -16293.5 -20092.9 294.21 -223.19
3129500 -16268.9 -20093.8 296.185 -252.038
3129600 -16217.6 -20058.2 297.401 72.3552
3129700 -16149.5 -20002.8 298.386 17.6419
3129800 -16099 -19983.4 300.791 -114.995
3129900 -16113.7 -19983.9 299.693 -63.4741
3130000 -16231 -20096.1 299.295 247.295
3130100 -16317 -20137.4 295.834 -67.4029
3130200 -16316.2 -20120.8 294.616 -30.8862
3130300 -16226.9 -20065.3 297.232 42.3125
3130400 -16169 -20055.1 300.929 43.1984
3130500 -16201.3 -20070.6 299.622 -61.646
3130600 -16250.6 -20063 295.221 -197.222
3130700 -16239.7 -20070.8 296.666 52.5826
3130800 -16132.3 -20054.4 303.713 7.75537
3130900 -16130.9 -20040.9 302.777 -51.9323
3131000 -16218 -20055.5 297.165 148.66
3131100 -16266.1 -20096.5 296.611 88.1081
3131200 -16270.2 -20116.2 297.819 30.6351
3131300 -16237.2 -20084.9 297.953 -119.679
3131400 -16119.6 -20033.9 303.11 343.079
3131500 -16110.3 -20008.5 301.855 267.878
3131600 -16182.1 -20021.9 297.339 -27.9078
3131700 -16218.9 -20053.6 296.944 58.8883
3131800 -16227.1 -20083.5 298.622 251.081
3131900 -16225.9 -20077.8 298.277 -112.384
3132000 -16239.6 -20104.9 299.311 236.169
3132100 -16269.5 -20118.9 298.079 183.66
3132200 -16290.5 -20139.8 298.075 -15.7527
3132300 -16307.3 -20116.8 294.998 -61.5421
3132400 -16236.9 -20088.2 298.23 125.512
3132500 -16152 -20046.7 301.588 120.63
3132600 -16169.9 -20023.7 298.427 31.8999
3132700 -16224.2 -20084 298.892 68.3523
3132800 -16307.4 -20126.5 295.738 -67.8523
3132900 -16341.6 -20178.4 297.104 127.952
3133000 -16327.1 -20126.5 294.215 239.313
3133100 -16194.8 -20123.1 304.196 138.36
3133200 -16208.3 -20071.9 299.178 -142.644
3133300 -16241.2 -20077.1 297.04 -13.1452
3133400 -16250.5 -20102.1 298.25 -125.348
3133500 -16301.5 -20089.2 293.305 -209.786
3133600 -16299.7 -20120.1 295.839 -128.368
3133700 -16213.3 -20074.4 298.996 -122.757
3133800 -16144.9 -20007.5 299.102 -59.3721
3133900 -16126.7 -20004.2 300.264 126.442
3134000 -16178.5 -20006.7 296.44 -140.962
3134100 -16306.2 -20075.4 291.873 -157.191
3134200 -16293.9 -20089.3 293.897 44.5573
3134300 -16219.4 -20062.3 297.579 -241.154
3134400 -16168.3 -20005.1 297.108 -175.215
3134500 -16136.1 -20003.1 299.447 259.79
3134600 -16143.9 -19979 296.979 42.0993
3134700 -16116.5 -19982.4 299.362 -2.38172
3134800 -16034 -19968.3 304.653 195.081
3134900 -16078.4 -19962 300.733 -117.341
3135000 -16167.7 -20015.6 297.968 -65.9861
3135100 -16216.4 -20050 296.86 -31.353
3135200 -16215 -20044.9 296.57 -145.522
3135300 -16162.2 -20043.6 300.562 -259.259
3135400 -16067.6 -19979.9 302.958 -271.195
3135500 -16038.3 -19939.7 302.113 207.283
3135600 -16119.1 -19969.4 298.148 -11.2172
3135700 -16194.2 -20045 298.192 -59.3523
3135800 -16220.8 -20075.6 298.496 -128.987
3135900 -16234.5 -20061.4 296.344 181.465
3136000 -16222.7 -20132.7 302.778 218.569
3136100 -16320.6 -20134.2 295.314 15.8415
3136200 -16350.7 -20102.8 290.551 -87.1678
3136300 -16254.2 -20074.9 295.866 -4.02896
3136400 -16185.9 -20061.4 300.104 207.323
3136500 -16194.8 -20071.4 300.187 201.627
3136600 -16276.5 -20113.2 297.1 42.2127
3136700 -16317.5 -20119 294.376 -226.295
3136800 -16284.7 -20105.3 295.854 37.5767
3136900 -16247.7 -20086.2 297.238 -107.941
3137000 -16220.2 -20062.1 297.503 26.2694
3137100 -16148.7 -20001.6 298.352 13.5901
3137200 -16057.9 -19967.7 302.764 229.312
3137300 -16076.7 -19957.7 300.531 -55.6742
3137400 -16114.7 -19962.2 297.937 76.6302
3137500 -16153.6 -20013.9 298.926 15.5408
3137600 -16216 -20026.8 295.092 -116.926
3137700 -16283.6 -20092 294.906 -115.175
3137800 -16352.5 -20118.2 291.605 -141.57
3137900 -16290.4 -20105.9 295.458 141.424
3138000 -16202 -20058.8 298.662 -277.813
3138100 -16187.6 -20072.2 300.812 -52.3224
3138200 -16230.5 -20045.3 295.404 -90.6119
3138300 -16243.1 -20056.9 295.329 -176.614
3138400 -16150.1 -20039.3 301.164 -25.2534
3138500 -16093.5 -19976.9 300.72 -44.7802
3138600 -16114.2 -19967.3 298.372 -273.89
3138700 -16206.3 -20086.6 300.475 237.387
3138800 -16295.1 -20069.2 292.249 -256.06
3138900 -16229.9 -20029.5 294.232 -158.215
3139000 -16157.3 -20032.7 300.1 64.6911
3139100 -16145.6 -19984.8 297.293 65.1751
3139200 -16105 -19933.7 296.475 -450.761
3139300 -16002 -19909.1 302.551 -172.075
3139400 -15991.1 -19890.1 301.92 -183.848
3139500 -16063.4 -19960.1 301.749 -80.7707
3139600 -16111.4 -19934.5 296.047 -84.1603
3139700 -16110.8 -19973.7 299.123 82.5397
3139800 -16119 -19957.9 297.265 47.4178
3139900 -16117.6 -19943.4 296.251 -45.6179
3140000 -16067.5 -19958.9 301.334 186.843
3140100 -16060.3 -19943.8 300.726 29.745
3140200 -16143.6 -19989.8 297.83 -144.671
3140300 -16209 -20008.8 294.24 -232.581
3140400 -16193.7 -20053.2 298.866 17.4463
3140500 -16184.3 -20025.6 297.456 31.7932
3140600 -16127.3 -19996.1 299.587 183.216
3140700 -16019.4 -19877.7 298.774 54.9669
3140800 -15976.3 -19889.8 303.048 63.8622
3140900 -16045.2 -19907.4 299.068 260.208
3141000 -16124.1 -19986.1 299.059 -6.30498
3141100 -16163.1 -20002 297.267 -195.301
3141200 -16173.7 -20025.9 298.305 237.708
3141300 -16192.6 -20055.9 299.154 101.156
3141400 -16279.7 -20065.3 293.139 -37.6711
3141500 -16306.8 -20072.3 291.583 59.8332
3141600 -16206.1 -20034.5 296.452 157.303
3141700 -16155.2 -20008.3 298.37 -15.4719
3141800 -16131.8 -19968.5 297.101 -60.746
3141900 -16096 -19998 302.159 105.475
3142000 -16153.5 -19986.9 296.842 40.7057
3142100 -16218.3 -20014.3 293.947 -254.253
3142200 -16165.4 -19971.4 294.717 -119.99
3142300 -16080.9 -19932 298.214 -138.099
3142400 -16063.9 -19943.1 300.394 42.8588
3142500 -16096.8 -19943.8 297.897 -30.3272
3142600 -16159.5 -20008 298.009 0.321607
3142700 -16259.2 -20055.3 293.949 96.6692
3142800 -16273.9 -20113.7 297.338 -200.866
3142900 -16250.7 -20033.6 292.936 -179.221
3143000 -16198.3 -20052.8 298.478 -113.459
3143100 -16173.7 -20034.7 298.983 -52.5875
3143200 -16173.6 -20025.8 298.306 -232.437
3143300 -16172.7 -20017 297.687 -105.516
3143400 -16179.5 -20040.4 298.973 125.163
3143500 -16214.3 -20032.8 295.69 18.5347
3143600 -16199.6 -20019.9 295.827 28.9387
3143700 -16118.8 -19998.1 300.396 206.55
3143800 -16070.9 -19922.4 298.249 -43.3973
3143900 -16008.1 -19923.7 303.21 54.035
3144000 -15964.9 -19894.7 304.307 136.725
3144100 -16049.8 -19906.1 298.622 4.11381
3144200 -16137.7 -19998.9 299 33.5874
3144300 -16181.4 -20033.4 298.282 113.314
3144400 -16210.9 -20023.4 295.224 54.829
3144500 -16160.7 -20008 297.919 125.433
3144600 -16045.9 -19945.3 301.957 86.2447
3144700 -16036.9 -19881.4 297.703 -88.0036
3144800 -16052.4 -19946.6 301.55 -32.1576
3144900 -16151.6 -19989.8 297.217 188.705
3145000 -16205.3 -20029.1 296.102 -63.9595
3145100 -16178.4 -20028.3 298.123 69.9923
3145200 -16157.5 -20043.8 300.946 58.6493
3145300 -16231.1 -20070.1 297.275 -34.005
3145400 -16315.4 -20068 290.585 -74.6646
3145500 -16260 -20058.6 294.148 -71.2513
3145600 -16195.7 -20025.4 296.559 -40.4829
3145700 -16131.9 -19967 296.97 233.31
3145800 -16073.6 -19952.6 300.372 213.29
3145900 -16103.4 -20003.3 301.995 20.9423
3146000 -16190.4 -20015.7 296.216 -42.4246
3146100 -16201.7 -20031 296.532 68.9566
3146200 -16174.6 -20029 298.47 -8.77935
3146300 -16111.8 -19908.2 293.972 -134.606
3146400 -16011.4 -19918.4 302.546 122.727
3146500 -16045.8 -19956.9 302.862 219.918
3146600 -16130.6 -19971 297.388 -45.1067
3146700 -16164 -19997.1 296.819 -112.8
3146800 -16183.3 -20049.6 299.394 -50.533
3146900 -16282.7 -20092.8 295.042 -44.3157
3147000 -16335.3 -20136.8 294.375 -92.4815
3147100 -16284.5 -20089.3 294.627 -132.344
3147200 -16228.2 -20095.2 299.449 -178.247
3147300 -16251.7 -20140.1 301.104 -141.01
3147400 -16314.4 -20159.8 297.769 -77.5305
3147500 -16344.1 -20149.3 294.662 238.909
3147600 -16290.3 -20147.8 298.709 38.5218
3147700 -16159.8 -20073.6 303.066 40.9727
3147800 -16132.4 -19990.6 298.764 -50.2854
3147900 -16161.9 -20032.2 299.702 -100.64
3148000 -16211.1 -20041.3 296.594 -82.5019
3148100 -16245.6 -20131.6 300.923 27.4056
3148200 -16377.6 -20181.1 294.53 78.6966
3148300 -16387.7 -20174.5 293.233 -92.7348
3148400 -16301 -20136.8 297.027 132.311
3148500 -16234.3 -20080.7 297.848 92.0784
3148600 -16200.3 -20073.4 299.916 131.31
3148700 -16216.4 -20067 298.179 57.2079
3148800 -16304 -20109.2 294.665 74.146
3148900 -16385.8 -20216.4 296.628 43.4498
3149000 -16399.2 -20177.7 292.589 34.7235
3149100 -16301.6 -20134 296.763 -9.16319
3149200 -16238.7 -20036.3 294.074 -46.6864
3149300 -16170.1 -20037.9 299.508 129.607
3149400 -16162.2 -20060.7 301.885 142.882
3149500 -16250.3 -20090.1 297.339 -16.7862
3149600 -16286.3 -20075.8 293.45 -183.492
3149700 -16242.8 -20077.5 296.945 13.1988
3149800 -16205 -20047.6 297.559 370.603
3149900 -16192.1 -20085.9 301.516 -22.2491
3150000 -16247.6 -20088.9 297.455 326.084
3150100 -16365.7 -20132.1 291.655 66.6007
3150200 -16419.9 -20156 289.304 -54.5916
3150300 -16342.9 -20128.7 293.16 45.0148
3150400 -16268.6 -20107.1 297.24 -219.8
3150500 -16200.7 -20052.2 298.247 75.1907
3150600 -16148.3 -20031.1 300.676 159.178
3150700 -16151 -20001.4 298.155 114.641
3150800 -16211.6 -20015 294.523 -60.1369
3150900 -16272.9 -20095.2 295.99 -123.689
3151000 -16278.5 -20060 292.825 -137.905
3151100 -16171.5 -20054.4 300.682 -139.317
3151200 -16156 -20015.4 298.859 34.9574
3151300 -16184.1 -20063.4 300.403 199.595
3151400 -16262.7 -20086 296.062 -126.554
3151500 -16307.6 -20110.5 294.483 -201.076
3151600 -16275.2 -20103.8 296.472 16.0693
3151700 -16252.6 -20099.7 297.908 151.702
3151800 -16229.6 -20037.1 294.833 -182.781
3151900 -16153.7 -20028.3 300.033 49.6233
3152000 -16132.6 -20031.3 301.902 -2.58625
3152100 -16197.2 -20013.6 295.524 -191.419
3152200 -16292 -20065.4 292.195 -435.715
3152300 -16333 -20091.4 291.035 -396.96
3152400 -16209.3 -20044.6 296.988 82.6946
3152500 -16161.8 -20059.2 301.795 -94.4237
3152600 -16208.2 -20033.7 296.23 -233.332
3152700 -16232.7 -20054.1 295.92 -206.47
3152800 -16182.7 -20064.6 300.603 -34.7066
3152900 -16113.9 -20031.2 303.341 126.368
3153000 -16157.5 -19986.3 296.488 -211.745
3153100 -16234.8 -20031.9 294.028 -210.309
3153200 -16213.5 -20066.2 298.339 22.3887
3153300 -16091.7 -19992.7 302.073 -47.2703
3153400 -16056.8 -19951.7 301.606 -37.5576
3153500 -16118.6 -19999 300.479 141.786
3153600 -16173.2 -19998.5 296.222 -223.359
3153700 -16159 -19982.1 296.046 -184.493
3153800 -16109.8 -19960.2 298.165 -112.832
3153900 -16073.1 -19955.1 300.606 59.4051
3154000 -16136.6 -19978.8 297.53 -101.664
3154100 -16248.9 -20031.9 292.945 -67.4484
3154200 -16207 -20035.5 296.463 73.4198
3154300 -16126.1 -19958.6 296.78 -230.585
3154400 -16063.4 -19949 300.888 -37.0399
3154500 -16077.4 -19939.6 299.072 -31.1372
3154600 -16120.5 -19978.9 298.785 -193.307
3154700 -16162.1 -20014.3 298.304 -108.02
3154800 -16184.8 -20010.7 296.259 -153.695
3154900 -16181.1 -20053.1 299.833 -314.414
3155000 -16201.5 -20021.7 295.823 -21.7004
3155100 -16198.2 -20053.2 298.511 -100.693
3155200 -16195.8 -20035.5 297.331 -12.2042
3155300 -16184.7 -20036.2 298.246 -121.206
3155400 -16133.1 -19974.2 297.445 117.076
3155500 -16056.7 -19962.4 302.448 73.3491
3155600 -16061.5 -19922.3 298.964 199.9
3155700 -16146.1 -19931.1 293.091 189.353
3155800 -16205.9 -20002.9 294.022 183.029
3155900 -16138.8 -20000.9 299.064 52.8929
3156000 -16049.1 -19951.6 302.198 224.988
3156100 -16074.2 -19954.6 300.484 91.0777
3156200 -16132.8 -19961.8 296.499 95.268
3156300 -16151.4 -19988.6 297.138 143.288
3156400 -16135.8 -19947 295.126 49.3612
3156500 -16105.8 -19980.7 300.054 23.1698
3156600 -16111.8 -19947.8 297.044 125.147
3156700 -16099.9 -19956.5 298.644 -7.29372
3156800 -16077.9 -19972 301.545 191.87
3156900 -16112.6 -19947.1 296.927 169.358
3157000 -16173.4 -20019.6 297.841 11.726
3157100 -16227.2 -20020.3 293.723 223.674
3157200 -16163 -20006.6 297.635 257.348
3157300 -16072.3 -19936.7 299.244 -3.04454
3157400 -16057.9 -19912.9 298.515 24.3791
3157500 -16067.5 -19925.4 298.744 -242.689
3157600 -16115.1 -19923.3 294.892 -64.9143
3157700 -16192.7 -20017.2 296.161 -72.3595
3157800 -16273.4 -20064.2 293.546 -172.636
3157900 -16248.6 -20048.4 294.239 73.5731
3158000 -16146.7 -20015.6 299.593 102.117
3158100 -16138.4 -20020.2 300.587 92.1147
3158200 -16196.8 -20055.9 298.834 -190.655
3158300 -16246.5 -20047.2 294.311 -176.515
3158400 -16220.2 -20055.1 296.959 147.656
3158500 -16121.6 -19972.1 298.168 -33.3334
3158600 -16064.9 -19972.4 302.579 314.147
3158700 -16120.6 -19969.3 298.028 -56.7357
3158800 -16178.3 -20019.8 297.464 -72.523
3158900 -16219.2 -20017.4 294.117 -132.926
3159000 -16167.1 -20030 299.122 78.5097
3159100 -16069.9 -19939.8 299.673 -110.009
3159200 -16025.1 -19872.2 297.904 -131.621
3159300 -15997.6 -19902.6 302.389 115.636
3159400 -16105.7 -19933.4 296.405 -48.9687
3159500 -16185 -20010.9 296.261 -234.855
3159600 -16179 -20030.5 298.245 86.4638
3159700 -16168.8 -20017.2 298.006 105.687
3159800 -16161.1 -20007 297.809 -144.232
3159900 -16139.1 -20030.6 301.339 31.3992
3160000 -16185.2 -20081 301.677 173.004
3160100 -16288.1 -20142.3 298.448 -22.2723
3160200 -16333.3 -20141.7 294.912 6.88571
3160300 -16295.7 -20095.7 294.26 -12.0981
3160400 -16198.1 -20047.4 298.076 -113.255
3160500 -16170.9 -20053.8 300.677 87.6723
3160600 -16212.4 -20067 298.479 30.281
3160700 -16273.8 -20102.8 296.499 -26.2787
3160800 -16318.6 -20159.6 297.429 -85.5162
3160900 -16421.2 -20172.6 290.49 -113.076
3161000 -16401.8 -20174.9 292.173 -73.6957
3161100 -16306.8 -20149.4 297.554 235.399
3161200 -16259.6 -20081.9 295.988 -148.715
3161300 -16196.8 -20061.4 299.259 -83.9808
3161400 -16148.7 -20003.1 298.468 34.1712
3161500 -16076 -19987.5 302.894 271.902
3161600 -16003.6 -19935.9 304.504 41.6413
3161700 -16047.8 -19902.6 298.503 178.426
3161800 -16137.3 -19964.8 296.388 166.795
3161900 -16175.7 -20041.5 299.347 0.876948
3162000 -16226.5 -20071.6 297.748 44.9762
3162100 -16250.6 -20061.6 295.114 215.7
3162200 -16233.7 -20068.6 296.961 148.599
3162300 -16211.5 -20074.9 299.169 32.1488
3162400 -16199 -20020.7 295.936 128.713
3162500 -16140.2 -20023.5 300.706 17.9471
3162600 -16102.7 -20005.4 302.212 186.964
3162700 -16190.7 -20002.5 295.166 -200.902
3162800 -16235.7 -20038.7 294.487 -237.892
3162900 -16193.8 -20016.2 295.988 -46.1673
3163000 -16136.3 -20000.7 299.245 -88.6056
3163100 -16133.7 -19993.1 298.851 -22.8675
3163200 -16137.4 -19953.9 295.535 -74.243
3163300 -16086.8 -19968.7 300.604 241.998
3163400 -16085.7 -19973.5 301.054 -90.5023
3163500 -16211 -20033.1 295.975 8.30977
3163600 -16248.7 -20031.9 292.954 -63.633
3163700 -16173.3 -19994 295.867 -92.6258
3163800 -16112.3 -19985.4 299.92 -140.864
3163900 -16115.2 -19959 297.649 99.9654
3164000 -16105.6 -19938 296.761 134.566
3164100 -16026.5 -19924 301.802 50.8653
3164200 -15970.7 -19860.3 301.2 72.1711
3164300 -16017.3 -19912.8 301.649 -59.1328
3164400 -16134.1 -19976.1 297.504 124.623
3164500 -16157 -19999.2 297.524 12.8169
3164600 -16159.1 -20022.4 299.159 -81.0841
3164700 -16171.7 -19966.3 293.841 64.5726
3164800 -16093.7 -19935.4 297.49 209.7
3164900 -16025.1 -19927.5 302.186 151.503
3165000 -16057.7 -19906.2 298.011 -92.3033
3165100 -16118.2 -19968.5 298.158 -37.128
3165200 -16233.6 -20068.6 296.967 70.2443
3165300 -16275.8 -20072.3 293.983 -154.138
3165400 -16212.1 -20036.6 296.155 120.579
3165500 -16152 -19985.2 296.829 105.743
3165600 -16107.1 -19973.5 299.401 43.7586
3165700 -16068.1 -19956.1 301.069 146.867
3165800 -16062.1 -19920.5 298.782 -76.3709
3165900 -16112.9 -19985.6 299.887 -155.656
3166000 -16198.6 -19999.9 294.357 -214.781
3166100 -16200.7 -20026.3 296.238 27.8101
3166200 -16129.4 -19980.4 298.205 -76.3795
3166300 -16041.4 -19902.5 298.993 7.74513
3166400 -16015 -19920.1 302.392 16.3159
3166500 -16064.2 -19956.6 301.418 4.16899
3166600 -16139.8 -19993.1 298.381 21.2032
3166700 -16190 -20003.2 295.279 -31.8667
3166800 -16149.5 -19958.3 294.939 -30.1247
3166900 -16065.9 -19923 298.683 16.3044
3167000 -16048.5 -19911.8 299.16 47.8134
3167100 -16065.2 -19931 299.352 104.015
3167200 -16153.2 -20005.9 298.335 -332.424
3167300 -16215.6 -20024.9 294.984 -197.395
3167400 -16203.2 -20055.4 298.302 -134.5
3167500 -16189.5 -20023.1 296.864 -122.505
3167600 -16134.2 -20006.2 299.835 74.8568
3167700 -16030 -19940.9 302.849 163.488
3167800 -16004.6 -19883.9 300.391 -244.81
3167900 -16094.5 -19963.3 299.583 -148.293
3168000 -16191 -19982.2 293.571 -42.6371
3168100 -16157.4 -19990.9 296.851 -73.9085
3168200 -16082.6 -19941.7 298.833 -52.5294
3168300 -16041.4 -19919 300.263 -202.556
3168400 -16054.3 -19912.1 298.739 -63.8519
3168500 -16160.5 -19988.9 296.462 -34.1844
3168600 -16219.4 -20023 294.534 -14.4083
3168700 -16186.9 -20025.9 297.276 156.372
3168800 -16105.6 -19974.6 299.603 143.211
3168900 -16038.5 -19935 301.733 -3.41301
3169000 -16070.5 -19938.4 299.511 142.909
3169100 -16214.7 -20006.2 293.597 -241.071
3169200 -16240.6 -20060 295.765 45.4769
3169300 -16201 -20031.7 296.636 1.69583
3169400 -16118.6 -19982.6 299.211 -69.1889
3169500 -16087.9 -19983.3 301.648 222.863
3169600 -16129.4 -20000 299.726 112.765
3169700 -16168.2 -19991.4 296.057 -142.475
3169800 -16149.3 -19973.6 296.14 -101.771
3169900 -16108.4 -19994.9 300.961 184.487
3170000 -16114.8 -19944.4 296.547 47.2017
3170100 -16134.4 -20002.7 299.539 22.1484
3170200 -16202.3 -20018.1 295.479 -33.1056
3170300 -16230.4 -20048.9 295.695 -171.888
3170400 -16192.8 -20037.6 297.723 173.682
3170500 -16095.1 -19942.9 297.963 -128.754
3170600 -16037.8 -19947.1 302.721 30.1549
3170700 -16094.8 -19962.7 299.514 -41.7205
3170800 -16154.1 -19990.2 297.059 -138.828
3170900 -16170.9 -20030 298.831 -205.097
3171000 -16171.1 -19992.9 295.946 -26.2062
3171100 -16094.1 -19977.1 300.684 -110.481
3171200 -15982.4 -19918.1 304.771 87.3019
3171300 -16037.7 -19918.8 300.534 -6.70304
3171400 -16112.7 -19957.5 297.731 -272.927
3171500 -16138.2 -19996.3 298.753 20.9523
3171600 -16160.9 -19992.4 296.7 -17.3458
3171700 -16227.2 -20069 297.496 -154.977
3171800 -16328.4 -20128.2 294.241 -217.156
3171900 -16306.7 -20086.3 292.675 -18.1363
3172000 -16222.2 -20067.1 297.731 -301.719
3172100 -16203.1 -20087.4 300.783 256.032
3172200 -16247.4 -20098.8 298.243 171.517
3172300 -16320.5 -20136.4 295.489 -341.784
3172400 -16388 -20184.9 294.019 -514.213
3172500 -16460.3 -20211.1 290.453 -61.2852
3172600 -16394.3 -20191.3 294.025 138.987
3172700 -16284.8 -20093.2 294.909 -140.673
3172800 -16207.8 -20045.3 297.158 -35.8369
3172900 -16168.7 -20040.8 299.843 -110.058
3173000 -16175.7 -20032.8 298.676 198.929
3173100 -16216.4 -20054.8 297.232 -95.6766
3173200 -16288.1 -20054.8 291.679 -100.618
3173300 -16234.6 -20059.2 296.163 -2.15472
3173400 -16150.7 -20012.2 299.017 -82.4262
