# Time-averaged data for fix TEAve
# TimeStep v_TotEn
100 -16263.6
200 -16259.4
300 -16160.4
400 -16103.3
500 -16110.7
600 -16179.3
700 -16277.2
800 -16283.3
900 -16287.5
1000 -16217.3
1100 -16111.3
1200 -16080.3
1300 -16127.1
1400 -16221.4
1500 -16276.3
1600 -16260.5
1700 -16189.2
1800 -16139.6
1900 -16123.7
2000 -16089.6
2100 -16073
2200 -16172.4
2300 -16259.3
2400 -16289.3
2500 -16234.8
2600 -16141.3
2700 -16124.1
2800 -16162.1
2900 -16165.5
3000 -16215.1
3100 -16326.1
3200 -16328.1
3300 -16246.3
3400 -16196
3500 -16176.9
3600 -16219.9
3700 -16315.4
3800 -16327
3900 -16220.4
4000 -16189.7
4100 -16212.7
4200 -16244.5
4300 -16258.3
4400 -16253.3
4500 -16163
4600 -16124.2
4700 -16177.7
4800 -16270.9
4900 -16286.4
5000 -16234.4
5100 -16176.7
5200 -16202.5
5300 -16262.2
5400 -16286.9
5500 -16263
5600 -16175.1
5700 -16137.6
5800 -16149
5900 -16201
6000 -16257.8
6100 -16263
6200 -16199.7
6300 -16156.3
6400 -16177.6
6500 -16284.2
6600 -16347.3
6700 -16277.4
6800 -16192.2
6900 -16149.5
7000 -16099.9
7100 -16151.6
7200 -16257
7300 -16228.2
7400 -16173.7
7500 -16152
7600 -16144.1
7700 -16179.2
7800 -16268.5
7900 -16268.6
8000 -16184.9
8100 -16168.1
8200 -16213
8300 -16247.4
8400 -16245.4
8500 -16145.1
8600 -16071.7
8700 -16098.6
8800 -16161.1
8900 -16258.5
9000 -16237.3
9100 -16166.9
9200 -16137.1
9300 -16209.6
9400 -16300.4
9500 -16291.8
9600 -16218.1
9700 -16144
9800 -16148.7
9900 -16195.3
10000 -16241.8
10100 -16351.3
10200 -16336.6
10300 -16256.4
10400 -16208.3
10500 -16172.5
10600 -16154.2
10700 -16190.4
10800 -16230.9
10900 -16196.9
11000 -16147.3
11100 -16094.2
11200 -16064.7
11300 -16151.4
11400 -16219.2
11500 -16187.4
11600 -16119.9
11700 -16155
11800 -16260.7
11900 -16304.8
12000 -16297.9
12100 -16248.8
12200 -16189
12300 -16139.4
12400 -16143.9
12500 -16197
12600 -16233.3
12700 -16235
12800 -16214.1
12900 -16161.4
13000 -16167.2
13100 -16243.9
13200 -16312.4
13300 -16321.4
13400 -16225.5
13500 -16132.2
13600 -16127.1
13700 -16181.6
13800 -16266.2
13900 -16286.8
14000 -16210.2
14100 -16157.2
14200 -16108.1
14300 -16139.8
14400 -16209
14500 -16257.2
14600 -16364.6
14700 -16368.5
14800 -16305.1
14900 -16246.5
15000 -16205.6
15100 -16184.4
15200 -16102.3
15300 -16025.4
15400 -16093.4
15500 -16144.4
15600 -16159.6
15700 -16216
15800 -16252.4
15900 -16191.1
16000 -16096.3
16100 -16124.4
16200 -16195.3
16300 -16196.1
16400 -16156.8
16500 -16137.4
16600 -16132.7
16700 -16153
16800 -16252.6
16900 -16283.5
17000 -16211.4
17100 -16125.2
17200 -16112.5
17300 -16130.4
17400 -16186
17500 -16283.4
17600 -16321.3
17700 -16261.4
17800 -16216.2
17900 -16190.5
18000 -16192.3
18100 -16259.6
18200 -16373.7
18300 -16338.3
18400 -16261.5
18500 -16200.2
18600 -16138.2
18700 -16112.6
18800 -16182.4
18900 -16286.8
19000 -16261.9
19100 -16194.1
19200 -16168
19300 -16258.5
19400 -16357.2
19500 -16329.6
19600 -16266.3
19700 -16184.3
19800 -16158.2
19900 -16154.4
20000 -16166.3
20100 -16231.2
20200 -16252.1
20300 -16172.9
20400 -16108.7
20500 -16140.9
20600 -16167.5
20700 -16145.1
20800 -16064
20900 -16024.6
21000 -16108.1
21100 -16151.4
21200 -16161.8
21300 -16213.2
21400 -16243.9
21500 -16152.4
21600 -16066.3
21700 -16059.5
21800 -16128.2
21900 -16190.3
22000 -16162.2
22100 -16130.5
22200 -16026.1
22300 -15995.6
22400 -16065.1
22500 -16136
22600 -16150.1
22700 -16162.8
22800 -16066.4
22900 -16013.2
23000 -16085.8
23100 -16155.9
23200 -16176.6
23300 -16183.6
23400 -16124.5
23500 -16020.7
23600 -16044.6
23700 -16103.2
