# Time-averaged data for fix PEAve
# TimeStep v_PotEn
100 -20120.5
200 -20096.6
300 -20064.6
400 -20047
500 -20026
600 -20026.7
700 -20025
800 -20062.5
900 -20098.7
1000 -20145.2
1100 -20102.3
1200 -20056.6
1300 -20007.4
1400 -19991.2
1500 -20032.4
1600 -20046.4
1700 -20068.7
1800 -20093.2
1900 -20092.8
2000 -20036.6
2100 -20090.7
2200 -20098
2300 -20059.5
2400 -20010.5
2500 -19972.2
2600 -20046.3
2700 -20090
2800 -20132.7
2900 -20073.6
3000 -20075
3100 -20040.5
3200 -20093.9
3300 -20142.8
3400 -20132.2
3500 -20083
3600 -20058.7
3700 -20085.5
3800 -20110.3
3900 -20111.6
4000 -20156.1
4100 -20113.4
4200 -20079.2
4300 -20056.5
4400 -20033.7
4500 -20113
4600 -20143.4
4700 -20073.3
4800 -20037.6
4900 -19992.2
5000 -19985.7
5100 -19964.5
5200 -20006.5
5300 -20033.1
5400 -20005
5500 -19996.4
5600 -19957.5
5700 -20015.6
5800 -20020.9
5900 -20029.2
6000 -20027.7
6100 -20026
6200 -20027.7
6300 -20040.2
6400 -20094.6
6500 -20073.4
6600 -20015.9
6700 -20079.9
6800 -20060.9
6900 -20067.4
7000 -20078.6
7100 -20047.8
7200 -20002.6
7300 -20004.3
7400 -20063.6
7500 -20105.2
7600 -20117.8
7700 -20114.7
7800 -20096.9
7900 -20089.9
8000 -20109.7
8100 -20137.4
8200 -20134.3
8300 -20095.2
8400 -20099.7
8500 -20074.9
8600 -20112.8
8700 -20134.8
8800 -20106.1
8900 -20094.7
9000 -20087.3
9100 -20055.3
9200 -20048.6
9300 -19998.2
9400 -19939.8
9500 -19971.8
9600 -19993.5
9700 -20007.2
9800 -20019.2
9900 -20035.7
10000 -20082.7
10100 -20066.5
10200 -20081.8
10300 -20086.7
10400 -20109.8
10500 -20124
10600 -20102.5
10700 -20028.5
10800 -20023.4
10900 -20011.3
11000 -20039.2
11100 -20055.2
11200 -20009.7
11300 -20009.2
11400 -20015.6
11500 -20088.1
11600 -20065.8
11700 -20089.2
11800 -20082.1
11900 -20033.2
12000 -19990.1
12100 -20003.8
12200 -19999.5
12300 -20045.2
12400 -20069.8
12500 -20072
12600 -20022.7
12700 -19983
12800 -20031.7
12900 -20045.2
13000 -20022.8
13100 -19992.5
13200 -19953.5
13300 -19999
13400 -20045.1
13500 -20050.9
13600 -20031.3
13700 -19956.6
13800 -19962.6
13900 -19998.6
14000 -20006.9
14100 -20025.5
14200 -20034.6
14300 -19990.5
14400 -19993.2
14500 -20043.1
14600 -20055.8
14700 -20044.1
14800 -20006.3
14900 -19968.6
15000 -20004.8
15100 -20002.6
15200 -20078.4
15300 -20084.2
15400 -20132.1
15500 -20083.5
15600 -19965.4
15700 -19969.2
15800 -19997.5
15900 -20066.2
16000 -20080.7
16100 -20046.1
16200 -20010.6
16300 -19991.6
16400 -19983.7
16500 -19999
16600 -19993.2
16700 -19932.1
16800 -19941.7
16900 -19918.6
17000 -19979.7
17100 -20013
17200 -20033.2
17300 -20053.5
17400 -20007.4
17500 -19991.8
17600 -19956.7
17700 -19934.4
17800 -19948.7
17900 -19992.8
18000 -19996.6
18100 -20010.9
18200 -20020
18300 -19983.9
18400 -20014.2
18500 -20020.7
18600 -20035.2
18700 -20031.4
18800 -19976.9
18900 -20030
19000 -20088.2
19100 -20117.6
19200 -20118.9
19300 -20103.8
19400 -20131.4
19500 -20084.2
19600 -20105.5
19700 -20123.2
19800 -20106
19900 -20108.8
20000 -20032.9
20100 -19971.8
20200 -19989.6
20300 -20001.5
20400 -20057
20500 -20074.4
20600 -20095.4
20700 -20145.1
20800 -20152
20900 -20090.6
21000 -20088.2
21100 -20069.2
21200 -20070.3
21300 -20077
21400 -20056.4
21500 -20017.8
21600 -20039.5
21700 -20099.7
21800 -20126.2
21900 -20119.3
22000 -20120.5
22100 -20102.2
22200 -20124.6
22300 -20091.4
22400 -20096.1
22500 -20049.3
22600 -20076.3
22700 -20129.2
22800 -20120.4
22900 -20074.5
23000 -20063.5
23100 -20098.2
23200 -20098.1
23300 -20108.6
23400 -20065.2
23500 -20070.2
23600 -20075.4
23700 -20088.1
23800 -20164
23900 -20126.6
24000 -20094.7
24100 -20057.6
24200 -20061.9
24300 -20094.7
24400 -20109.7
24500 -20127.3
24600 -20126.7
24700 -20050.1
24800 -20065.3
24900 -20080.2
25000 -20167.4
25100 -20181.1
25200 -20178.2
25300 -20119.7
25400 -20133.7
25500 -20098.7
25600 -20088
25700 -20089
25800 -20132.6
25900 -20104.8
26000 -20126.8
26100 -20125.6
26200 -20126.5
26300 -20107.7
26400 -20128.8
26500 -20134
26600 -20111
26700 -20125.9
26800 -20085.9
26900 -20081
27000 -20063.4
27100 -20104.8
27200 -20112.1
27300 -20146.8
27400 -20133
27500 -20112.8
27600 -20104.3
27700 -20109.6
27800 -20129.8
27900 -20180.2
28000 -20197.3
28100 -20160.1
28200 -20134.3
28300 -20084.6
28400 -20032.6
28500 -20025.1
28600 -20019.6
28700 -20076.3
28800 -20105.2
28900 -20140.8
29000 -20156.5
29100 -20154.2
29200 -20125.3
29300 -20073.9
29400 -20042
29500 -20049.5
29600 -20071.2
29700 -20082.6
29800 -20131.7
29900 -20112.4
30000 -20128.5
30100 -20185.2
30200 -20146.3
30300 -20134.9
30400 -20099
30500 -20076.8
30600 -20055.9
30700 -20022
30800 -20059
30900 -20099.9
31000 -20056
31100 -20021.8
31200 -20028.8
31300 -20074
31400 -20054.7
31500 -20066.8
31600 -20073
31700 -20045.3
31800 -20050.2
31900 -20034.7
32000 -20090.6
32100 -20098.4
32200 -20121.4
32300 -20092.6
32400 -20056.7
32500 -20032.8
32600 -19961.6
32700 -19944.4
32800 -19973.1
32900 -20034.3
33000 -20021.1
33100 -20023.5
33200 -19981.2
33300 -19999.8
33400 -19989
33500 -19980
33600 -20043.8
33700 -20111.3
33800 -20142.9
33900 -20157.5
34000 -20107.9
34100 -20127
34200 -20133.1
34300 -20115.6
34400 -20085.2
34500 -20041.6
34600 -20013.9
34700 -20010.4
34800 -20027
34900 -20111.7
35000 -20127.7
35100 -20094
35200 -20041.2
35300 -20042.8
35400 -20040.4
35500 -20064
35600 -20087.5
35700 -20062
35800 -20051.8
35900 -20025.2
36000 -20034.2
36100 -20059
36200 -20065.9
36300 -19990.8
36400 -19968.8
36500 -19985
36600 -20014.5
36700 -20063.9
36800 -20077.8
36900 -20122.2
37000 -20097.9
37100 -20137.9
37200 -20167.9
37300 -20180.2
37400 -20125.2
37500 -20117.8
37600 -20096.9
37700 -20094.3
37800 -20106.9
37900 -20120.1
38000 -20125.5
38100 -20108.4
38200 -20100.6
38300 -20154.5
38400 -20165.1
38500 -20171
38600 -20205.7
38700 -20183
38800 -20161
38900 -20102
39000 -20099
39100 -20117.1
39200 -20144
39300 -20090.8
39400 -20019.5
39500 -19978
39600 -19980.3
39700 -19972.3
39800 -20004.7
39900 -20039.8
40000 -20018
40100 -19990.1
40200 -19999.7
40300 -20012.9
40400 -20060.6
40500 -20111.6
40600 -20149.3
40700 -20167.2
40800 -20122.3
40900 -20076.1
41000 -20040.5
41100 -20066.9
41200 -20082.4
41300 -20169.3
41400 -20229.3
41500 -20158.1
41600 -20086.2
41700 -20032.4
41800 -20037.7
41900 -20010.4
42000 -20071.3
42100 -20102.9
42200 -20137.3
42300 -20084.7
42400 -20017.4
42500 -19990.4
42600 -20001.4
42700 -20013.3
42800 -20042.1
42900 -20114.9
43000 -20098.5
43100 -20051.3
43200 -20039
43300 -19996.6
43400 -20035.8
43500 -20082.7
43600 -20139.6
43700 -20090.8
43800 -20084.5
43900 -20047.5
44000 -20031.5
44100 -20088.6
44200 -20045.7
44300 -20116.2
44400 -20142.6
44500 -20142.7
44600 -20061.3
44700 -20035.1
44800 -20011.5
44900 -20087.2
45000 -20164.9
45100 -20175.6
45200 -20147.8
45300 -20103.6
45400 -20078.7
45500 -20055.7
45600 -20030.7
45700 -19988.3
45800 -19971.4
45900 -20004.8
46000 -20033.1
46100 -20080
46200 -20038.8
46300 -20052.3
46400 -20011.7
46500 -20039.6
46600 -20047.4
46700 -20016.4
46800 -20031.3
46900 -20018.8
47000 -20035.9
47100 -20014
47200 -20005.4
47300 -19949
47400 -19946.8
47500 -20001.2
47600 -20039.1
47700 -20105.4
47800 -20076.5
47900 -20065
48000 -19995.1
48100 -19955.8
48200 -19930.4
48300 -19955.4
48400 -20027.6
48500 -20035.4
48600 -20034.5
48700 -19955.4
48800 -19979.9
48900 -20029.7
49000 -20062
49100 -20110.1
49200 -20086.3
49300 -20033.7
49400 -19971.9
49500 -20023.6
49600 -19991.6
49700 -20015.2
49800 -20038.9
49900 -20069.8
50000 -20114.6
50100 -20058.1
50200 -20040.1
50300 -20037.5
50400 -20038.4
50500 -19979.7
50600 -19995
50700 -19977.2
50800 -19989.4
50900 -20034.6
51000 -20035.9
51100 -20003.6
51200 -19966.7
51300 -19976.1
51400 -19985.3
51500 -19995
51600 -19958.3
51700 -19996.4
51800 -19958
51900 -19973.4
52000 -20023.7
52100 -19995.3
52200 -20025.7
52300 -20024.8
52400 -20001.5
52500 -20038.4
52600 -20050.9
52700 -20057.3
52800 -20015.8
52900 -20023.1
53000 -20025.9
53100 -20027.2
53200 -20038.9
53300 -20007.4
53400 -19996.3
53500 -20000.8
53600 -20028.9
53700 -20092.7
53800 -20112.5
53900 -20088.4
54000 -20020.1
54100 -19990.7
54200 -19947.1
54300 -19971
54400 -19959.3
54500 -19969.8
54600 -20029
54700 -20049.3
54800 -20088.9
54900 -20033.2
55000 -20003.6
55100 -19978.8
55200 -19993
55300 -20051.9
55400 -20079.5
55500 -20147.2
55600 -20126.3
55700 -20115.1
55800 -20042.5
55900 -20021.7
56000 -20003
56100 -19969.4
56200 -20050.2
56300 -20063.7
56400 -20047.3
56500 -19979.3
56600 -19950.5
56700 -19920.5
56800 -19930
56900 -19929.8
57000 -19928.9
57100 -19986.5
57200 -20013.4
57300 -20036.7
57400 -19963
57500 -19882
57600 -19874.2
57700 -19926.4
57800 -19946.9
57900 -19989.8
58000 -19973.3
58100 -19957.4
58200 -19985.6
58300 -20006.4
58400 -20022.6
58500 -19980.7
58600 -19961
58700 -19966.9
58800 -19997.1
58900 -19978.4
59000 -19996.1
59100 -20023.9
59200 -20000.4
59300 -20012.3
59400 -20004.2
59500 -19988.9
59600 -19969.9
59700 -20019.4
59800 -20003.7
59900 -19960.6
60000 -19882.2
60100 -19929.9
60200 -19961.7
60300 -19948.4
60400 -19930.9
60500 -19920
60600 -19893.9
60700 -20000.7
60800 -20000.3
60900 -20016.4
61000 -20013.7
61100 -19975.7
61200 -19987.4
61300 -20053.2
61400 -20036.6
61500 -20023.5
61600 -19976.6
61700 -19965
61800 -19967.4
61900 -20024.1
62000 -20035.8
62100 -20084.4
62200 -20045.8
62300 -20020.3
62400 -20011.2
62500 -20050.1
62600 -20072.8
62700 -20067.2
62800 -20051.4
62900 -20060.4
63000 -20041.8
63100 -20069.4
63200 -20041.9
63300 -20009.5
63400 -20005.9
63500 -20009.6
63600 -20035.7
63700 -20116
63800 -20064.8
63900 -20039.1
64000 -20021.9
64100 -19999.9
64200 -19932.2
64300 -19936.2
64400 -19900.3
64500 -19975.6
64600 -19975.5
64700 -19941.3
64800 -19911.3
64900 -19956.7
65000 -19961.7
65100 -20049.9
65200 -20046
65300 -20050.3
65400 -20061.6
65500 -20080.6
65600 -20125.6
65700 -20106
65800 -20119.9
65900 -20060.6
66000 -20041.4
66100 -20023.7
66200 -20041.5
66300 -20091.5
66400 -20049.7
66500 -20023.3
66600 -19978
66700 -19940.2
66800 -20017.6
66900 -20058.4
67000 -20069.9
67100 -20054
67200 -20031
67300 -19988.3
67400 -20018
67500 -20036.8
67600 -20048.2
67700 -20027
67800 -19985.8
67900 -19943.4
68000 -19961.8
68100 -19996.1
68200 -20006.6
68300 -20050.7
68400 -20115.4
68500 -20137.9
68600 -20119.9
68700 -20065.3
68800 -20071.9
68900 -20091.3
69000 -20085.7
69100 -20143.7
69200 -20147.6
69300 -20151.4
69400 -20063.5
69500 -20044.6
69600 -20011.3
69700 -19946.7
69800 -19952.6
69900 -19985.8
70000 -20027.7
70100 -20066.7
70200 -20052.8
70300 -20020.9
70400 -19996.6
70500 -19979.8
70600 -20027.1
70700 -20110.3
70800 -20147.2
70900 -20141.7
71000 -20120.8
71100 -20064.8
71200 -19961.9
71300 -19944.7
71400 -19940.2
71500 -19975.6
71600 -20008
71700 -20059.4
71800 -20084
71900 -20049.5
72000 -20091
72100 -20038.8
72200 -20069.9
72300 -20051.7
72400 -20072.6
72500 -20101.7
72600 -20101.6
72700 -20032.8
72800 -20012.5
72900 -20025.7
73000 -20102.5
73100 -20087.5
73200 -20096
73300 -20024.6
73400 -20013.2
73500 -19929.1
73600 -19919.9
73700 -19926.1
73800 -19974.3
73900 -20014.5
74000 -20028
74100 -20080.4
74200 -20104.7
74300 -20093.2
74400 -20020.8
74500 -20027.7
74600 -20031.8
74700 -20055.3
74800 -20062.4
74900 -20077.6
75000 -20045
75100 -20034.3
75200 -19972.2
75300 -19943.6
75400 -19960.7
75500 -19999.1
75600 -19981.3
75700 -20037.8
75800 -20056.5
75900 -20103
76000 -20101
76100 -20028.8
76200 -20013
76300 -20014.2
76400 -20023.3
76500 -20033.9
76600 -19993.5
76700 -19949.8
76800 -19951.3
76900 -20004.1
77000 -20006.7
77100 -19940.5
77200 -19906.6
77300 -19939.2
77400 -19964
77500 -19975.8
77600 -19980.4
77700 -19966.8
77800 -19962.1
77900 -19978.9
78000 -20016.5
78100 -20027.4
78200 -20019.8
78300 -20048
78400 -20073.8
78500 -20091.2
78600 -20032.5
78700 -19979.6
78800 -19985.5
78900 -19954.7
79000 -19940.7
79100 -19908
79200 -19951.1
79300 -19999.6
79400 -20023.7
79500 -20050.7
79600 -20055.2
79700 -20020.9
79800 -19944.6
79900 -19910.5
80000 -19920.7
80100 -19984.7
80200 -20040.8
80300 -20046.3
80400 -20046.4
80500 -20027.5
80600 -20024.1
80700 -20039
80800 -20016.3
80900 -20002
81000 -19944.8
81100 -19984.4
81200 -20001
81300 -20007.4
81400 -20026
81500 -20070.5
81600 -20100.6
81700 -20100.4
81800 -20093.1
81900 -20071.3
82000 -20060.5
82100 -20042.2
82200 -20037.6
82300 -19981
82400 -19901.2
82500 -19903.9
82600 -19933.1
82700 -20001
82800 -20015.8
82900 -20056
83000 -20020.2
83100 -20036
83200 -20026.4
83300 -20014.8
83400 -20048.2
83500 -20092.6
83600 -20096.9
83700 -20080.8
83800 -20065
83900 -20058.9
84000 -19993.2
84100 -20045.6
84200 -20009.6
84300 -20046.6
84400 -20130.2
84500 -20095.9
84600 -20070.4
84700 -20105.2
84800 -20086.9
84900 -20121
85000 -20110.2
85100 -20088.4
85200 -20014.8
85300 -19986
85400 -20001.4
85500 -20066.2
85600 -20052
85700 -20058.7
85800 -20041.1
85900 -20039.7
86000 -20062.2
86100 -20079.1
86200 -20023.2
86300 -20010.8
86400 -19960.3
86500 -19937.5
