# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P
17400 -16192.4 -20051.3 298.816 -240.97
17500 -16102 -20026.3 303.886 -146.398
17600 -16127 -20014.2 301.009 105.55
17700 -16243.5 -20080.3 297.112 -63.6743
17800 -16264 -20077.2 295.277 -129.755
17900 -16204.7 -20038.8 296.899 21.4128
18000 -16141.5 -20032.3 301.293 477.85
18100 -16141.2 -19968.9 296.404 -377.194
18200 -16135.8 -20025.9 301.239 -119.752
18300 -16206.7 -20073.4 299.422 50.4868
18400 -16288.6 -20080.7 293.646 54.3514
18500 -16259.5 -20091.7 296.748 -111.176
18600 -16187.5 -20056.7 299.616 -17.8618
18700 -16142.8 -20005.2 299.088 216.427
18800 -16063 -19986.9 303.851 320.805
18900 -16012.3 -19941.3 304.249 -24.9852
19000 -16105.4 -19988.2 300.665 -86.2549
19100 -16187.2 -20020.1 296.807 27.4646
19200 -16195.7 -20047.5 298.265 95.1897
19300 -16197.3 -20019.8 295.996 95.0887
19400 -16145.4 -19995.6 298.145 -39.6043
19500 -16060.7 -19966.8 302.475 142.35
19600 -16092.5 -19973.6 300.538 78.7806
19700 -16169.5 -20005.5 297.047 -352.89
19800 -16190.5 -20033.9 297.622 -24.4136
19900 -16195.8 -20051.9 298.596 46.4756
20000 -16204.7 -20047.8 297.599 150.564
20100 -16211.6 -20051.1 297.32 111.07
20200 -16196.8 -20021.3 296.158 -6.78193
20300 -16137.6 -20016.8 300.39 -10.9374
20400 -16109.7 -19976.9 299.456 105.846
20500 -16142.2 -20038.2 301.698 100.871
20600 -16258.1 -20099.1 297.431 -204.408
20700 -16295.5 -20114.3 295.716 -255.451
20800 -16279.1 -20135.2 298.603 129.659
20900 -16267.1 -20125 298.737 107.353
21000 -16245.9 -20069.2 296.058 -43.977
21100 -16162.7 -20034.3 299.801 -33.2378
21200 -16119.4 -20013.2 301.521 -90.1476
21300 -16176.5 -20049.2 299.885 144.867
21400 -16272.6 -20096.8 296.138 12.2779
21500 -16265.6 -20060.4 293.861 71.3039
21600 -16192.8 -20044.5 298.261 175.377
21700 -16140.4 -19988.9 298.011 329.048
21800 -16122.9 -19995.2 299.856 139.449
21900 -16164.7 -20018.7 298.437 146.334
22000 -16193.1 -20027.9 296.954 112.567
22100 -16198.3 -20062.3 299.215 123.926
22200 -16231 -20085.6 298.484 138.488
22300 -16277.7 -20086.1 294.905 43.909
22400 -16272.3 -20090.4 295.66 -161.36
22500 -16172 -20042.4 299.708 49.6145
22600 -16126.7 -19997.7 299.76 -141.097
22700 -16132 -19969.9 297.187 -88.3035
22800 -16136.1 -20034.2 301.854 -142.744
22900 -16231.6 -20056.4 296.18 -281.29
23000 -16288.4 -20119.5 296.664 -100.351
23100 -16295 -20136.3 297.454 162.856
23200 -16261.7 -20117.4 298.575 -75.2612
23300 -16186.5 -20051.1 299.262 -162.358
23400 -16115.3 -19998.4 300.691 28.3356
23500 -16132.2 -20020.5 301.098 -264.165
23600 -16216 -20018.5 294.446 -272.722
23700 -16228.4 -20061.8 296.844 302.834
23800 -16223.5 -20062 297.236 20.4588
23900 -16206.4 -20040.2 296.878 -110.129
24000 -16178.2 -20026 297.956 -441.474
24100 -16139.9 -20016.9 300.217 -278.509
24200 -16104.8 -19984.2 300.404 -239.764
24300 -16084.7 -19966.2 300.565 -132.15
24400 -16126.6 -19972.1 297.774 -251.703
24500 -16193.5 -20022.2 296.482 -138.249
24600 -16249.5 -20096.6 297.903 -24.7353
24700 -16338.8 -20124.5 293.151 -184.808
24800 -16361.2 -20136 292.306 -188.078
24900 -16224.1 -20070.4 297.841 -269.294
25000 -16176 -20070.4 301.565 190.051
25100 -16228.2 -20079.6 298.237 125.958
25200 -16288.9 -20085.3 293.983 -112.109
25300 -16248.2 -20060.2 295.187 -234.338
25400 -16147.9 -20032.8 300.828 -153.417
25500 -16161.8 -20058 301.705 -95.8314
25600 -16232.4 -20054 295.933 -198.197
25700 -16251.9 -20087.7 297.03 -109.669
25800 -16227.1 -20072.5 297.771 -69.4439
25900 -16126.8 -20020.5 301.511 148.521
26000 -16080.6 -19970.4 301.21 -254.098
26100 -16125.1 -19987.5 299.091 -129.844
26200 -16242.1 -20055.3 295.283 -22.9571
26300 -16252.7 -20076.4 296.097 54.8491
26400 -16215 -20059.7 297.714 67.4084
26500 -16169.7 -20065.5 301.68 38.4418
26600 -16218.3 -20078.6 298.926 132.986
26700 -16310 -20065.5 290.812 -207.8
26800 -16249.8 -20084.4 296.936 40.576
26900 -16188.5 -20013.4 296.186 -124.168
27000 -16131.8 -20002.5 299.736 94.2786
27100 -16124.4 -19982.3 298.739 89.3314
27200 -16158.2 -20045.9 301.051 -28.024
27300 -16221.9 -20090.4 299.559 -102.412
27400 -16248.9 -20084.7 297.03 -427.339
27500 -16233.7 -20071.1 297.152 -51.4649
27600 -16187.3 -20055.9 299.566 -124.262
27700 -16143.8 -19986.7 297.58 -111.599
27800 -16050.8 -19945.3 301.578 -121.606
27900 -16026.2 -19931.9 302.448 -114.25
28000 -16141.2 -20030.7 301.188 -277.898
28100 -16227.1 -20052 296.185 -126.043
28200 -16219.4 -20051.4 296.735 -265.732
28300 -16169.6 -20051.2 300.576 3.5762
28400 -16162.5 -20031.7 299.613 -185.007
28500 -16229.8 -20061 296.676 -139.038
28600 -16309.9 -20125.7 295.477 -27.3163
28700 -16348.2 -20187 297.26 126.008
28800 -16425.9 -20171.5 290.046 -72.2968
28900 -16406.3 -20203.5 294.037 -340.212
29000 -16305.4 -20172.8 299.476 -275.606
29100 -16274.6 -20121 297.85 -185.977
29200 -16244.9 -20082 297.13 62.245
29300 -16148.3 -20032.7 300.789 88.1461
29400 -16084.9 -20005.6 303.597 33.1344
29500 -16132.6 -20029.1 301.729 -49.214
29600 -16183.8 -20033 298.062 224.153
29700 -16194.9 -19994.3 294.212 -9.12453
29800 -16117.8 -19978.3 298.943 78.4328
29900 -16077 -19952.5 300.106 115.44
30000 -16099.8 -19993.6 301.522 38.0154
30100 -16162.1 -20037.2 300.073 235.296
30200 -16207 -20072.7 299.343 -141.135
30300 -16243.1 -20077.9 296.954 -6.41844
30400 -16261.4 -20094.7 296.835 29.7263
30500 -16252 -20084.5 296.777 -234.456
30600 -16190.1 -20084 301.528 -161.647
30700 -16166.5 -20020.1 298.412 -88.4628
30800 -16183.1 -20052.7 299.647 -190.049
30900 -16257.8 -20044.3 293.207 159.081
31000 -16264.9 -20092 296.359 145.571
31100 -16187.2 -20077.7 301.264 146.563
31200 -16135.1 -20047.1 302.927 -101.197
31300 -16171.7 -20035.7 299.215 -187.431
31400 -16270.9 -20089.1 295.665 -401.067
31500 -16291.3 -20103.8 295.227 -271.944
31600 -16227.6 -20071.4 297.644 -142.468
31700 -16142.2 -20035.2 301.458 -27.0963
31800 -16148.6 -20054.5 302.453 110.53
31900 -16192.4 -20023.4 296.654 -122.387
32000 -16203.1 -20071.9 299.589 -129.976
32100 -16230.5 -20046.4 295.484 -111.793
32200 -16208.4 -20056.3 297.971 -136.706
32300 -16133.2 -19994.2 298.981 -10.4875
32400 -16069.6 -19959.7 301.23 172.865
32500 -16091.1 -19983.8 301.44 -18.8817
32600 -16209.8 -20051.4 297.481 -24.9628
32700 -16241.4 -20056.7 295.441 17.6161
32800 -16191.4 -20023.8 296.77 143.028
32900 -16131.8 -20009.1 300.242 134.213
33000 -16133 -19990.2 298.69 56.7686
33100 -16191.6 -19984.6 293.714 -23.3229
33200 -16262.8 -20057.9 293.885 -162.834
33300 -16250.7 -20078.6 296.415 -65.4744
33400 -16168.4 -20040.5 299.845 186.221
33500 -16121.3 -19989.7 299.557 137.93
33600 -16098 -19961.5 299.171 -41.2286
33700 -16051.1 -19933.5 300.637 325.583
33800 -16049.7 -19923.2 299.949 84.4763
33900 -16099.8 -19947.5 297.946 -64.4478
34000 -16173 -20010.8 297.189 -187.836
34100 -16246 -20071.5 296.235 -83.9334
34200 -16248.3 -20053 294.62 14.9227
34300 -16202.7 -20073.7 299.762 -14.5219
34400 -16202.2 -20071.2 299.597 -99.6619
34500 -16223.3 -20095.3 299.832 -73.7404
34600 -16283 -20088.4 294.67 -245.14
34700 -16264.7 -20092.4 296.408 -271.489
34800 -16183.4 -20059 300.111 -25.3576
34900 -16169.2 -20046.5 300.245 -80.9667
35000 -16226.7 -20055.2 296.467 -169.912
35100 -16364.3 -20099.7 289.252 -117.94
35200 -16403.8 -20177.4 292.211 -226.236
35300 -16345.5 -20118.4 292.158 -208.328
35400 -16271.2 -20118.2 297.9 -223.986
35500 -16212 -20063.1 298.216 -214.339
35600 -16169.2 -20071 302.143 42.4513
35700 -16221.4 -20075.8 298.467 29.3962
35800 -16302.2 -20102.3 294.262 -230.866
35900 -16294.5 -20106.2 295.166 121.531
36000 -16244.6 -20083.5 297.275 -22.0235
36100 -16209.4 -20055.6 297.839 96.0249
36200 -16201.5 -20066.8 299.318 201.401
36300 -16244.5 -20124.5 300.452 -64.9522
36400 -16343.2 -20145 294.395 -36.7343
36500 -16344.4 -20161.8 295.605 -8.8694
36600 -16298.4 -20133.1 296.941 -60.3058
36700 -16243.6 -20119.2 300.11 -173.411
36800 -16238.4 -20116.9 300.333 46.6439
36900 -16341.7 -20137.7 293.946 31.4872
37000 -16398.3 -20190.4 293.643 -29.8216
37100 -16336.5 -20155.1 295.696 -46.0798
37200 -16276.4 -20098.3 295.952 66.0426
37300 -16225.2 -20082.1 298.66 -26.7331
37400 -16193.1 -20040.5 297.935 -23.902
37500 -16156.4 -20043.3 300.981 -144.57
37600 -16135.2 -20010.9 300.122 -129.349
37700 -16157.9 -19983.3 296.228 -167.41
37800 -16169.2 -20055.7 300.954 48.0979
37900 -16255.4 -20122.7 299.462 -119.692
38000 -16333.7 -20169.5 297.025 -42.8975
38100 -16347.3 -20163.7 295.526 -230.521
38200 -16283.9 -20122.6 297.255 -173.651
38300 -16188.3 -20038.4 298.139 83.074
38400 -16167.4 -20044.3 300.205 289.104
38500 -16215.3 -20096.1 300.516 -264.863
38600 -16286 -20131.8 297.807 37.4608
38700 -16306.7 -20098.6 293.633 -109.137
38800 -16255 -20076.6 295.928 -93.7589
38900 -16217.5 -20084.3 299.428 -14.1959
39000 -16222.2 -20073.3 298.215 -55.8879
39100 -16240.6 -20060.4 295.792 -150.981
39200 -16214.9 -20028.9 295.347 -139.375
39300 -16109.9 -20015.4 302.427 39.609
39400 -16123.3 -19988.8 299.328 240.771
39500 -16187.2 -20044.6 298.705 69.1613
39600 -16259.3 -20061.9 294.46 137.797
39700 -16261.1 -20091.2 296.592 31.9029
39800 -16134.9 -20021.6 300.97 88.3382
39900 -16067.2 -19951 300.751 8.48861
40000 -16099.7 -19979.7 300.455 120.331
40100 -16185.1 -20023.6 297.24 165.814
40200 -16228.4 -20031.7 294.506 -103.445
40300 -16204.6 -20081.2 300.191 139.23
40400 -16203.8 -20016.3 295.23 136.798
40500 -16097 -19957.4 298.931 205.638
40600 -16035.1 -19935.8 302.054 150.251
40700 -16111.4 -20005.5 301.546 79.0433
40800 -16197.9 -20033 296.977 -77.2827
40900 -16238.8 -20068.1 296.524 -65.4246
41000 -16238.9 -20036.6 294.078 -470.133
41100 -16125.1 -19977.3 298.296 -93.5949
41200 -16082.6 -19971.1 301.115 -80.7692
41300 -16115.7 -19967.6 298.278 -77.7031
41400 -16172.7 -20002 296.525 -64.586
41500 -16254 -20058.7 294.619 15.2036
41600 -16322.3 -20118.5 293.963 9.86334
41700 -16333.6 -20137.1 294.533 -15.6695
41800 -16253.1 -20076.6 296.078 149.115
41900 -16162 -20022.7 298.961 52.8406
42000 -16135.6 -20039.8 302.325 22.7965
42100 -16205 -20051.7 297.873 60.4035
42200 -16286.4 -20158.5 299.842 -187.014
42300 -16315.5 -20114.1 294.15 -156.007
42400 -16271 -20095.3 296.136 165.645
42500 -16209.8 -20081.5 299.81 -126.143
42600 -16202 -20084.3 300.632 -204.713
42700 -16256.5 -20099.9 297.617 96.7881
42800 -16292.2 -20113 295.861 254.921
42900 -16275.4 -20117.7 297.528 60.224
43000 -16243.6 -20063.1 295.77 -174.36
43100 -16166.8 -20030.5 299.191 -98.8081
43200 -16122.9 -20018.8 301.686 -47.7273
43300 -16188.2 -20059.8 299.802 18.6993
43400 -16272.5 -20107.1 296.937 -25.5105
43500 -16284.4 -20131.6 297.906 -140.152
43600 -16280.8 -20092.5 295.164 -230.454
43700 -16196 -20071.1 300.075 -121.562
43800 -16164 -20063.8 301.983 124.033
43900 -16209.4 -20052.4 297.591 22.0638
44000 -16223.6 -20054.1 296.613 -311.778
44100 -16208.2 -20051.2 297.584 -121.234
44200 -16188.8 -20053.7 299.287 -35.415
44300 -16213 -20059.5 297.861 -154.399
44400 -16323.2 -20079.9 290.906 -263.92
44500 -16324.6 -20129.9 294.663 -84.8026
44600 -16252.6 -20099.4 297.878 -104.744
44700 -16225.1 -20074.6 298.091 -119.343
44800 -16212.1 -20035.3 296.052 195.354
44900 -16161.4 -19999.4 297.196 52.1298
45000 -16073.1 -19961.9 301.134 -12.6945
45100 -16040.7 -19931 301.249 -131.779
45200 -16153.3 -19982 296.482 -440.504
45300 -16221.4 -20011.5 293.494 -279.649
45400 -16178.6 -20058 300.399 -212.158
45500 -16174.3 -20016.7 297.545 -175.49
45600 -16156.2 -19997.8 297.482 -234.624
45700 -16092.8 -19988.6 301.676 5.88656
45800 -16078.1 -19966.3 301.081 -213.559
45900 -16169.1 -20005.3 297.058 -138.116
46000 -16243.2 -20077.5 296.91 -38.318
46100 -16251.6 -20077.4 296.258 230.322
46200 -16209.7 -20060.9 298.225 -70.9916
46300 -16106 -20013.9 302.61 171.824
46400 -16033.9 -19963.2 304.271 -2.91274
46500 -16082.7 -19954 299.779 -166.384
46600 -16118.7 -19984 299.319 -172.445
46700 -16151.6 -19979.4 296.408 294.996
46800 -16184.7 -20065.1 300.482 115.749
46900 -16299.7 -20067.4 291.759 -205.86
47000 -16291.4 -20120 296.476 -286.914
47100 -16243.2 -20081.7 297.238 70.7548
47200 -16195.9 -20062.5 299.417 108.14
47300 -16177.6 -20029 298.238 -229.756
47400 -16139.7 -19961.7 295.963 -162.686
47500 -16053.2 -19956.9 302.287 -45.0473
47600 -16065.5 -19926 298.944 -117.712
47700 -16136.6 -20024.2 301.045 32.2335
47800 -16238.8 -20088.5 298.112 -10.6522
47900 -16276.2 -20107.7 296.696 -35.1132
48000 -16249.8 -20087.7 297.191 85.6948
48100 -16174.7 -20018.8 297.673 -87.0637
48200 -16100.2 -19982.8 300.652 0.922349
48300 -16095.3 -19967.1 299.819 30.4407
48400 -16136.2 -20001.9 299.352 151.218
48500 -16278.4 -20061.4 292.949 10.9719
48600 -16342.3 -20130.8 293.362 0.0155697
48700 -16258.8 -20067.9 294.961 -52.7175
48800 -16158.4 -20021.9 299.176 54.759
48900 -16129.6 -20020 301.258 538.884
49000 -16192.8 -20046.5 298.413 214.714
49100 -16265.7 -20091.3 296.243 68.8273
49200 -16272.4 -20078.2 294.706 232.442
49300 -16223 -20046.1 296.04 98.7142
49400 -16194.8 -20042.3 297.938 42.5919
49500 -16191.7 -20050.6 298.815 -124.361
49600 -16177.8 -19999.9 295.967 62.765
49700 -16088.2 -19948.6 298.932 283.055
49800 -16023 -19919.1 301.695 175.078
49900 -16046.7 -19926.4 300.426 175.144
50000 -16080.8 -19925.5 297.722 240.706
50100 -16095.3 -19978.5 300.704 332.837
50200 -16143.3 -19980.5 297.144 110.971
50300 -16173 -20036.7 299.19 68.6139
50400 -16211.2 -20017 294.709 -51.8495
50500 -16225.6 -20055.1 296.537 -200.253
50600 -16183.1 -20030.8 297.948 46.263
50700 -16125.7 -20000.4 300.041 93.4907
50800 -16115 -19995.4 300.486 203.441
50900 -16180.1 -20010.9 296.637 -98.69
51000 -16244.4 -20055.1 295.09 17.6963
51100 -16263.5 -20097.5 296.89 -281.636
51200 -16238.4 -20084.6 297.836 82.0434
51300 -16192 -20059.1 299.453 122.587
51400 -16160.5 -20008.8 297.999 36.6918
51500 -16112.6 -20015.8 302.246 185.639
51600 -16108.3 -19955 297.875 66.8992
51700 -16148.8 -19977.8 296.502 63.824
51800 -16209.9 -20059.8 298.119 -131.738
51900 -16273.3 -20038.5 291.561 -173.673
52000 -16214 -20078.7 299.267 -121.187
52100 -16159.8 -20013 298.371 14.7613
52200 -16151.4 -20003.1 298.261 -18.4893
52300 -16153.5 -20012.3 298.81 -74.8677
52400 -16174.2 -20038.2 299.211 -28.3072
52500 -16255.2 -20072 295.555 92.0021
52600 -16316.1 -20108.9 293.699 -47.499
52700 -16278 -20093.6 295.464 -47.6793
52800 -16237.1 -20073.4 297.065 -25.63
52900 -16225.7 -20088.2 299.102 -24.1943
53000 -16234.2 -20048.6 295.372 -10.6882
53100 -16157.1 -19998.5 297.463 -13.7081
53200 -16079.2 -19977 301.837 246.477
53300 -16128.7 -20006.8 300.306 -19.7038
53400 -16179.7 -19976.6 294.016 72.259
53500 -16165.1 -20036.2 299.764 82.7747
53600 -16157.3 -19980 296.011 153.425
53700 -16034.9 -19924.6 301.201 414.017
53800 -15986 -19904 303.399 461.066
53900 -16045.3 -19938.1 301.444 375.834
54000 -16128.9 -20011.6 300.665 299.777
54100 -16186.2 -20020 296.868 139.981
54200 -16199.5 -20042.4 297.585 109.679
54300 -16206.5 -20061.5 298.517 106.576
54400 -16238.9 -20054.5 295.471 -109.489
54500 -16247.1 -20062.6 295.457 363.095
54600 -16182.7 -20018.7 297.047 -325.678
54700 -16100.3 -19989.9 301.195 -13.5154
54800 -16110.5 -20020.1 302.742 121.528
54900 -16186.5 -20021.8 296.984 291.316
55000 -16203.6 -20075.7 299.839 68.3129
55100 -16242.9 -20082 297.285 -12.1688
55200 -16279.6 -20095.8 295.512 20.3128
55300 -16246.7 -20102.9 298.603 60.3511
55400 -16158.2 -20058.4 302.013 315.106
55500 -16158.8 -20030.9 299.837 0.0369111
55600 -16229.9 -20046.2 295.52 -244.622
55700 -16306.2 -20119.4 295.283 53.6122
55800 -16387.6 -20151.8 291.487 -371.341
55900 -16386.6 -20192.5 294.71 -76.0224
56000 -16280.8 -20131.4 298.178 105.649
56100 -16210.1 -20055.7 297.792 45.9482
56200 -16185.9 -20076.6 301.277 9.18066
56300 -16239.8 -20067.7 296.413 -12.8575
56400 -16280.5 -20073.6 293.725 -62.468
56500 -16178.1 -20054.8 300.19 64.7783
56600 -16107.9 -20000.9 301.461 -59.3376
56700 -16154.1 -20045.8 301.364 -68.5568
56800 -16229.9 -20036.9 294.804 -71.9613
56900 -16229.1 -20070.6 297.473 9.53926
57000 -16206.4 -20065.9 298.867 -21.4567
57100 -16142.4 -19998.3 298.581 -17.8251
57200 -16037.9 -19960.4 303.739 188.492
57300 -16076 -19985 302.697 -41.3026
57400 -16177.4 -20049.2 299.815 -271.496
57500 -16228.5 -20070.8 297.529 -230.48
57600 -16240.8 -20055.8 295.413 1.97382
57700 -16164.9 -20028.5 299.188 50.009
57800 -16109.6 -19976.8 299.46 29.0658
57900 -16112 -19985.4 299.941 -186.861
58000 -16147.5 -20024.2 300.204 -233.123
58100 -16179.9 -20030.4 298.164 -166.891
58200 -16168.9 -19995.4 296.306 7.07552
58300 -16114.2 -19977.3 299.139 240.588
58400 -16067.6 -19972.4 302.368 -243.899
58500 -16146.2 -20021.4 300.081 -50.7246
58600 -16249.4 -20047.6 294.116 21.4118
58700 -16214.7 -20012.7 294.099 -87.8424
58800 -16117.2 -19971.4 298.456 -85.3569
58900 -16094.2 -19976.7 300.65 -33.9794
59000 -16134.5 -19999.4 299.279 -78.1298
