# Time-averaged data for fix PressAve
# TimeStep c_P
53300 -59.8806
53400 37.1819
53500 226.605
53600 170.369
53700 120.449
53800 -25.2104
53900 76.6856
54000 -59.685
54100 -24.3528
54200 310.155
54300 104.439
54400 -166.173
54500 129.132
54600 55.4369
54700 -20.5218
54800 37.3092
54900 -158.461
55000 -22.0332
55100 65.3823
55200 -73.3483
55300 132.512
55400 -194.266
55500 -15.4745
55600 -122.135
55700 -162.362
55800 -12.6295
55900 201.159
56000 -40.5129
56100 -183.267
56200 58.3605
56300 -131.021
56400 -322.53
56500 -258.007
56600 53.0545
56700 -69.0594
56800 -57.7939
56900 -67.2132
57000 -44.2287
57100 83.9714
57200 -156.105
57300 -301.01
57400 -141.319
57500 -82.3451
57600 -202.491
57700 -149.282
57800 -132.749
57900 -47.4182
58000 151.283
58100 260.957
58200 -134.771
58300 -184.434
58400 17.3939
58500 -41.1531
58600 101.119
58700 -115.409
58800 29.0866
58900 -130.145
59000 -137.869
59100 63.6133
59200 -107.213
59300 -41.8032
59400 112.979
59500 104.493
59600 -86.3251
59700 -173.881
59800 -200.122
59900 -118.169
60000 -275.518
60100 -31.062
60200 231.78
60300 2.07159
60400 -39.1062
60500 158.793
60600 -177.962
60700 144.99
60800 64.9877
60900 -115.722
61000 49.2925
61100 -6.44529
61200 171.957
61300 148.668
61400 36.4447
61500 -211.992
61600 -188
61700 14.8105
61800 398.492
61900 -64.1494
62000 -163.416
62100 -98.6895
62200 122.786
62300 96.7445
62400 -82.9686
62500 8.28056
62600 -74.2367
62700 170.429
62800 46.6105
62900 52.7432
63000 -14.3672
63100 -26.5665
63200 -336.95
63300 -90.1301
63400 -103.888
63500 -24.0143
63600 114.988
63700 -55.2002
63800 17.3551
63900 107.321
64000 215.861
64100 287.517
64200 -9.14089
64300 -252.52
64400 -248.968
64500 -409.579
64600 -17.2124
64700 -158.709
64800 35.4637
64900 -138.57
65000 -103.109
65100 88.5723
65200 -166.996
65300 -197.644
65400 -135.985
65500 15.36
65600 -131.561
65700 -98.881
65800 -44.6445
65900 -18.5529
66000 39.6797
66100 6.01013
66200 -56.6171
66300 -111.078
66400 -7.33923
66500 248.234
66600 111.866
66700 -223.934
66800 -131.443
66900 11.5606
67000 66.6764
67100 119.046
67200 -20.1987
67300 63.9804
67400 -26.6659
67500 -14.9129
67600 -76.3077
67700 -89.5293
67800 66.083
67900 184.616
68000 83.0652
68100 1.57993
68200 79.5206
68300 188.562
68400 -221.419
68500 -370.842
68600 -214.765
68700 -24.7978
68800 -91.2383
68900 -206.335
69000 -10.2462
69100 -285.553
69200 -154.665
69300 35.1192
69400 100.63
69500 -77.8486
69600 11.7188
69700 344.063
69800 156.804
69900 70.2423
70000 115.58
70100 -73.1272
70200 -35.7082
70300 -251.361
70400 -62.952
70500 -153.047
70600 -56.6811
70700 -29.1627
70800 154.452
70900 -128
71000 124.719
71100 104.196
71200 -7.81995
71300 129.775
71400 138.399
71500 -324.824
71600 -104.822
71700 204.018
71800 232.664
71900 115.019
72000 29.8047
72100 87.8581
72200 204.443
72300 32.137
72400 -61.8032
72500 -195.758
72600 19.8649
72700 12.9481
72800 356.922
72900 168.505
73000 -174.547
73100 -87.0591
73200 123.292
73300 64.9753
73400 275.133
73500 130.047
73600 165.433
73700 -299.769
73800 40.1556
73900 27.7935
74000 -305.474
74100 -303.443
74200 -107.877
74300 -99.1502
74400 -106.175
74500 -141.944
74600 5.32886
74700 -221.797
74800 -234.926
74900 -207.725
75000 -70.7135
75100 -21.2507
75200 90.0912
75300 -77.778
75400 13.8753
75500 -30.5017
75600 -320.624
75700 -116.528
75800 4.61575
75900 -135.331
76000 -37.7682
76100 -134.075
76200 -61.3828
76300 -28.2341
76400 184.879
76500 14.2679
76600 75.7549
76700 184.101
76800 -11.9764
76900 -91.1939
77000 68.2493
77100 242.145
77200 -52.5295
77300 -55.4002
77400 -211.076
77500 -183.19
77600 47.7376
77700 120.758
77800 -84.9833
77900 104.979
78000 -205.203
78100 36.9968
78200 -175.91
78300 -146.642
78400 -137.955
78500 -63.9738
78600 27.122
78700 22.5647
78800 101.548
78900 -64.0307
79000 -242.739
79100 -30.3568
79200 -227
79300 -153.692
79400 9.13946
79500 -162.803
79600 54.4765
79700 116.779
79800 54.1273
79900 -44.003
80000 50.1701
80100 -130.764
80200 -56.1133
80300 -189.047
80400 90.9925
80500 10.2521
80600 -151.056
80700 291.105
80800 175.463
80900 -116.838
81000 26.0935
81100 329.911
81200 -93.1407
81300 139.014
81400 22.7394
81500 -3.21401
81600 -28.6417
81700 15.7379
81800 110.085
81900 18.9213
82000 -12.6441
82100 37.8883
82200 98.3027
82300 27.1157
82400 142.031
82500 51.3129
82600 29.546
82700 32.8381
82800 -139.013
82900 -7.97818
83000 -145.71
83100 -36.6942
83200 -47.2205
83300 103.89
83400 -80.5265
83500 120.766
83600 -96.4755
83700 -279.209
83800 -158.157
83900 86.5478
84000 -182.23
84100 15.6449
84200 -134.282
84300 -99.7803
84400 -24.186
84500 -407.546
84600 34.7452
84700 -114.652
84800 -103.885
84900 -13.9172
85000 115.901
85100 45.4354
85200 -178.324
85300 -55.3726
85400 2.15556
85500 -133.31
85600 -108.621
85700 19.5826
85800 59.4887
85900 -78.9792
86000 -98.751
86100 -168.872
86200 -136.068
86300 -15.3618
86400 158.303
86500 101.316
86600 -87.5752
86700 13.5238
86800 -91.1573
86900 170.072
87000 173.284
87100 -92.3869
87200 -186.832
87300 4.8127
87400 77.7703
87500 -53.9726
87600 -67.5697
87700 114.24
87800 151.785
87900 -65.2284
88000 -118.112
88100 -128.369
88200 -28.6563
88300 -192.447
88400 -16.4354
88500 81.5427
88600 153.221
88700 -88.6223
88800 -182.679
88900 -83.4276
89000 -172.36
89100 -3.88264
89200 71.9598
89300 80.6435
89400 -25.1332
89500 -2.57196
89600 55.6027
89700 1.71103
89800 -174.455
89900 -59.0487
90000 -181.333
90100 103.666
90200 112.522
90300 227.21
90400 98.4079
90500 -302.118
90600 207.105
90700 20.3911
90800 -263.715
90900 106.18
91000 336.431
91100 -405.015
91200 -372.485
91300 -104.817
91400 -25.4659
91500 -246.008
91600 107.784
91700 194.956
91800 -41.7935
91900 67.1438
92000 51.6542
92100 -220.586
92200 -7.47758
92300 151.035
92400 74.1919
92500 320.38
92600 192.348
92700 -14.005
92800 -72.0558
92900 97.4167
93000 222.433
93100 0.345517
93200 -3.44364
93300 73.43
93400 12.5512
93500 203.574
93600 -216.214
93700 -138.45
93800 165.827
93900 82.6719
94000 10.5253
94100 77.4419
94200 -128.067
94300 -42.9615
94400 -132.129
94500 -187.337
94600 -101.502
94700 -218.688
94800 -105.43
94900 97.1369
95000 -198.689
95100 -251.43
95200 124.993
95300 53.5594
95400 -43.9351
95500 174.429
95600 -80.9577
95700 68.6119
95800 14.9909
95900 -14.2234
96000 -157.429
96100 90.3867
96200 42.5563
96300 107.448
96400 86.1489
96500 -43.4131
96600 6.52702
96700 -103.395
96800 137.769
96900 104.762
97000 -110.634
97100 -342.669
97200 -80.6154
97300 -29.3888
97400 -29.5425
97500 18.0695
97600 173.809
97700 -5.40989
97800 -85.7454
97900 -20.6417
98000 114.137
98100 -43.9452
98200 -309.74
98300 -78.5199
98400 254.835
98500 484.019
98600 180.553
98700 -75.2992
98800 151.446
98900 -100.917
99000 -142.46
99100 66.951
99200 324.299
99300 133.086
99400 -114.86
99500 -60.9691
99600 48.7889
99700 337.256
99800 -139.582
99900 -3.82471
100000 -121.904
100100 -69.514
100200 16.0894
100300 105.319
100400 68.5762
100500 137.768
100600 246.298
100700 -16.2641
100800 -2.75947
100900 -172.18
101000 12.3411
101100 -70.2724
101200 245.033
101300 341.931
101400 228.813
101500 124.724
101600 102.863
101700 285.14
101800 4.07508
101900 -279.516
102000 51.3353
102100 131.706
102200 167.656
102300 143.228
102400 81.5301
102500 145.064
102600 -73.4396
102700 -64.2303
102800 133.765
102900 77.4351
103000 -37.1292
103100 -10.1239
103200 -300.287
103300 -201.535
103400 -140.961
103500 -52.6164
103600 149.052
103700 -265.289
103800 -181.493
103900 -200.561
104000 29.9786
104100 -420.145
104200 -391.661
104300 -40.7971
104400 156.924
104500 3.89946
104600 -70.4644
104700 -22.5879
104800 -111.527
104900 -171.95
105000 -46.8891
105100 70.5016
105200 -64.4158
105300 66.3863
105400 -14.4043
105500 113.07
105600 -82.1609
105700 282.397
105800 277.544
105900 -33.2092
106000 -179.193
106100 105.698
106200 -67.7211
106300 -83.2427
106400 75.5812
106500 20.3218
106600 -75.7198
106700 -163.01
106800 -300.397
106900 20.3166
107000 22.702
107100 193.776
107200 238.089
107300 189.884
107400 57.6357
107500 125.125
107600 167.39
107700 39.9538
107800 84.0556
107900 -37.8583
108000 33.6166
108100 -101.805
108200 -135.32
108300 -241.979
108400 -28.8184
108500 -125.839
108600 -73.6622
108700 -88.2333
108800 47.1928
108900 89.1702
109000 -107.107
109100 259.121
109200 -310.299
109300 -83.5636
109400 184.713
109500 100.777
109600 186.772
109700 34.5366
109800 63.2797
109900 -97.0327
110000 -243.747
110100 -13.3994
110200 -85.2957
110300 22.9703
110400 221.415
110500 -172.63
110600 -206.221
110700 2.75873
110800 -63.9141
110900 -115.714
111000 -401.976
111100 -109.313
111200 29.5462
111300 -247.821
111400 -230.973
111500 -175.28
111600 -95.3774
111700 -176.833
111800 -311.072
111900 89.0488
112000 -174.473
112100 -106.102
112200 1.44412
112300 -161.972
112400 -6.22929
112500 157.702
112600 72.7407
112700 23.5951
112800 131.142
112900 -235.267
113000 -267.785
113100 -144.935
113200 -18.5745
113300 -13.6017
113400 246.342
113500 78.3711
113600 -315.545
113700 -6.86947
113800 1.12554
113900 -50.2688
114000 -80.8696
114100 -155.612
114200 10.1232
114300 -114.877
114400 239.069
114500 -165.788
114600 -60.3552
114700 -61.8685
114800 -70.3488
114900 -317.039
115000 -110.631
115100 -82.5744
115200 -165.141
115300 -200.005
115400 -118.002
115500 -368.46
115600 -102.317
115700 131.81
115800 115.913
115900 -175.098
116000 22.4039
116100 160.351
116200 -4.94779
116300 81.3072
116400 205.167
116500 -70.0448
116600 -40.7
116700 -54.7675
116800 -264.134
116900 -264.371
117000 -313.932
117100 -325.885
117200 -54.7032
117300 57.4455
117400 84.0257
117500 277.766
117600 85.4159
117700 103.546
117800 92.153
117900 57.0177
118000 -143.055
118100 30.3898
118200 -77.7091
118300 -130.251
118400 -343.528
118500 140.183
118600 147.819
118700 97.6539
118800 64.934
118900 129.998
119000 156.11
119100 175.085
119200 -83.4456
119300 -135.928
119400 101.559
119500 -76.69
119600 -137.624
119700 -167.273
119800 -82.4732
119900 -194.187
120000 -315.37
120100 -36.6909
120200 115.137
120300 -117.736
120400 8.86821
120500 -238.726
120600 -167.617
120700 -27.912
120800 16.9908
120900 55.1054
121000 -122.838
121100 -148.344
121200 115.326
121300 132.587
121400 213.885
121500 188.039
121600 35.1911
121700 30.1268
121800 175.859
121900 81.3702
122000 188.826
122100 222.801
122200 -187.384
122300 -59.0414
122400 88.0539
122500 25.5742
122600 140.789
122700 75.7477
122800 171.494
122900 124.342
123000 91.4073
123100 333.882
123200 6.51328
123300 -158.377
123400 299.908
123500 -76.3567
123600 -5.15134
123700 159.422
123800 46.1942
123900 208.967
124000 236.888
124100 118.67
124200 66.1932
124300 -65.2742
124400 97.2731
124500 -98.5673
124600 40.6915
124700 134.556
124800 219.522
124900 77.1389
125000 17.7461
125100 58.6629
125200 54.8552
125300 324.718
125400 -59.7743
125500 -9.5518
125600 206.209
125700 104.37
125800 -113.419
125900 201.906
126000 276.154
126100 -195.508
126200 19.5535
126300 -293.801
126400 -108.145
126500 -166.842
126600 16.6844
126700 43.8011
126800 -75.8331
126900 8.45408
127000 -34.0801
127100 261.842
127200 53.1513
127300 -104.847
127400 227.762
127500 243.854
127600 154.349
127700 -206.624
127800 -2.74696
127900 185.083
128000 -74.0152
128100 -19.898
128200 109.316
128300 -77.9298
128400 -29.7101
128500 -59.5652
128600 -343.208
128700 65.1319
128800 131.675
128900 69.1763
129000 -90.5605
129100 -171.951
129200 -72.1682
129300 41.0358
129400 -297.049
129500 -20.9584
129600 -164.045
129700 127.517
129800 -169.017
129900 49.9372
130000 191.532
130100 306.567
130200 -147.61
130300 -75.4209
130400 133.156
130500 210.417
130600 60.7804
130700 114.008
130800 -62.5735
130900 246.192
131000 40.8652
131100 48.4976
131200 190.629
131300 -90.9815
131400 -352.542
131500 -148.288
131600 -113.754
131700 50.3442
131800 -168.718
131900 248.499
132000 -104.604
132100 27.5609
132200 -119.643
132300 -236.265
132400 50.5717
132500 -119.975
132600 -39.6584
132700 181.219
132800 -11.2375
132900 -170.608
133000 -30.4179
133100 28.4931
133200 -36.0314
133300 133.3
133400 -82.594
133500 142.588
133600 -4.26485
133700 -379.215
133800 -50.3305
133900 76.3136
134000 -15.9578
134100 -331.334
134200 144.621
134300 13.9891
134400 155.528
134500 -5.79035
134600 13.015
134700 125.195
134800 -270.994
134900 123.075
135000 84.4096
135100 257.89
135200 76.8207
135300 -198.06
135400 -98.3451
135500 -83.8126
135600 -239.061
135700 109.856
135800 -125.751
135900 9.80267
136000 -1.83242
136100 -30.7154
136200 80.8812
136300 -101.942
136400 -83.4705
136500 -538.395
136600 -122.21
136700 -75.4472
136800 -246.204
136900 -154.245
137000 21.185
137100 -153.664
137200 -8.4851
137300 -35.8667
137400 -34.2237
137500 -107.639
137600 -187.354
137700 -47.791
137800 116.102
137900 -152.312
138000 -61.1109
138100 156.312
138200 185.199
138300 -11.1065
138400 109.479
138500 62.028
138600 -246.944
138700 -152.348
138800 57.9316
138900 -40.629
139000 -45.5747
139100 -139.77
139200 62.3749
139300 -197.803
139400 90.7587
139500 85.555
139600 -49.3198
139700 -89.4996
139800 15.0524
139900 158.864
140000 30.1502
140100 -178.89
140200 -399.832
140300 -283.224
140400 37.7209
140500 159.003
140600 -62.2832
140700 -127.468
140800 3.0857
140900 -34.74
141000 -120.798
141100 -26.1513
141200 -268.902
141300 -170.271
141400 -3.0493
141500 26.6871
141600 -252.882
141700 -163.794
141800 137.38
141900 10.2559
142000 -90.4357
142100 -150.9
142200 -39.2514
142300 -181.851
142400 55.1288
142500 -180.76
142600 21.4021
142700 236.024
142800 -90.485
142900 -47.524
143000 108.718
143100 -174.874
143200 -66.2626
143300 98.3038
143400 14.2298
143500 -183.749
143600 -53.9181
143700 82.2538
143800 -77.9391
143900 -214.575
144000 55.5422
144100 134.807
144200 256.949
144300 -26.7191
144400 -34.9393
144500 205.283
144600 196.373
144700 29.6688
144800 37.1183
144900 -170.173
145000 122.335
145100 -8.33393
145200 138.463
145300 10.286
145400 -133.836
145500 -327.147
145600 56.7428
145700 126.443
145800 -88.1556
145900 -166.739
146000 -39.0476
146100 13.1135
146200 132.052
146300 221.432
146400 169.427
146500 43.909
146600 78.93
146700 23.7612
146800 62.0933
146900 35.697
147000 233.454
147100 -0.845715
147200 23.5295
147300 -201.989
147400 313.343
147500 213.832
147600 176.593
147700 100.221
147800 173.537
147900 125.674
148000 138.756
148100 -55.7917
148200 -132.648
148300 -254.775
148400 -124.625
148500 -164.479
148600 172.555
148700 -34.5001
148800 -25.2952
148900 -130.035
149000 -243.417
149100 -21.0453
149200 -195.022
149300 56.3822
149400 56.6693
149500 105.287
149600 -82.0232
149700 -41.2954
149800 -87.9707
149900 28.2349
150000 -66.8583
150100 -170.491
150200 88.088
150300 40.6247
150400 -135.491
150500 10.0276
150600 114.504
150700 -16.1
150800 -0.587408
150900 -128.037
151000 -55.4387
151100 126.95
151200 136.102
151300 -132.025
151400 -9.38168
151500 153.627
151600 -99.605
151700 222.638
151800 296.694
151900 68.2853
152000 -224.066
152100 -22.613
152200 -146.656
152300 -102.057
152400 -95.2572
152500 152.815
152600 -170.559
152700 -65.1755
152800 -78.7432
152900 183.202
153000 41.4691
153100 3.23658
153200 -37.2073
153300 13.7172
153400 155.83
153500 -81.1254
153600 -12.1684
153700 154.05
153800 -43.5176
153900 11.9098
154000 144.55
154100 -47.8005
154200 129.591
154300 -74.8614
154400 -71.1583
154500 216.952
154600 16.2127
154700 200.807
154800 60.5456
154900 192.422
155000 -76.1114
155100 -64.5171
155200 261.179
155300 91.0418
155400 -79.8168
155500 -88.714
155600 11.6988
155700 240.937
155800 95.7627
155900 53.9475
156000 -141.219
156100 33.4343
156200 95.2487
156300 -31.8482
156400 -320.755
156500 21.7666
156600 54.4687
156700 318.379
156800 -0.341065
156900 -56.1463
157000 376.911
157100 198.229
157200 79.8761
157300 -7.98027
157400 -108.395
157500 -178.776
157600 -194.756
157700 -53.5364
157800 71.0294
157900 -3.62547
158000 -233.802
158100 -115.263
158200 -73.3084
158300 30.9843
158400 -37.2946
158500 37.5263
158600 103.338
158700 -264.659
158800 -100.017
158900 299.306
159000 29.5202
159100 -42.7938
159200 25.2167
159300 89.7215
159400 -128.792
159500 -213.87
159600 -125.276
159700 -126.58
159800 254.148
159900 -135.797
160000 15.495
160100 21.9726
160200 -92.8527
160300 -37.1105
160400 177.255
160500 109.27
160600 -49.7183
160700 -15.1161
160800 81.0888
160900 15.1617
161000 249.15
161100 56.0961
161200 25.4658
161300 -81.8732
161400 -214.853
161500 -235.644
161600 -290.61
161700 -215.748
161800 -177.145
161900 -291.121
162000 -204.29
162100 38.8681
162200 162.774
162300 -100.492
162400 73.0645
162500 -16.5415
162600 147.467
162700 149.887
162800 17.0712
162900 -195.835
163000 57.1244
163100 73.9903
163200 227.693
163300 340.111
163400 -128.228
163500 -51.5774
163600 96.639
163700 90.2496
163800 245.016
163900 79.2119
164000 -41.5568
164100 -201.744
164200 -286.438
164300 -144.075
164400 -59.0892
164500 307.992
164600 80.101
164700 -106.207
164800 139.047
164900 6.75434
165000 253.925
165100 16.4191
165200 -143.027
165300 -21.648
165400 3.90357
165500 2.26919
165600 -216.497
165700 -185.655
165800 -63.8038
165900 -23.6876
166000 -370.181
166100 3.07018
166200 249.789
166300 26.4718
166400 23.8597
166500 361.503
166600 221.895
166700 -169.395
166800 -187.074
166900 84.5195
167000 168.207
167100 89.9784
167200 6.36848
167300 91.7077
167400 66.3177
167500 -14.0991
167600 -360.487
167700 -84.3505
167800 -188.961
167900 168.206
168000 155.979
168100 -185.755
168200 127.905
168300 131.31
168400 -69.6997
168500 -71.4265
168600 196.67
168700 -49.6213
168800 -209.138
168900 91.7664
169000 -34.5378
169100 -108.962
169200 97.1628
169300 -2.87257
169400 -71.8732
169500 9.57603
169600 -14.8645
169700 104.13
169800 -64.6363
169900 86.512
170000 -143.82
170100 -146.33
170200 -78.1583
170300 67.8487
170400 43.6662
170500 52.9715
170600 -128.408
170700 158.997
170800 79.8765
170900 162.588
171000 239.415
171100 -39.4075
171200 63.5558
171300 199.641
171400 0.98422
171500 56.1064
171600 -219.819
171700 4.53578
171800 46.1769
171900 113.167
172000 -49.9387
172100 -136.066
172200 -90.5907
172300 -13.8627
172400 110.779
172500 238.096
172600 300.893
172700 205.306
172800 28.4234
172900 -128.506
173000 -146.024
173100 -19.2108
173200 91.5224
173300 -92.2988
173400 48.9717
173500 -18.3459
173600 -29.8034
173700 -36.5515
173800 -114.092
173900 -187.748
174000 22.4492
174100 127.428
174200 116.329
174300 -90.9008
174400 -70.693
174500 21.785
174600 -109.919
174700 147.967
