# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P v_Dens
4300 -16223.8 -20046.3 296.001 -18.762 0.867403
4400 -16239.7 -20087.4 297.956 106.801 0.868052
4500 -16260.4 -20079.4 295.726 22.4749 0.867937
4600 -16271.1 -20095.9 296.173 -54.0118 0.867648
4700 -16210.6 -20044.5 296.888 -10.0667 0.867764
4800 -16126.8 -20003.4 300.187 184.182 0.867767
4900 -16105.9 -19962.6 298.652 -112.357 0.866578
5000 -16107.3 -19952.3 297.738 -145.438 0.866093
5100 -16091.6 -19972.9 300.55 -20.5502 0.866843
5200 -16118 -20001.2 300.695 -36.6427 0.868045
5300 -16212 -20039.2 296.363 -84.1286 0.869865
5400 -16245.5 -20079 296.852 175.296 0.872541
5500 -16236 -20090.7 298.489 39.7001 0.874073
5600 -16183.2 -20021.3 297.207 40.0406 0.875033
5700 -16086.4 -19993 302.51 153.302 0.875456
5800 -16112.2 -20016 302.299 -82.7606 0.874682
5900 -16193.5 -20041.1 297.941 -73.3451 0.874483
6000 -16206.2 -20041.1 296.961 54.7486 0.875099
6100 -16191.9 -20072.5 300.492 67.4793 0.87542
6200 -16268.2 -20124.2 298.589 143.103 0.874788
6300 -16341.9 -20136.3 293.821 -127.331 0.872825
6400 -16302.3 -20121.4 295.74 -205.86 0.871704
6500 -16237.1 -20117.8 300.506 27.0296 0.872513
6600 -16227.8 -20071.3 297.632 247.526 0.873252
6700 -16204.3 -20065.5 298.991 3.89133 0.871898
6800 -16113.7 -20026.6 303.003 -84.1317 0.869699
6900 -16114.7 -19997.3 300.657 -151.802 0.868292
7000 -16199.9 -20039.9 297.356 -16.007 0.868505
7100 -16243.5 -20037.3 293.782 -190.267 0.869179
7200 -16194.8 -20007.4 295.233 13.8372 0.871398
7300 -16162.8 -20064.7 302.147 190.259 0.873753
7400 -16210.4 -20050.5 297.361 76.7681 0.874508
7500 -16226.9 -20045.3 295.686 25.0759 0.874405
7600 -16163.8 -20020.1 298.62 -223.263 0.874255
7700 -16065.8 -19990.3 303.9 21.9205 0.875809
7800 -16104.6 -20021.9 303.338 308.474 0.877388
7900 -16161.7 -20016 298.458 35.2826 0.876534
8000 -16188.3 -20010.4 295.965 -201.761 0.875065
8100 -16173.2 -20022 298.038 151.902 0.874882
8200 -16124.1 -20018.8 301.596 53.3694 0.873997
8300 -16111.6 -19983 299.786 -17.1993 0.87211
8400 -16157 -19993.5 297.08 5.59796 0.870186
8500 -16217.7 -20018.5 294.319 -104.163 0.868243
8600 -16211.2 -20058.4 297.913 -304.543 0.867315
8700 -16148.9 -20017.6 299.574 -270.141 0.869434
8800 -16067.3 -19964.2 301.759 339.564 0.873844
8900 -16071.1 -20014.4 305.361 -42.0016 0.876186
9000 -16179.7 -20036.4 298.653 233.287 0.877907
9100 -16204.2 -20021.6 295.606 181.906 0.877607
9200 -16167.4 -19993.8 296.305 -308.817 0.876118
9300 -16102.3 -20029 304.063 15.0388 0.87708
9400 -16138.6 -20011.4 299.89 214.098 0.877767
9500 -16252.7 -20080.8 296.436 -232.698 0.876885
9600 -16259.7 -20040.2 292.749 -148.086 0.878093
9700 -16195.3 -20072.7 300.253 296.001 0.880464
9800 -16158.5 -19991.9 296.846 76.4363 0.880442
9900 -16106.4 -19979.2 299.896 212.254 0.879233
10000 -16048.2 -19950.8 302.2 127.512 0.876274
10100 -15995.4 -19906.4 302.854 45.865 0.87136
10200 -16046.8 -19889.9 297.594 -461.153 0.866371
10300 -16106.4 -19889.7 292.962 -272.446 0.865698
10400 -16049 -19889.8 297.417 -15.8764 0.867778
10500 -15974.4 -19877.2 302.222 -152.24 0.870155
10600 -16004.8 -19885.6 300.521 141.195 0.873361
10700 -16074.9 -19978.4 302.268 181.158 0.875032
10800 -16172 -20027.5 298.561 39.7929 0.874897
10900 -16214.9 -20068.7 298.422 -121.791 0.874637
11000 -16238.3 -20054.4 295.51 -120.161 0.875322
11100 -16187 -20036.9 298.119 63.3329 0.876825
11200 -16085.4 -19979.4 301.538 88.7167 0.87755
11300 -16096.4 -20006.8 302.804 7.15696 0.87733
11400 -16155.3 -19995.9 297.404 -181.412 0.877333
11500 -16175.2 -20033.8 298.801 198.547 0.878455
11600 -16209.2 -20070.5 299.004 287.748 0.878
11700 -16286.9 -20118.2 296.688 21.6492 0.875052
11800 -16373.3 -20138.1 291.537 -304.826 0.872328
11900 -16330.7 -20096 291.568 -93.9725 0.87219
12000 -16252.4 -20053.7 294.358 -43.0599 0.873335
12100 -16163.5 -20040.2 300.197 68.6919 0.874851
12200 -16166.2 -20052.3 300.925 72.905 0.875522
12300 -16236.4 -20072.2 297.029 -46.8368 0.875547
12400 -16288 -20122 296.894 92.4172 0.875929
12500 -16307.4 -20128.1 295.864 -12.7552 0.875614
12600 -16257 -20141 300.763 -4.69928 0.875085
12700 -16216.4 -20092.4 300.146 32.0565 0.874607
12800 -16209.6 -20046.2 297.091 196.602 0.873612
12900 -16183.2 -20027.4 297.684 -37.9174 0.87126
13000 -16111.5 -19987.7 300.159 -209.329 0.86936
13100 -16059 -19959.6 302.054 -200.77 0.869281
13200 -16120.3 -19956.5 297.064 -161.617 0.871203
13300 -16218.8 -20017.7 294.171 -42.7262 0.874686
13400 -16224.8 -20083.5 298.802 227.487 0.878339
13500 -16227.3 -20052.7 296.225 274.652 0.879887
13600 -16159.2 -20026.9 299.505 35.7311 0.878991
13700 -16050.6 -19965.2 303.13 12.1504 0.877478
13800 -16082.7 -19967.5 300.821 84.4769 0.87586
13900 -16148.8 -19953.6 294.634 -17.8521 0.87364
14000 -16137.2 -19984.4 297.916 -107.546 0.871796
14100 -16138.4 -20037.3 301.921 -3.44588 0.870975
14200 -16222.3 -20041.4 295.735 -140.869 0.870602
14300 -16252.8 -20082.5 296.555 -13.6396 0.871248
14400 -16232.9 -20063.5 296.625 -42.8406 0.872312
14500 -16183 -20068.7 300.896 59.193 0.873468
14600 -16194.7 -20055 298.931 59.754 0.87406
14700 -16255.4 -20079.1 296.094 -105.274 0.874254
14800 -16286.4 -20058.1 292.064 -57.1755 0.875048
14900 -16175.1 -20002 296.345 149.3 0.876107
15000 -16108 -19989.9 300.599 45.1179 0.876107
15100 -16117.2 -19962.6 297.777 -87.463 0.875462
15200 -16132 -19976 297.663 -108.299 0.875634
15300 -16174.7 -20036.2 299.018 96.5648 0.876595
15400 -16270.9 -20089.3 295.682 -41.2445 0.87669
15500 -16307 -20124.8 295.634 -22.3944 0.87706
15600 -16269.4 -20099.2 296.571 33.2633 0.877755
15700 -16160.5 -20063.4 302.226 266.146 0.877779
15800 -16142.7 -20040.3 301.814 137.381 0.875406
15900 -16158.3 -19961.1 294.478 -178.601 0.872293
16000 -16113.1 -19976.3 299.154 -99.0693 0.871091
16100 -16067.6 -19954.1 300.955 4.48398 0.870896
16200 -16078.5 -19970.2 301.36 -229.38 0.871113
16300 -16187.6 -20029.2 297.485 -99.6469 0.873173
16400 -16241.3 -20071.2 296.57 43.0613 0.875946
16500 -16243.6 -20062.8 295.745 115.395 0.878197
16600 -16159.8 -20050.6 301.288 198.966 0.879202
16700 -16074 -19962.9 301.14 94.8698 0.878464
16800 -16033.5 -19985.3 306.014 90.5502 0.876624
16900 -16137 -19980.7 297.635 69.02 0.874001
17000 -16198.4 -20011.7 295.289 -220.03 0.871208
17100 -16172.3 -20014.1 297.494 -29.7528 0.86998
17200 -16103.2 -19943.8 297.401 -259.277 0.869779
17300 -16033.4 -19954.6 303.642 49.2978 0.871368
17400 -16075.2 -19945.2 299.678 125.446 0.872675
17500 -16126.3 -19957.5 296.669 -286.147 0.873409
17600 -16118.9 -19964.7 297.807 -25.3142 0.876341
17700 -16125.6 -20018.8 301.476 223.379 0.879557
17800 -16221.2 -20090.1 299.592 75.1688 0.880779
17900 -16281.5 -20091.4 295.021 89.5915 0.881131
18000 -16243.9 -20054.6 295.087 -14.7705 0.880567
18100 -16173.8 -20039.7 299.358 14.5343 0.879848
18200 -16164.4 -20041.1 300.194 -34.4487 0.879277
18300 -16182.9 -20049.9 299.439 137.68 0.878814
18400 -16223.8 -20069.8 297.818 119.551 0.877119
18500 -16230.9 -20064.2 296.839 -100.549 0.874424
18600 -16208.7 -20046.5 297.18 -68.898 0.872625
18700 -16154.8 -19981.1 296.299 55.5573 0.871207
18800 -16062.4 -19939.9 300.261 103.343 0.869285
18900 -16057.5 -20004.3 305.623 -80.1907 0.866685
19000 -16127.9 -19978.8 298.205 -256.537 0.864807
19100 -16162.7 -19999.6 297.112 83.8488 0.86485
19200 -16167.5 -20003.1 297.018 -247.626 0.865183
19300 -16129 -20010.9 300.602 17.2964 0.867231
19400 -16101.7 -19960.2 298.784 43.872 0.869506
19500 -16095.1 -20004.7 302.749 121.182 0.871219
19600 -16186.1 -20031.8 297.8 -151.068 0.87222
19700 -16247.3 -20085.5 297.217 67.3876 0.874165
19800 -16282 -20135.3 298.385 376.199 0.875251
19900 -16334.5 -20142.2 294.849 35.2309 0.873327
20000 -16399.7 -20151.5 290.529 -68.9698 0.870653
20100 -16353.4 -20116 291.364 -29.2947 0.868559
20200 -16222.8 -20018 293.882 -168.169 0.867013
20300 -16132.4 -19984.5 298.295 -54.1437 0.866804
20400 -16083.9 -19964.7 300.519 168.94 0.867107
20500 -16107.3 -19975.6 299.544 -74.3195 0.866108
20600 -16182.2 -19989.6 294.827 -238.139 0.865717
20700 -16209.5 -20045.7 297.062 33.2091 0.8673
20800 -16215.5 -20073.1 298.713 -214.808 0.869759
20900 -16244.2 -20085 297.412 158.915 0.874617
21000 -16291.4 -20139.9 298.016 269.713 0.87915
21100 -16355.5 -20196.1 297.405 28.1061 0.881925
21200 -16402.1 -20195 293.707 352.476 0.883862
21300 -16358.3 -20170.3 295.184 278.883 0.882864
21400 -16238.8 -20104.7 299.361 -54.6854 0.878992
21500 -16224.9 -20080.2 298.54 -150.794 0.875111
21600 -16221 -20044.8 296.101 -51.9181 0.872308
21700 -16146.6 -20022.6 300.138 -273.407 0.870057
21800 -16095.8 -19991.5 301.664 33.4017 0.870019
21900 -16156 -19998.2 297.528 28.7773 0.870228
22000 -16259.6 -20075.3 295.476 -306.835 0.870427
22100 -16261.3 -20060.8 294.217 28.1266 0.873013
22200 -16188.8 -20043.1 298.458 239.829 0.875904
22300 -16143.3 -19997.3 298.441 226.14 0.876548
22400 -16149.3 -20016.1 299.428 -159.654 0.875375
22500 -16163.7 -19985.9 295.979 -273.583 0.875397
22600 -16127.2 -19999.5 299.851 -74.7063 0.878028
22700 -16089.1 -19990.3 302.095 423.498 0.881364
22800 -16129.3 -20015.3 300.913 213.824 0.881381
22900 -16225.6 -20048.5 296.029 -9.14118 0.878814
23000 -16255 -20082.8 296.413 -23.8776 0.875934
23100 -16260.8 -20135.6 300.047 50.3787 0.873482
23200 -16329.9 -20129.8 294.243 -13.8772 0.870364
23300 -16350.6 -20108.7 291.011 -227.35 0.867583
23400 -16240.7 -20081.6 297.421 -72.4798 0.866931
23500 -16182 -20016.8 296.953 -29.6812 0.867
23600 -16126.7 -19968.8 297.521 5.46976 0.867127
23700 -16075.2 -19938.5 299.159 -27.2345 0.86751
23800 -16059.3 -19953.6 301.557 -61.2426 0.86827
23900 -16137.4 -20004.4 299.439 -116.006 0.86957
24000 -16237.1 -20076.4 297.303 -16.9801 0.872166
24100 -16267.9 -20070.6 294.462 17.1258 0.875308
24200 -16227 -20104.1 300.228 304.12 0.878082
24300 -16190.4 -20069.7 300.4 54.5637 0.878564
24400 -16187.7 -20051.3 299.182 -75.1965 0.87827
24500 -16224 -20097.2 299.93 -55.9703 0.87874
24600 -16310.2 -20133.2 296.034 165.873 0.879612
24700 -16338.5 -20132 293.752 128.043 0.879061
24800 -16260.2 -20099.2 297.275 -47.5186 0.877252
24900 -16193.2 -20033.3 297.364 82.3145 0.875024
25000 -16170.9 -20034.6 299.196 -164.968 0.872175
25100 -16177.1 -20023 297.813 -78.1857 0.870305
25200 -16193.2 -20026.8 296.858 -366.366 0.869276
25300 -16190.1 -20034.6 297.703 39.0892 0.8712
25400 -16171.7 -20015.7 297.66 277.463 0.873449
25500 -16142.4 -20032.8 301.252 -148.251 0.873836
25600 -16175.2 -20020 297.727 116.836 0.875015
25700 -16252.4 -20059.6 294.815 48.8766 0.875592
25800 -16272.4 -20094.4 295.965 -175.315 0.875737
25900 -16192.4 -20044.8 298.318 -47.2896 0.877391
26000 -16104.9 -20037.1 304.492 109.127 0.879847
26100 -16153.8 -20021.1 299.466 117.197 0.881453
26200 -16221 -20079.2 298.758 213.999 0.881752
26300 -16262.4 -20093.2 296.643 62.3878 0.880259
26400 -16246.3 -20041 293.847 -98.4331 0.878108
26500 -16186.6 -20029.5 297.575 91.3599 0.87619
26600 -16167.5 -20014.1 297.863 -215.501 0.873999
26700 -16167.2 -20049.3 300.616 94.2267 0.873287
26800 -16250.5 -20081.1 296.63 -174.435 0.872165
26900 -16300.2 -20089 293.395 -87.7799 0.872356
27000 -16258.1 -20097.7 297.326 142.309 0.873463
27100 -16228.6 -20071.3 297.559 -218.904 0.87379
27200 -16186.8 -20051.5 299.274 -94.0705 0.875865
27300 -16077.4 -20001.1 303.841 353.538 0.878774
27400 -16073.8 -20010.8 304.868 331.605 0.878493
27500 -16182.4 -20018 297.021 -229.172 0.87531
27600 -16209 -20062.4 298.395 -40.0622 0.873656
27700 -16224.7 -20045.3 295.858 6.84434 0.87283
27800 -16184.6 -20017 296.766 -157.646 0.871955
27900 -16091.8 -19961 299.614 -248.263 0.872667
28000 -16072.5 -19982 302.74 30.9442 0.875732
28100 -16133.6 -20016.9 300.711 111.991 0.878668
28200 -16175.2 -19997.6 295.992 -42.0737 0.880669
28300 -16167.6 -20025.6 298.748 120.09 0.882857
28400 -16160.5 -20001.7 297.443 297.823 0.883747
28500 -16126.9 -19990.5 299.178 17.7928 0.882032
28600 -16062.7 -19962.8 302.014 -87.076 0.880037
28700 -16082.6 -19963.8 300.545 -150.323 0.878849
28800 -16191.7 -20052.5 298.969 166.266 0.878725
28900 -16250.4 -20057.8 294.829 44.7766 0.877494
29000 -16217.3 -20046.5 296.523 -73.4874 0.87563
29100 -16158.7 -20037.4 300.351 0.0403511 0.874179
29200 -16154.2 -19997 297.575 -135.462 0.87297
29300 -16148.9 -19997.7 298.031 10.5989 0.872788
29400 -16125 -19998.5 299.946 -188.694 0.873061
29500 -16125.3 -19983.5 298.763 -97.9087 0.874907
29600 -16159.4 -20011.2 298.27 2.94495 0.878738
29700 -16227.8 -20063.5 297.019 375.513 0.882928
29800 -16279.7 -20101.8 295.969 181.192 0.884255
29900 -16291.4 -20102.4 295.111 4.30147 0.883827
30000 -16212.8 -20064.5 298.258 224.528 0.88275
30100 -16137.9 -20003.9 299.37 158.242 0.879076
30200 -16099.4 -19948.3 298.045 -293.545 0.873491
30300 -16045.2 -19936.4 301.316 -249.414 0.869931
30400 -16055.2 -19938.9 300.738 -143.253 0.86872
30500 -16159.5 -19988 296.464 -156.208 0.869038
30600 -16221 -20069.9 298.045 219.193 0.870549
30700 -16267.2 -20110.4 297.603 112.02 0.870664
30800 -16311.6 -20091.8 292.724 -147.258 0.8697
30900 -16248.5 -20114.3 299.352 -162.819 0.869984
31000 -16170 -20068.8 301.905 129.261 0.871684
31100 -16178.6 -20016.1 297.156 -175.47 0.872714
31200 -16179.9 -20014.8 296.963 107.68 0.875072
31300 -16144.9 -20030.7 300.904 97.2958 0.87711
31400 -16165.8 -20043.9 300.302 -33.761 0.878395
31500 -16250.1 -20105.8 298.564 -124.694 0.880045
31600 -16320.3 -20144.7 296.146 -10.472 0.882889
31700 -16340.5 -20190.4 298.12 375.975 0.885989
31800 -16355.4 -20181.9 296.309 228.444 0.886032
31900 -16346.8 -20168.3 295.921 -21.4696 0.8835
32000 -16264.3 -20084.4 295.818 -43.9534 0.880901
32100 -16179.4 -20066.1 300.971 12.3548 0.878757
32200 -16173.9 -20054.8 300.518 69.5653 0.876049
32300 -16235.3 -20049.6 295.369 -74.5849 0.872762
32400 -16261.3 -20062.2 294.321 -159.81 0.869979
32500 -16168.6 -20036.5 299.512 -349.839 0.869127
32600 -16103.4 -20014.1 302.827 71.4319 0.871217
32700 -16156 -20023.3 299.468 64.7788 0.87306
32800 -16214.8 -20067.3 298.326 -56.4924 0.874448
32900 -16244 -20108.6 299.256 35.2441 0.876191
33000 -16274 -20124.8 298.196 30.441 0.877781
33100 -16294.9 -20132.2 297.146 222.74 0.878966
33200 -16295 -20137.7 297.565 205.048 0.878104
33300 -16236.9 -20086.7 298.113 -209.136 0.875407
33400 -16104.2 -20004.5 302.026 -36.2598 0.873721
33500 -16110.8 -19982 299.771 -247.776 0.872533
33600 -16182.6 -20033.7 298.215 -219.901 0.873787
33700 -16245.6 -20065.1 295.765 33.6775 0.877599
33800 -16251.6 -20088.8 297.133 74.3529 0.882487
33900 -16174.2 -20056.1 300.6 356.827 0.887302
34000 -16078.4 -20010.9 304.521 319.942 0.889259
34100 -16141.4 -20052.1 302.829 25.754 0.888266
34200 -16228.5 -20077.8 298.078 198.381 0.886192
34300 -16268 -20120.1 298.297 -20.9005 0.882517
34400 -16285.2 -20086.1 294.323 -279.55 0.878614
34500 -16211.3 -20114.2 302.229 -158.375 0.876967
34600 -16163.9 -20053.5 301.201 20.4479 0.876672
34700 -16225.8 -20039.5 295.317 -15.7137 0.876443
34800 -16332.7 -20132.1 294.213 -52.9419 0.876674
34900 -16334.9 -20156.7 295.952 83.5386 0.877225
35000 -16289.9 -20163.7 299.972 -110.468 0.877222
35100 -16287.8 -20136.6 298.04 -89.8965 0.878122
35200 -16361.7 -20195.6 296.882 72.4207 0.880215
35300 -16431.2 -20238.2 294.797 25.4302 0.881843
35400 -16413.3 -20223.1 295.013 30.8578 0.883245
35500 -16323.3 -20180.9 298.716 327.193 0.884492
35600 -16270.8 -20138 299.458 267.07 0.882652
35700 -16269 -20098.7 296.558 -159.15 0.877872
35800 -16237.5 -20068 296.624 -318.559 0.87422
35900 -16213.5 -20081.9 299.559 -163.931 0.873418
36000 -16226.9 -20069.5 297.552 -81.6231 0.874485
36100 -16247.5 -20124.8 300.247 -98.2294 0.87667
36200 -16337.1 -20164.1 296.35 45.7659 0.879627
36300 -16400.2 -20180.2 292.707 102.914 0.88237
36400 -16365.7 -20178.1 295.219 133.236 0.884123
36500 -16327.9 -20160.5 296.78 182.823 0.884604
36600 -16286.4 -20130.4 297.667 26.8451 0.883279
36700 -16239.5 -20120.5 300.529 -145.587 0.881775
36800 -16256.8 -20127 299.696 97.4095 0.881505
36900 -16361.2 -20157 293.931 -24.0886 0.880609
37000 -16369.9 -20179.5 295.003 -219.77 0.879574
37100 -16290.2 -20117.2 296.347 -172.643 0.880427
37200 -16226 -20091.5 299.326 184.207 0.883353
37300 -16231.1 -20099.4 299.552 43.2105 0.885545
37400 -16267.8 -20102.4 296.936 74.414 0.887447
37500 -16345.8 -20214.6 299.585 190.52 0.889289
37600 -16445.2 -20228.7 292.979 279.021 0.889299
37700 -16394.5 -20186.7 293.652 209.789 0.886412
37800 -16302.1 -20107.5 294.672 70.1513 0.880347
37900 -16214.7 -20037.3 296.007 -316.672 0.872926
38000 -16154.8 -20031.4 300.183 -227.625 0.868492
38100 -16151.8 -19991.5 297.327 -214.532 0.866817
38200 -16120.1 -19988.3 299.536 -284.339 0.867379
38300 -16063.7 -19967.1 302.263 104.469 0.870119
38400 -16081.3 -19956.6 300.088 138.916 0.872159
38500 -16173.6 -20018.2 297.706 23.6532 0.87274
38600 -16243.4 -20103.5 298.91 -93.5944 0.873072
38700 -16280.5 -20110.5 296.582 123.891 0.874026
38800 -16273.5 -20100.6 296.359 17.144 0.874292
38900 -16243.6 -20096.6 298.363 82.6013 0.874022
39000 -16219.7 -20048.4 296.479 -109.053 0.873117
39100 -16193.5 -20012.8 295.754 -8.38843 0.872975
39200 -16148.9 -19986.9 297.203 152.331 0.872908
39300 -16095.8 -19951.3 298.561 246.064 0.871398
39400 -16039.2 -19910.9 299.806 -133.894 0.867915
39500 -15937.7 -19856.6 303.458 -121.735 0.865342
39600 -15893.9 -19808.7 303.142 -155.652 0.863988
39700 -16000.3 -19891.3 301.304 -175.498 0.86412
39800 -16084.3 -19930.4 297.832 -12.4455 0.865873
39900 -16105.3 -19955.6 298.15 27.7105 0.867946
40000 -16123.8 -19969.8 297.825 -48.613 0.869974
40100 -16174.9 -20012.1 297.141 282.086 0.872237
40200 -16260.7 -20087.1 296.296 -36.4322 0.872444
40300 -16296.8 -20073.2 292.43 175.364 0.872309
40400 -16240.6 -20109.9 299.622 112.804 0.870731
40500 -16233.4 -20082.9 298.087 -317.373 0.868202
40600 -16218.6 -20045.7 296.353 -110.212 0.868063
40700 -16163.1 -20014.1 298.206 154.015 0.869118
40800 -16080 -19963.8 300.742 7.30619 0.869223
40900 -15973.6 -19916.9 305.347 87.8885 0.868836
41000 -15994.5 -19881.6 300.997 -121.931 0.867966
41100 -16120.1 -19935 295.409 -203.339 0.868041
41200 -16139 -20016.4 300.255 38.2374 0.870194
41300 -16202.4 -20042.3 297.342 98.9198 0.872551
41400 -16258.8 -20099.2 297.391 56.0814 0.874413
41500 -16290.7 -20147.5 298.655 53.6106 0.876274
41600 -16382.8 -20121.4 289.5 30.8815 0.87789
41700 -16371 -20148.7 292.527 255.59 0.879053
41800 -16270.1 -20113.3 297.605 20.965 0.878302
41900 -16240.3 -20084 297.644 -128.108 0.876813
42000 -16209.3 -20062.1 298.344 -216.587 0.876549
42100 -16150.7 -20019.1 299.551 187.133 0.878018
42200 -16092.6 -20014.9 303.727 148.101 0.87806
42300 -16154.5 -20000.2 297.794 -40.5436 0.876824
42400 -16257.6 -20118.8 298.997 -158.337 0.875955
42500 -16296 -20092.8 294.01 71.1323 0.876007
42600 -16237.1 -20044.4 294.823 -63.7905 0.875902
42700 -16159.7 -20023.3 299.18 -124.668 0.876627
42800 -16157.3 -20011.7 298.47 239.512 0.877997
42900 -16170.3 -19991 295.86 350.84 0.877353
43000 -16144.7 -20047.8 302.237 -168.689 0.873772
43100 -16149.2 -19985.3 297.053 -296.773 0.871047
43200 -16179.5 -20023 297.628 32.0071 0.870924
43300 -16220.1 -20043 296.028 -239.508 0.871238
43400 -16233.5 -20100.6 299.452 -112.945 0.873297
43500 -16293.1 -20104 295.104 -56.1015 0.877045
43600 -16336 -20153.8 295.636 435.906 0.880695
43700 -16318.8 -20133.2 295.37 8.6915 0.881116
43800 -16219.1 -20106.7 301.048 279.94 0.880645
43900 -16193 -20059.3 299.394 68.4153 0.877971
44000 -16214.5 -20034.4 295.794 -396.306 0.874899
44100 -16201.5 -20048.5 297.897 -231.291 0.875219
44200 -16136.6 -20042.9 302.491 61.2094 0.877627
44300 -16164.5 -20064.4 301.987 6.51256 0.879822
44400 -16274.4 -20130.1 298.569 342.402 0.881531
44500 -16317.6 -20135 295.607 33.5581 0.880614
44600 -16277.4 -20087.1 295.005 -160.876 0.879068
44700 -16191.8 -20078 300.929 5.76353 0.878619
44800 -16190 -20044.5 298.485 47.5664 0.878253
44900 -16196.9 -20032.9 297.044 -59.1579 0.877852
45000 -16173.7 -20012.2 297.233 15.3596 0.877566
45100 -16070.9 -19983.5 302.974 -18.6407 0.877494
45200 -16037.6 -19971.6 304.634 108.323 0.877349
45300 -16124.5 -20001.3 300.204 -312.882 0.876615
45400 -16185.5 -20037.6 298.297 105.146 0.878195
45500 -16225.5 -20072 297.86 67.0217 0.879494
45600 -16262.2 -20107 297.732 46.3338 0.880202
45700 -16358.4 -20149.4 293.554 -67.8671 0.88076
45800 -16388.9 -20158.6 291.912 -25.7674 0.881672
45900 -16318 -20157.6 297.324 269.193 0.882919
46000 -16283.7 -20097.3 295.317 83.4357 0.88219
46100 -16225.8 -20069.4 297.632 -159.722 0.88024
46200 -16167.7 -20015.1 297.921 176.59 0.87882
46300 -16133.6 -20011.8 300.311 -130.57 0.876222
46400 -16159.7 -19976 295.521 -196.477 0.873959
46500 -16230.4 -20041.9 295.147 -167.561 0.873425
46600 -16257.4 -20057.4 294.262 -5.55521 0.874439
46700 -16209.1 -20077.9 299.589 -0.0584413 0.876325
46800 -16163.7 -20062.4 301.894 100.349 0.878214
46900 -16216.1 -20044.5 296.459 144.907 0.878841
47000 -16298 -20084 293.174 -110.771 0.878575
47100 -16273.1 -20125.4 298.305 -43.6117 0.879282
47200 -16171.9 -20065.9 301.541 30.8378 0.880642
47300 -16077.7 -19989.4 302.903 207.567 0.881312
47400 -16098.7 -19989.8 301.308 115.131 0.880179
47500 -16222.2 -20045.8 296.086 -156.275 0.877975
47600 -16234.7 -20072.6 297.193 6.68488 0.876674
47700 -16198.7 -20024.9 296.287 73.182 0.875356
47800 -16138.8 -20031.7 301.455 -157.221 0.873392
47900 -16144 -20008.6 299.259 -131.512 0.872682
48000 -16224.8 -20044.4 295.781 -202.761 0.873624
48100 -16292.1 -20104.9 295.247 27.9129 0.876333
48200 -16311.6 -20149.2 297.169 253.579 0.879089
48300 -16382.5 -20181.5 294.173 102.684 0.879761
48400 -16437.9 -20229.3 293.592 -104.048 0.87937
48500 -16390 -20183.6 293.764 -53.5789 0.879634
48600 -16268.2 -20076.3 294.889 80.8983 0.880654
48700 -16203.9 -20055.5 298.252 9.99876 0.881325
48800 -16166.9 -20037.4 299.715 146.775 0.881399
