# Time-averaged data for fix TEAve
# TimeStep v_TotEn
118100 -16173.4
118200 -16167.4
118300 -16158.9
118400 -16204.7
118500 -16325.1
118600 -16333.9
118700 -16249.9
118800 -16203
118900 -16237.9
119000 -16280.3
119100 -16385.6
119200 -16388.6
119300 -16333.8
119400 -16247
119500 -16138.3
119600 -16196.3
119700 -16287.2
119800 -16286.1
119900 -16252.8
120000 -16174.1
120100 -16139.1
120200 -16214.2
120300 -16249.5
120400 -16258.9
120500 -16244.5
120600 -16166.4
120700 -16095.1
120800 -16082
120900 -16142.5
121000 -16234.7
121100 -16259.6
121200 -16184.7
121300 -16088.6
121400 -16093.6
121500 -16172.8
121600 -16219.8
121700 -16216.4
121800 -16125.6
121900 -16023.4
122000 -16040.1
122100 -16101.4
122200 -16163.1
122300 -16220.3
122400 -16234.3
122500 -16232.8
122600 -16229.6
122700 -16205.1
122800 -16242.7
122900 -16360.2
123000 -16359.1
123100 -16293.2
123200 -16239
123300 -16208.9
123400 -16197.3
123500 -16112.7
123600 -16063.8
123700 -16125.7
123800 -16238.1
123900 -16241.1
124000 -16166.5
124100 -16151.4
124200 -16241.1
124300 -16278.5
124400 -16249.1
124500 -16168.6
124600 -16090.1
124700 -16100.8
124800 -16146.4
124900 -16141
125000 -16188.5
125100 -16309.4
125200 -16307.6
125300 -16231.6
125400 -16179.6
125500 -16172.1
125600 -16191.1
125700 -16237.1
125800 -16229.7
125900 -16161.8
126000 -16125.7
126100 -16143.2
126200 -16227.4
126300 -16279.7
126400 -16224
126500 -16127.6
126600 -16097.5
126700 -16131.1
126800 -16213.7
126900 -16275.4
127000 -16259.2
127100 -16233.5
127200 -16182.2
127300 -16068
127400 -16055.9
127500 -16125.4
127600 -16184.2
127700 -16189.9
127800 -16169.8
127900 -16145.9
128000 -16136.2
128100 -16102
128200 -16059.2
128300 -16087.1
128400 -16178.3
128500 -16214.8
128600 -16199.4
128700 -16091.2
128800 -16014.2
128900 -16039.5
129000 -16133.4
129100 -16166.1
129200 -16128.5
129300 -16062.7
129400 -16056.5
129500 -16087.3
129600 -16163
129700 -16204.5
129800 -16207.6
129900 -16217
130000 -16191.4
130100 -16108.3
130200 -16002.4
130300 -16046
130400 -16111
130500 -16135.9
130600 -16200.3
130700 -16216.8
130800 -16186.1
130900 -16108
131000 -16106.4
131100 -16189.6
131200 -16284.5
131300 -16313.3
131400 -16258.2
131500 -16183.5
131600 -16174.3
131700 -16180.4
131800 -16144.8
131900 -16060.9
132000 -16048.7
132100 -16141.8
132200 -16190.4
132300 -16206
132400 -16217.7
132500 -16240.6
132600 -16141.5
132700 -16069.1
132800 -16088.1
132900 -16177.9
133000 -16219.2
133100 -16203.4
133200 -16194.4
133300 -16185.4
133400 -16188.1
133500 -16165
133600 -16103.2
133700 -16147.6
133800 -16214.5
133900 -16254.1
134000 -16203.2
134100 -16128.1
134200 -16077.8
134300 -16165
134400 -16253
134500 -16254.8
134600 -16176.4
134700 -16150.9
134800 -16189
134900 -16190.3
135000 -16184.5
135100 -16185
135200 -16193
135300 -16243
135400 -16335.4
135500 -16285.4
135600 -16207.5
135700 -16203.6
135800 -16208.1
135900 -16119
136000 -16018
136100 -16017
136200 -16080.4
136300 -16140.1
136400 -16161.7
136500 -16158.9
136600 -16135.4
136700 -16099.2
136800 -16089.2
136900 -16122.3
137000 -16210.8
137100 -16239.5
137200 -16213.1
137300 -16121.6
137400 -16057.9
137500 -16103.9
137600 -16162.6
137700 -16202
137800 -16296.6
137900 -16301.8
138000 -16210.4
138100 -16177.8
138200 -16180.7
138300 -16120.4
138400 -16035
138500 -15947.2
138600 -15913
138700 -16030.1
138800 -16107.5
138900 -16187.2
139000 -16206.9
139100 -16195.3
139200 -16144.2
139300 -16089.9
139400 -16067
139500 -16111.1
139600 -16173.3
139700 -16158.5
139800 -16084.2
139900 -16049.1
140000 -16141.8
140100 -16210.2
140200 -16197.2
140300 -16188.5
140400 -16162
140500 -16093.9
140600 -16066.2
140700 -16128.2
140800 -16197.8
140900 -16146
141000 -16031.8
141100 -16025.8
141200 -16071.6
141300 -16146.6
141400 -16166.3
141500 -16147.6
141600 -16068.2
141700 -16026.8
141800 -16038
141900 -16137.5
142000 -16166.4
142100 -16172.7
142200 -16121.8
142300 -16001.6
142400 -16019.6
142500 -16099.5
142600 -16149.8
142700 -16151.6
142800 -16188.9
142900 -16295.4
143000 -16338.7
143100 -16289.4
143200 -16242.4
143300 -16218.5
143400 -16148.1
143500 -16093.3
143600 -16131.9
143700 -16201.2
143800 -16223.2
143900 -16193.5
144000 -16186.8
144100 -16217.2
144200 -16328.4
144300 -16312.9
144400 -16225
144500 -16189.7
144600 -16224.1
144700 -16280.2
144800 -16378.3
144900 -16471
145000 -16397.6
145100 -16299.3
145200 -16240.6
145300 -16230.1
145400 -16233.5
145500 -16260.5
145600 -16339.4
145700 -16382.1
145800 -16344.4
145900 -16226.7
146000 -16209.6
146100 -16225.4
146200 -16221.1
146300 -16152.6
146400 -16139.3
146500 -16223
146600 -16280.4
146700 -16249.3
146800 -16202
146900 -16199
147000 -16214.3
147100 -16226.2
147200 -16242
147300 -16292
147400 -16330.5
147500 -16253.8
147600 -16192.7
147700 -16246
147800 -16276
147900 -16219.9
148000 -16174.3
148100 -16198.7
148200 -16181.8
148300 -16169.3
148400 -16253.6
148500 -16337.5
148600 -16300.2
148700 -16224.7
148800 -16222
148900 -16258
149000 -16353.6
149100 -16395.5
149200 -16322.3
149300 -16217.4
149400 -16215.7
149500 -16220.1
149600 -16225.9
149700 -16182.1
149800 -16128
149900 -16158.2
150000 -16266.6
150100 -16307.4
150200 -16284.5
150300 -16216.5
150400 -16241.5
150500 -16272.4
150600 -16244.3
150700 -16189.9
150800 -16224.2
150900 -16315.6
151000 -16301.9
151100 -16276.1
151200 -16197.7
151300 -16115.2
151400 -16148
151500 -16208
151600 -16252
151700 -16255
151800 -16225.6
151900 -16154.3
152000 -16134.7
152100 -16144.1
152200 -16227.1
152300 -16277.3
152400 -16252
152500 -16202.2
152600 -16182.9
152700 -16174
152800 -16158.6
152900 -16132.4
153000 -16003.7
153100 -15955.7
153200 -16026.9
153300 -16133
153400 -16221.3
153500 -16271.2
153600 -16268.8
153700 -16188.7
153800 -16120.5
153900 -16113.1
154000 -16187.3
154100 -16252.7
154200 -16285.6
154300 -16322.2
154400 -16289.5
154500 -16195.7
154600 -16187.6
154700 -16225.5
154800 -16331.6
154900 -16392.9
155000 -16405.2
155100 -16347.1
155200 -16221.9
155300 -16220.9
155400 -16220.9
155500 -16310.8
155600 -16353.7
155700 -16287.8
155800 -16228.5
155900 -16214.4
156000 -16216.1
156100 -16212
156200 -16243.7
156300 -16311.5
156400 -16330.1
156500 -16274.6
156600 -16174.8
156700 -16158
156800 -16198.7
156900 -16223.2
157000 -16224.5
157100 -16235.7
157200 -16307.1
157300 -16378.2
157400 -16323.6
157500 -16206.3
157600 -16183
157700 -16194.5
157800 -16230.3
157900 -16299.8
158000 -16353.6
158100 -16305.8
158200 -16197.7
158300 -16204.8
158400 -16233.5
158500 -16306.4
158600 -16376.6
158700 -16350.6
