# Time-averaged data for fix DensAve
# TimeStep v_Dens
40000 0.875824
80000 0.876433
120000 0.874968
160000 0.873254
200000 0.875511
240000 0.87491
280000 0.875284
320000 0.876413
360000 0.875688
400000 0.875024
440000 0.873001
480000 0.877271
520000 0.875449
560000 0.875046
600000 0.875914
640000 0.875311
680000 0.87552
720000 0.874521
760000 0.874274
800000 0.876132
840000 0.874105
880000 0.873189
920000 0.874604
960000 0.874624
1000000 0.877659
