# Time-averaged data for fix PressAve
# TimeStep c_P
100 -115.866
200 -67.9689
300 122.07
400 271.981
500 -40.5999
600 -33.0728
700 233.12
800 -48.7023
900 -156.882
1000 -184.113
1100 47.4816
1200 262.944
1300 210.314
1400 102.814
1500 165.37
1600 64.8802
1700 -119.479
1800 -158.971
1900 -188.924
2000 44.0674
2100 -168.899
2200 55.4761
2300 -124.349
2400 -55.0411
2500 -213.813
2600 -21.0628
2700 -51.0483
2800 8.78643
2900 -36.5047
3000 78.178
3100 5.17202
3200 176.838
3300 47.3044
3400 -91.5122
3500 -43.1466
3600 -139.179
3700 -44.5435
3800 149.85
3900 -10.0642
4000 -14.8563
4100 -31.0053
4200 -274.483
4300 -101.855
4400 202.153
4500 -47.2682
4600 54.189
4700 101.196
4800 -217.889
4900 -91.3214
5000 49.637
5100 -119.571
5200 -82.3641
5300 -37.4467
5400 -138.674
5500 -143.704
5600 69.9853
5700 17.4389
5800 215.957
5900 131.645
6000 -66.2525
6100 33.6487
6200 125.299
6300 198.897
6400 110.493
6500 15.0905
6600 -0.740353
6700 91.3462
6800 171.236
6900 -111.718
7000 102.998
7100 -164.901
7200 -21.5791
7300 35.1875
7400 -115.235
7500 -246.375
7600 -161.924
7700 -213.778
7800 24.8086
7900 295.316
8000 -36.9905
8100 -262.744
8200 -173.183
8300 164.086
8400 -167.402
8500 -125.196
8600 -27.1602
8700 -164.874
8800 -280.697
8900 -106.152
9000 1.2836
9100 -275.362
9200 68.4838
9300 -311.011
9400 -279.06
9500 72.6184
9600 -28.4747
9700 -159.304
9800 -39.709
9900 -47.2667
10000 -78.901
10100 -95.3191
10200 -79.1972
10300 -131.413
10400 -151.409
10500 -104.343
10600 -35.5526
10700 19.0673
10800 -144.193
10900 -92.3772
11000 -43.1873
11100 -252.179
11200 -350.984
11300 -26.9978
11400 -193.954
11500 -84.2215
11600 25.0062
11700 -61.5407
11800 41.127
11900 -198.968
12000 64.7304
12100 -47.9151
12200 -236.287
12300 44.9308
12400 97.8652
12500 -277.85
12600 -400.373
12700 6.35647
12800 -186.836
12900 -19.2607
13000 -103.344
13100 91.1417
13200 26.5897
13300 -2.08173
13400 -167.738
13500 -107.618
13600 219.746
13700 -136.76
13800 26.3665
13900 278.151
14000 146.929
14100 -199.893
14200 -306.219
14300 -135.062
14400 -89.6624
14500 20.5267
14600 109.81
14700 -106.875
14800 -132.956
14900 -201.074
15000 95.511
15100 -190.538
15200 -437.916
15300 40.6433
15400 218.66
15500 -191.418
15600 -411.973
15700 -13.2844
15800 -112.744
15900 -127.944
16000 -169.311
16100 -66.0894
16200 -134.158
16300 -174.797
16400 19.2372
16500 -15.564
16600 13.943
16700 -73.5972
16800 49.5489
16900 12.9308
17000 -47.4201
17100 -42.894
17200 53.9435
17300 -85.0051
17400 -245.035
17500 131.78
17600 63.1509
17700 -81.305
17800 33.3146
17900 18.6889
18000 63.5813
18100 -21.9038
18200 -25.1612
18300 -133.933
18400 -85.6101
18500 -60.0071
18600 -260.473
18700 -150.731
18800 49.5632
18900 52.8044
19000 -193.87
19100 -205.487
19200 93.6
19300 -20.1806
19400 -130.176
19500 -44.6024
19600 -183.251
19700 -194.724
19800 -50.6739
19900 -255.927
20000 -70.2279
20100 -246.624
20200 -32.8789
20300 -11.0168
20400 29.2492
20500 153.083
20600 -60.5951
20700 -239.105
20800 -31.3517
20900 48.6349
21000 -42.9888
21100 14.2738
21200 70.5779
21300 18.8929
21400 105.286
21500 -86.7008
21600 -102.095
21700 32.4043
21800 60.2668
21900 -117.236
22000 -96.1669
22100 -42.5032
22200 -0.338356
22300 -147.92
22400 -194.072
22500 187.486
22600 48.7908
22700 41.0632
22800 44.4172
22900 69.2433
23000 73.6696
23100 -69.8495
23200 -146.595
23300 158.301
23400 -53.0222
23500 134.95
23600 -202.689
23700 -265.76
23800 -16.5689
23900 -383.005
24000 -39.0489
24100 -127.581
24200 -99.4327
24300 -109.241
24400 -179.527
24500 -132.651
24600 -102.667
24700 -34.1077
24800 -3.26705
24900 -98.2049
25000 -112.94
25100 -98.1007
25200 21.8554
25300 -263.716
25400 -238.084
25500 -91.4481
25600 48.6555
25700 -213.418
25800 -144.209
25900 -179.144
26000 -140.478
26100 127.981
26200 -29.772
26300 -219.527
26400 -235.992
26500 -37.4147
26600 -277.495
26700 -121.518
26800 -45.692
26900 -338.915
27000 -78.6421
27100 32.674
27200 -271.784
27300 -241.94
27400 41.7753
27500 165.626
27600 145.398
27700 -149.069
27800 -206.968
27900 90.0861
28000 -105.007
28100 -86.9294
28200 -116.414
28300 176.36
28400 -74.4912
28500 -13.8505
28600 52.4648
28700 -23.6017
28800 276.907
28900 94.694
29000 -53.082
29100 -29.576
29200 36.2771
29300 104.981
29400 -97.7849
29500 130.912
29600 115.143
29700 -226.48
29800 -102.207
29900 221.083
30000 254.894
30100 -16.2882
30200 -16.9042
30300 29.693
30400 -9.50899
30500 -129.453
30600 42.5991
30700 105.914
30800 -108.603
30900 36.1512
31000 -52.6693
31100 21.8534
31200 -47.3842
31300 -22.7642
31400 -156.119
31500 117.54
31600 118.785
31700 -104.018
31800 298.042
31900 -196.066
32000 127.931
32100 265.742
32200 130.342
32300 64.8393
32400 -61.7054
32500 -255.636
32600 -200.564
32700 -118.757
32800 -131.49
32900 141.507
33000 192.005
33100 -133.146
33200 -82.5502
33300 384.37
33400 -19.0536
33500 -179.386
33600 -184.599
33700 -367.655
33800 -321.725
33900 -99.5711
34000 -111.58
34100 -193.489
34200 -110.508
34300 142.624
34400 157.792
34500 30.8959
34600 -182.283
34700 -86.2637
34800 294.688
34900 -128.929
35000 -103.46
35100 171.982
35200 -257.492
35300 -59.9501
35400 48.7225
35500 193.426
35600 317.389
35700 3.32215
35800 -212.196
35900 -61.157
36000 186.612
36100 80.2373
36200 255.273
36300 271.75
36400 -22.5748
36500 48.3141
36600 -116.309
36700 -113.019
36800 0.987961
36900 193.818
37000 64.6844
37100 -35.0302
37200 -84.878
37300 29.3103
37400 98.1369
37500 37.5236
37600 104.364
37700 -108.779
37800 -106.68
37900 -62.7851
38000 -116.455
38100 12.3835
38200 -43.0104
38300 61.4179
38400 26.9854
38500 -112.012
38600 156.113
38700 8.17185
38800 91.8046
38900 -5.16623
39000 82.2044
39100 46.0345
39200 -26.802
39300 115.694
39400 -87.3712
39500 -93.4081
39600 148.042
39700 19.1618
39800 -141.546
39900 -45.6895
40000 -327.051
40100 -196.567
40200 -108.321
40300 22.4834
40400 -12.1656
